,percent,n_components,Score in test,Training Time,Best Parameters,Best Score in CV,cv_mean_test_score,cv_std_test_score
17,7,573,0.9707524643155944,0.5497913360595703,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0001}",0.9706388026603443,0.9706388026603443,0.0019407768675247094
18,7,573,0.9731111762389847,0.4870021343231201,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.966821489519685,0.966821489519685,0.002088258590073998
19,7,573,0.9678410753241542,0.5151796340942383,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9703914339511381,0.9703914339511381,0.001851793456297131
20,9,737,0.9689426449251545,0.8739514350891113,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.971398697927602,0.971398697927602,0.0032390373907630354
21,9,737,0.9731238217562365,0.9604029655456543,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9690082646290952,0.9690082646290952,0.003089002660334076
22,9,737,0.9750880375714408,0.8840904235839844,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9685197125430731,0.9685197125430731,0.002719270484563532
23,9,737,0.9682698875823432,0.8718492984771729,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9708834550614162,0.9708834550614162,0.0019080860104499658
24,10,819,0.9688997876940314,0.8032577037811279,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.971064455940785,0.971064455940785,0.002588873444740213
25,10,819,0.972467362053345,0.9252545833587646,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0001}",0.9691393634007712,0.9691393634007712,0.0031258588001757148
26,10,819,0.9716603477792807,0.9775230884552002,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9686394721246178,0.9686394721246178,0.00198547887052541
27,10,819,0.9699986959028214,0.9232790470123291,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9703997110935113,0.9703997110935113,0.0020781969016653956
28,12,983,0.9690258500283658,1.2809877395629883,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9718403066806051,0.9718403066806051,0.00332771252928308
29,12,983,0.9730254953167499,1.3913817405700684,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9683208460887821,0.9683208460887821,0.0021668196646760654
30,12,983,0.9707787847434226,1.5636301040649414,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9687249995694216,0.9687249995694216,0.0020471857798164675
31,12,983,0.9698181143194926,1.6474554538726807,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9710982653504285,0.9710982653504285,0.0022550136110264614
32,13,1064,0.9689172495758097,1.69826078414917,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9715231806071698,0.9715231806071698,0.002648961243421985
33,13,1064,0.9711802264728484,1.645338535308838,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0001}",0.9698837496260422,0.9698837496260422,0.00274726087101455
34,13,1064,0.9752832619391782,1.383173942565918,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9692860806543233,0.9692860806543233,0.002185633322031695
35,13,1064,0.9703709119857029,1.8085379600524902,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9709014333306689,0.9709014333306689,0.002226274108885699
36,15,1228,0.9697430683337135,1.978231430053711,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9717133743922147,0.9717133743922147,0.0027996863791916143
37,15,1228,0.9735917245096627,2.1298861503601074,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9699355975782945,0.9699355975782945,0.0025009379082238216
38,15,1228,0.9738894138457178,1.983328104019165,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9693552254881814,0.9693552254881814,0.0019665932074574574
39,15,1228,0.9699957354194028,1.9755756855010986,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9703186998211102,0.9703186998211102,0.0015745726270370221
40,17,1392,0.9697811048451821,2.2017414569854736,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9719628973975499,0.9719628973975499,0.0029012641279452136
41,17,1392,0.9730649346065646,2.4801530838012695,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9697608296212449,0.9697608296212449,0.002645081437228952
42,17,1392,0.9757170354519594,2.6229851245880127,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9695737677012343,0.9695737677012343,0.0019496809386199971
43,17,1392,0.967477858516907,2.373875379562378,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9697154552299763,0.9697154552299763,0.002283320929377497
44,18,1474,0.9695307255825796,3.0382509231567383,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9721764803632407,0.9721764803632407,0.0027583354424931283
45,18,1474,0.973303904753221,3.4371418952941895,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9693962824587736,0.9693962824587736,0.002270903863568742
46,18,1474,0.9752814173787117,2.8441977500915527,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9695956112567895,0.9695956112567895,0.0029650100733985595
47,18,1474,0.9708263400100773,3.06339168548584,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9705875875718825,0.9705875875718825,0.001554321154997098
48,20,1638,0.9696579038630776,3.624765157699585,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9725444219637891,0.9725444219637891,0.0032142695396903368
49,20,1638,0.9737600358749158,4.184252023696899,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9699818423877808,0.9699818423877808,0.002359932808031043
50,20,1638,0.9749652702111212,3.6698005199432373,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9692201277547644,0.9692201277547644,0.0021775956963040735
51,20,1638,0.9705797896143685,3.6266562938690186,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9708051488001891,0.9708051488001891,0.0016440371100005446
52,21,1720,0.9695410993055589,3.725883722305298,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.972311836555859,0.972311836555859,0.002946469646224155
53,21,1720,0.9737937312059011,3.7043542861938477,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9696745343728098,0.9696745343728098,0.0026388789641968897
54,21,1720,0.9748271495002772,3.9713070392608643,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9699245557894882,0.9699245557894882,0.0024440489465749706
55,21,1720,0.9710266658701352,3.2034099102020264,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9715418774410904,0.9715418774410904,0.0024167118234878922
56,23,1884,0.9696064398977012,4.990854501724243,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9719925126565782,0.9719925126565782,0.002790696583482028
57,23,1884,0.974012804267463,3.495401382446289,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9696358766465861,0.9696358766465861,0.002457934128722563
58,23,1884,0.9755431331313247,3.3955202102661133,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9695822063522911,0.9695822063522911,0.0026052346480809237
59,23,1884,0.9707140671696346,3.3577749729156494,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9710385107980478,0.9710385107980478,0.0019479091312986337
60,25,2048,0.9698575587939225,5.160229444503784,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9722786704239585,0.9722786704239585,0.0030156569442447837
61,25,2048,0.9734814069326782,6.279399394989014,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.96738369327792,0.96738369327792,0.005370788725754885
62,25,2048,0.9753988201430182,5.162856817245483,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9700347309815263,0.9700347309815263,0.0023420645234565893
63,25,2048,0.9708107547376338,5.92125391960144,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9707930362970952,0.9707930362970952,0.0017051166261473774
