,percent,n_components,Score in test,Training Time,Best Parameters,Best Score in CV,cv_mean_test_score,cv_std_test_score,cv_mean_fit_time,cv_std_fit_time
0,1,81,0.9515841379816081,5.410228967666626,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__svm__C': 100.0}",0.9482545092771378,0.9482545092771378,0.005384473246122429,5.583694982528686,1.082325853827703
1,1,81,0.9475165241022834,5.378262042999268,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__svm__C': 100.0}",0.9457562891304967,0.9457562891304967,0.004306034082002254,5.511969089508057,1.0481286877268587
2,1,81,0.9491249491979834,5.571390151977539,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__svm__C': 100.0}",0.9443561335056933,0.9443561335056933,0.006231551955780514,5.900742721557617,1.1792062827832221
3,1,81,0.9396084286813927,5.490194320678711,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__svm__C': 100.0}",0.9508807288445457,0.9508807288445457,0.006189465006225117,5.778482151031494,1.196528063751557
4,2,163,0.9578238489379431,6.04252552986145,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__svm__C': 100.0}",0.9618086558061621,0.9618086558061621,0.00509998990640677,6.670681571960449,1.1762037860270487
5,2,163,0.9636685236076317,6.23311710357666,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__svm__C': 100.0}",0.9583449951160331,0.9583449951160331,0.00787047912546359,6.692417812347412,0.19424673625385594
6,2,163,0.9465224981141216,6.215679168701172,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__svm__C': 100.0}",0.9550382711111215,0.9550382711111215,0.005242191238843291,7.212864112854004,1.3429472299010516
7,2,163,0.9585009033882231,6.257084846496582,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__svm__C': 100.0}",0.9611319228087931,0.9611319228087931,0.0025144657268044643,6.818089723587036,1.3247872054013052
8,4,327,0.9653470341867971,7.563120603561401,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__svm__C': 100.0}",0.9696736593560612,0.9696736593560612,0.003575137130503383,9.529231882095337,1.587546343559581
9,4,327,0.9710039850919668,7.453425407409668,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__svm__C': 100.0}",0.9661445759659208,0.9661445759659208,0.003950042214963364,9.888592767715455,1.7926063061078632
10,4,327,0.9716568033712112,7.454621315002441,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__svm__C': 100.0}",0.9653054341958892,0.9653054341958892,0.003408011648579372,10.064789485931396,1.6185920556455182
11,4,327,0.9662068184203816,7.019773244857788,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__svm__C': 100.0}",0.9662017761687987,0.9662017761687987,0.0031068374880361418,9.737437057495118,1.6491288609182593
12,5,409,0.9665364508141501,8.901753187179565,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__svm__C': 100.0}",0.9699576165925695,0.9699576165925695,0.0031845671539529052,11.156698989868165,2.009516649533018
13,5,409,0.9723558078719251,8.774929761886597,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__svm__C': 100.0}",0.9682671444415618,0.9682671444415618,0.0034031974392689708,11.245741033554078,2.0269975510689995
14,5,409,0.9693981668205855,9.156098365783691,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__svm__C': 100.0}",0.9678531193157518,0.9678531193157518,0.002986429797983045,11.544718647003174,1.9699368004149662
15,5,409,0.96495406634888,8.721121072769165,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__svm__C': 100.0}",0.9688791793304754,0.9688791793304754,0.002278608656590197,11.196489763259887,1.9718483340506705
16,7,573,0.96915362510609,11.69416093826294,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__svm__C': 100.0}",0.9703505627073724,0.9703505627073724,0.0033776421439882394,13.663214921951294,2.3590843381396236
17,7,573,0.9721951514115912,11.65268850326538,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__svm__C': 100.0}",0.9680803915857876,0.9680803915857876,0.0029399197932405614,14.140295171737671,2.421368670126668
18,7,573,0.9702922636797503,12.029734373092651,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__svm__C': 100.0}",0.966605558009588,0.966605558009588,0.0019344298288559712,14.647388029098511,2.635558981910271
19,7,573,0.9675755871564045,11.514296770095825,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__svm__C': 100.0}",0.967915547893457,0.967915547893457,0.004431654524545666,12.913191843032838,3.016908782929235
20,9,737,0.9685343007520852,14.301486015319824,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__svm__C': 100.0}",0.9708995698067058,0.9708995698067058,0.0030142807975362803,17.03577513694763,3.2598986131931933
21,9,737,0.9718091511297346,14.939438343048096,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__svm__C': 100.0}",0.9690356533052735,0.9690356533052735,0.002299189498837714,17.445946979522706,3.351615385786002
22,9,737,0.9747280375933096,14.526309251785278,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__svm__C': 100.0}",0.9669167812186673,0.9669167812186673,0.0020564067743438007,16.17593660354614,4.065786841786217
23,9,737,0.9689139808786805,14.989239692687988,"{'regressor__nystroem__gamma': 0.010416666666666666, 'regressor__svm__C': 100.0}",0.9703957513901997,0.9703957513901997,0.002046954250090476,17.047706413269044,3.155614459539637
