percent,n_components,Mean Score in test,Std Score in test,Mean Training Time,Std Training Time,Mean Best Score in CV,Std Best Score in CV,cv_mean_test_score,cv_std_test_score,cv_mean_fit_time,cv_std_fit_time
1,3,0.3712185927312317,0.0,0.0016620159149169922,0.0,0.33324695710507735,0.0,0.33324695710507735,0.09279944170123645,0.007709980010986328,0.006807957390533608
2,6,0.37637745529426747,0.0,0.0015010833740234375,0.0,0.5345595535469506,0.0,0.5345595535469506,0.09435061916874457,0.001312112808227539,4.845580630345055e-05
4,13,0.6898162387581946,0.0,0.0016629695892333984,0.0,0.7583744246327477,0.0,0.7583744246327477,0.04627523647955902,0.0014311790466308594,0.00010282807300936223
5,16,0.7312879896458111,0.0,0.0015881061553955078,0.0,0.7924082238906067,0.0,0.7924082238906067,0.033053236928116105,0.0013383865356445313,8.788777614155354e-05
7,23,0.7202828873695963,0.0,0.0018711090087890625,0.0,0.813330241346244,0.0,0.813330241346244,0.025577271087518415,0.0017434120178222655,7.121058086331397e-05
9,30,0.782120748055139,0.0,0.0019388198852539062,0.0,0.8064716851867955,0.0,0.8064716851867955,0.03676301944634564,0.0017300128936767578,0.00013380363335629983
10,33,0.784448510067047,0.0,0.05150103569030762,0.0,0.8064555542611753,0.0,0.8064555542611753,0.04030953931095255,0.006383275985717774,0.006531117304740123
12,40,0.7808661915695029,0.0,0.05792093276977539,0.0,0.8064270347112303,0.0,0.8064270347112303,0.03868940853249407,0.020977306365966796,0.028700928608811363
13,43,0.7807891702389383,0.0,0.1674671173095703,0.0,0.8071145121819996,0.0,0.8071145121819996,0.0356941084708986,0.05448508262634277,0.047782566973130214
15,50,0.7805897185748516,0.0,0.12456607818603516,0.0,0.8133431617536095,0.0,0.8133431617536095,0.02569779289518341,0.10272336006164551,0.030356658662717927
17,57,0.7616588863705132,0.0,0.1288161277770996,0.0,0.8060052944790096,0.0,0.8060052944790096,0.03675394616224865,0.09950032234191894,0.030246320964136646
18,60,0.7812939204907169,0.0,0.1220552921295166,0.0,0.8072650034466491,0.0,0.8072650034466491,0.038950038624282576,0.017276191711425783,0.014967350823389486
20,67,0.7802740107756365,0.0,0.33139991760253906,0.0,0.8074278710463278,0.0,0.8074278710463278,0.03664538639357397,0.008651542663574218,0.005371430002803379
21,70,0.7812565076041317,0.0,0.19785189628601074,0.0,0.8155446259218181,0.0,0.8155446259218181,0.02593980035808738,0.02568221092224121,0.014278447502971033
23,77,0.7806662219079331,0.0,0.2639448642730713,0.0,0.8067943129631644,0.0,0.8067943129631644,0.036295528851068515,0.08463659286499023,0.059728856662351594
25,84,0.7805045117410881,0.0,0.29090118408203125,0.0,0.8075142940179199,0.0,0.8075142940179199,0.03631049803224741,0.020789957046508788,0.01582317892666017
