n-components,fit-time-random-feature,transform-time-random-feature,training-time-SVC-kernel-linear,prediction-time-SVC-kernel-linear,score-in-test-SVC-kernel-linear,training-time-linear-SVC-dual-false,prediction-time-linear-SVC-dual-false,score-in-test-linear-SVC-dual-false
321,0.031058788299560547,0.029208898544311523,0.9214580059051514,3.519853115081787,0.28316824109840516,0.14951491355895996,0.0025408267974853516,0.7854820820744254
343,0.08127713203430176,0.042678117752075195,1.0123498439788818,3.8473048210144043,0.4038321795999541,0.1838836669921875,0.0028738975524902344,0.7867824224576433
365,0.08636593818664551,0.03508591651916504,1.0716872215270996,4.061046600341797,0.38838107622289364,0.15433907508850098,0.0028839111328125,0.7861704975714231
387,0.08042407035827637,0.04188108444213867,1.1211588382720947,4.400260925292969,0.42410219145599876,0.20938491821289062,0.0031280517578125,0.7863999694037557
409,0.08423781394958496,0.06939101219177246,1.1998109817504883,4.638574123382568,0.2894022258767736,0.20695185661315918,0.0031311511993408203,0.7863999694037557
431,0.0641031265258789,0.04608297348022461,1.2641849517822266,4.9481611251831055,0.39690977932458793,0.2259979248046875,0.003209829330444336,0.7861322522660343
453,0.06329178810119629,0.05039811134338379,1.339905023574829,5.16283392906189,0.3472291276245841,0.23969411849975586,0.0035059452056884766,0.7867059318468658
476,0.07809185981750488,0.05239701271057129,1.3935601711273193,5.378565073013306,0.4367613875396795,0.24925494194030762,0.003670215606689453,0.7877385550923625
498,0.08338475227355957,0.05582690238952637,1.4619250297546387,5.69372296333313,0.3850537346540712,0.29004573822021484,0.003936052322387695,0.7885799518109152
520,0.08750605583190918,0.0716850757598877,1.5418789386749268,5.902358055114746,0.4263969097793246,0.27204012870788574,0.003759145736694336,0.7903392358587983
542,0.14634084701538086,0.05594897270202637,1.6077172756195068,6.170514106750488,0.3855891689295139,0.283663272857666,0.0039010047912597656,0.7910658966611849
564,0.09957003593444824,0.06066584587097168,1.6949520111083984,6.396484851837158,0.337859027804337,0.2916238307952881,0.004060268402099609,0.7913336137989062
586,0.13764500617980957,0.06760692596435547,1.7642779350280762,6.67795991897583,0.39339121122882165,0.31137990951538086,0.0047261714935302734,0.7917925574635714
608,0.19437885284423828,0.07130074501037598,1.9232287406921387,6.981086015701294,0.36719317703751864,0.3028230667114258,0.004759073257446289,0.7935900868168433
630,0.19580888748168945,0.07484102249145508,2.0303308963775635,7.296361923217773,0.37683099399548703,0.3328108787536621,0.0050008296966552734,0.7943549929246185
652,0.27662086486816406,0.09088802337646484,2.2205021381378174,7.5175957679748535,0.36225953264236815,0.3604879379272461,0.005744218826293945,0.7944697288407848
