n-components,fit-time-random-feature,score-in-test,transform-time-random-feature
2393,0.005114078521728516,0.5034051785680251,0.14707279205322266
2450,0.005297183990478516,0.537809416658012,0.1332259178161621
2508,0.005413055419921875,0.5387097115604967,0.1338658332824707
2566,0.005474090576171875,0.5361932130946988,0.1332089900970459
321,0.0008900165557861328,0.5422271670366159,0.019180774688720703
378,0.0010328292846679688,0.5324712268322109,0.01910877227783203
436,0.0011439323425292969,0.6282883498275176,0.02253103256225586
493,0.0012230873107910156,0.579585202016553,0.025866031646728516
551,0.0013241767883300781,0.5556981901409436,0.02877211570739746
609,0.0014750957489013672,0.5122836016728827,0.02986288070678711
666,0.0016109943389892578,0.5711994048396284,0.0322568416595459
724,0.0016961097717285156,0.46656804066670393,0.03667616844177246
781,0.0018308162689208984,0.5445164212811147,0.039057254791259766
839,0.0019371509552001953,0.5177245157250941,0.04133892059326172
896,0.0020809173583984375,0.5785166078724534,0.04599714279174805
954,0.002199888229370117,0.6207946928820716,0.04524588584899902
1011,0.002318859100341797,0.6037743662375522,0.051965951919555664
1069,0.0023920536041259766,0.5113739536469709,0.0531010627746582
1127,0.002562999725341797,0.5104815253988194,0.053852081298828125
1184,0.002624988555908203,0.5241942522641483,0.05760788917541504
1242,0.0027298927307128906,0.5468872293213031,0.061219215393066406
1299,0.002918243408203125,0.5575025307238725,0.0674598217010498
1357,0.0030128955841064453,0.5632457467153107,0.0684809684753418
1414,0.003123044967651367,0.4674546498384944,0.07492518424987793
1472,0.0032508373260498047,0.5544598685342376,0.0774528980255127
1529,0.0034160614013671875,0.5443665871830334,0.07878494262695312
1587,0.0034799575805664062,0.5467139306047888,0.08071398735046387
1645,0.0036039352416992188,0.5273281368389229,0.08831596374511719
1702,0.003761768341064453,0.5528873765379221,0.08956408500671387
1760,0.0038862228393554688,0.5524821661256258,0.09070205688476562
1817,0.0040018558502197266,0.5240484636536877,0.09515380859375
1875,0.004046201705932617,0.547451429118295,0.09983396530151367
1932,0.004172086715698242,0.5179524799273215,0.10391998291015625
1990,0.0043239593505859375,0.5320510353080594,0.1072998046875
2048,0.004405975341796875,0.5106366507862284,0.1071169376373291
2105,0.004526853561401367,0.5167519418722183,0.1130380630493164
2163,0.004659891128540039,0.5760011657862252,0.11821699142456055
2220,0.00477910041809082,0.5410147178631661,0.12104010581970215
2278,0.0049152374267578125,0.555072426667642,0.12250089645385742
2335,0.004930019378662109,0.5286989604135808,0.12581110000610352
2393,0.005087375640869141,0.5250529783765769,0.12783002853393555
2450,0.005236148834228516,0.5306757680141139,0.129500150680542
2508,0.005347013473510742,0.5755631289013811,0.1324758529663086
2566,0.00550079345703125,0.5995136354643529,0.13871312141418457
321,0.0009102821350097656,0.6470496565999613,0.018397808074951172
378,0.0010199546813964844,0.5570976086448007,0.01960015296936035
436,0.001104116439819336,0.5719322061471762,0.022674083709716797
493,0.0012469291687011719,0.5537220764638596,0.025120019912719727
551,0.0013401508331298828,0.5616773786562562,0.028749942779541016
609,0.0014369487762451172,0.4950606550392664,0.037474870681762695
666,0.0015411376953125,0.5275626499980437,0.03310203552246094
724,0.0017011165618896484,0.5451491764300163,0.03689408302307129
781,0.0018241405487060547,0.4936840980804164,0.039494991302490234
839,0.0018870830535888672,0.4800414677875876,0.041117191314697266
896,0.0020558834075927734,0.556907171090575,0.04453396797180176
954,0.002195119857788086,0.5817307392257794,0.04954862594604492
1011,0.0022988319396972656,0.5428196714209753,0.051451921463012695
1069,0.0024187564849853516,0.5783756116412984,0.055416107177734375
1127,0.002557992935180664,0.551877216550749,0.055094003677368164
1184,0.0026090145111083984,0.5382936883644627,0.06012296676635742
1242,0.0027022361755371094,0.6008483137155248,0.05927395820617676
1299,0.002878904342651367,0.5064542884568397,0.06652092933654785
1357,0.003031015396118164,0.5321731363939193,0.06852507591247559
1414,0.0030341148376464844,0.5431884401686491,0.07032299041748047
1472,0.0032880306243896484,0.5452791822149496,0.07609009742736816
1529,0.0033278465270996094,0.505850936942708,0.0814812183380127
1587,0.003493070602416992,0.5704044483904219,0.08564281463623047
1645,0.0036287307739257812,0.5453703892293653,0.08642005920410156
1702,0.0037000179290771484,0.5099646199636935,0.08804988861083984
1760,0.003827810287475586,0.519712357672894,0.10034394264221191
1817,0.003961086273193359,0.5437919057591557,0.09805798530578613
1875,0.004046201705932617,0.541269216631533,0.09743213653564453
1932,0.004228830337524414,0.5273787696120155,0.10266923904418945
1990,0.004209995269775391,0.5341965568142761,0.10468316078186035
2048,0.004405021667480469,0.5702776673944832,0.10880494117736816
2105,0.004523038864135742,0.5482331785397981,0.11145710945129395
2163,0.004616260528564453,0.528695095261581,0.12056207656860352
2220,0.004757881164550781,0.5313908358431583,0.11942911148071289
2278,0.004927158355712891,0.549921314900508,0.12338733673095703
2335,0.005017995834350586,0.5256405602604751,0.12794184684753418
2393,0.005196094512939453,0.5338854161692848,0.1295020580291748
2450,0.0052318572998046875,0.5310567090029954,0.12967991828918457
2508,0.005326032638549805,0.5440562223917748,0.13471603393554688
2566,0.005526065826416016,0.5415609958975452,0.13753890991210938
321,0.0008749961853027344,0.5016133222770852,0.019270896911621094
378,0.0010199546813964844,0.46019394111515155,0.02272319793701172
436,0.001132965087890625,0.45912259442563375,0.023522138595581055
493,0.0012359619140625,0.5037168857023554,0.024200916290283203
551,0.0013339519500732422,0.6032955894139885,0.032948970794677734
609,0.0015032291412353516,0.5993234674537948,0.031672000885009766
666,0.001615762710571289,0.5093986888229495,0.032810211181640625
724,0.0017120838165283203,0.4868815542463181,0.0439910888671875
781,0.0018100738525390625,0.5545029669762168,0.037149906158447266
839,0.00196075439453125,0.4939866164574384,0.04737401008605957
896,0.002029895782470703,0.508040567480143,0.04441976547241211
954,0.002199888229370117,0.545429436046578,0.0474390983581543
1011,0.0023047924041748047,0.6025032136131552,0.0498812198638916
1069,0.002418994903564453,0.5111972347022893,0.05306506156921387
1127,0.0025398731231689453,0.553098201832499,0.056656837463378906
1184,0.0025811195373535156,0.5346420207185049,0.05789995193481445
1242,0.0027642250061035156,0.5681196534795987,0.0660710334777832
1299,0.002899169921875,0.5583568642057358,0.06524991989135742
1357,0.0030667781829833984,0.5477436295216179,0.07114696502685547
1414,0.0030672550201416016,0.5121466816689428,0.07418608665466309
1472,0.0031392574310302734,0.5941333580715716,0.07710695266723633
1529,0.0033659934997558594,0.5305863896447941,0.07949113845825195
1587,0.003487110137939453,0.5056217427024596,0.08592391014099121
1645,0.0036296844482421875,0.5256406183381691,0.08539295196533203
1702,0.003759145736694336,0.5531295576864321,0.09020590782165527
1760,0.0038399696350097656,0.5346569865664315,0.09138298034667969
1817,0.003962039947509766,0.5066439343075722,0.09572291374206543
1875,0.0040318965911865234,0.5421765859495777,0.09803009033203125
1932,0.0042040348052978516,0.5174704147514467,0.10859107971191406
1990,0.004318952560424805,0.6007229975897895,0.1053628921508789
2048,0.004461050033569336,0.545787736121373,0.10741806030273438
2105,0.004557132720947266,0.5377153878517245,0.11365699768066406
2163,0.004693031311035156,0.5302524589031401,0.11565375328063965
2220,0.004786968231201172,0.5570341450370173,0.12007308006286621
2278,0.004904985427856445,0.5775459681107911,0.12373590469360352
2335,0.0049779415130615234,0.49404231346788946,0.12536978721618652
2393,0.00506901741027832,0.5171379241809877,0.12925195693969727
2450,0.0052983760833740234,0.557788503818867,0.13355493545532227
2508,0.005300998687744141,0.5491467695672416,0.1440901756286621
2566,0.00550079345703125,0.5344429330598442,0.13828492164611816
321,0.0009140968322753906,0.5495184380846196,0.01946115493774414
378,0.0010232925415039062,0.5358492206468924,0.01964092254638672
436,0.001149892807006836,0.5651693690486139,0.023227214813232422
493,0.0012698173522949219,0.545861658468337,0.024852991104125977
551,0.0013730525970458984,0.5609481657667161,0.02878403663635254
609,0.0014798641204833984,0.491998938761572,0.030338048934936523
666,0.0015740394592285156,0.573985320172179,0.034899234771728516
724,0.0016880035400390625,0.5254235486122073,0.036628007888793945
781,0.00180816650390625,0.5848505357006181,0.03773832321166992
839,0.0019481182098388672,0.5473864704620044,0.0412442684173584
896,0.001993894577026367,0.5002185428296602,0.04533696174621582
954,0.0021677017211914062,0.53119318231541,0.045825958251953125
1011,0.002310037612915039,0.5636736002798691,0.05115914344787598
1069,0.0024261474609375,0.5332426807984205,0.05269670486450195
1127,0.002541065216064453,0.5398752634871543,0.05589008331298828
1184,0.0027070045471191406,0.5669428001863174,0.06536507606506348
1242,0.00278472900390625,0.5177378688480686,0.06662917137145996
1299,0.0029060840606689453,0.5685713610979107,0.06385183334350586
1357,0.002933979034423828,0.5070746609563782,0.06888771057128906
1414,0.003134012222290039,0.5527746259342833,0.07309699058532715
1472,0.00321197509765625,0.5418112372081896,0.07600116729736328
1529,0.0033338069915771484,0.5678002106235761,0.08234596252441406
1587,0.003484010696411133,0.5378148678186456,0.0856168270111084
1645,0.00360107421875,0.5581409067394214,0.08916306495666504
1702,0.0037078857421875,0.543893623326556,0.08991503715515137
1760,0.003838062286376953,0.5308318570313604,0.0944068431854248
1817,0.003961086273193359,0.5639442504402998,0.09673905372619629
1875,0.004071235656738281,0.5669277772722353,0.09876108169555664
1932,0.00414276123046875,0.532233660330672,0.10970926284790039
1990,0.004336118698120117,0.529408655675045,0.10881614685058594
2048,0.0043909549713134766,0.5726307608225246,0.11046886444091797
2105,0.004564046859741211,0.5250958117611095,0.11198711395263672
2163,0.004673004150390625,0.5183003352214254,0.1184837818145752
2220,0.004769086837768555,0.547944231672312,0.12414431571960449
2278,0.004915952682495117,0.525941613855508,0.12525725364685059
2335,0.005018949508666992,0.5529572921179423,0.12729811668395996
2393,0.0050830841064453125,0.5829018988877716,0.13109421730041504
2450,0.005260944366455078,0.5328730176134313,0.12912774085998535
2508,0.0052912235260009766,0.5822777164753861,0.13706016540527344
2566,0.005424022674560547,0.5467187594642383,0.1372518539428711
