n-components,fit-time-random-feature,transform-time-random-feature,training-time-linear-ridge-classification,prediction-time-linear-ridge-classification,score-in-test-linear-ridge-classification
2508,0.0026941299438476562,0.10994482040405273,0.45949411392211914,0.017805814743041992,0.8443033617623437
2566,0.0028390884399414062,0.11259222030639648,0.47838783264160156,0.018304824829101562,0.8442268711515661
321,0.0005278587341308594,0.024059772491455078,0.035588741302490234,0.0028460025787353516,0.8441121352353999
378,0.0005929470062255859,0.016039371490478516,0.0405580997467041,0.0032339096069335938,0.8439591540138448
436,0.0006542205810546875,0.025987863540649414,0.03652191162109375,0.003648996353149414,0.8441121352353999
493,0.0007040500640869141,0.030874252319335938,0.04030418395996094,0.004151105880737305,0.843767927486901
551,0.0007688999176025391,0.023301124572753906,0.1540541648864746,0.004220008850097656,0.8438826634030673
609,0.0008220672607421875,0.029388904571533203,0.04296422004699707,0.004746913909912109,0.8438826634030673
666,0.0008788108825683594,0.03220081329345703,0.05457592010498047,0.005255222320556641,0.8441121352353999
724,0.0009238719940185547,0.03455519676208496,0.05637025833129883,0.0054090023040771484,0.8440356446246223
781,0.0009951591491699219,0.036942243576049805,0.07977008819580078,0.006042003631591797,0.8440738899300111
839,0.0011119842529296875,0.044632673263549805,0.07525992393493652,0.0062580108642578125,0.8440738899300111
896,0.001096963882446289,0.04161977767944336,0.09612393379211426,0.006731986999511719,0.8441121352353999
954,0.0012221336364746094,0.04464268684387207,0.0817568302154541,0.006751060485839844,0.8442268711515661
1011,0.0012202262878417969,0.04662609100341797,0.11696505546569824,0.007445096969604492,0.8441503805407886
1069,0.0012619495391845703,0.04989480972290039,0.09865999221801758,0.00776219367980957,0.8441121352353999
1127,0.0013990402221679688,0.053465843200683594,0.10669708251953125,0.008121967315673828,0.8443033617623437
1184,0.0013859272003173828,0.05551576614379883,0.11463022232055664,0.008461713790893555,0.8441886258461774
1242,0.0015282630920410156,0.05728578567504883,0.12868690490722656,0.009443044662475586,0.8441886258461774
1299,0.0015239715576171875,0.05910992622375488,0.13620400428771973,0.00952005386352539,0.8440356446246223
1357,0.0015439987182617188,0.06069207191467285,0.14675283432006836,0.009500980377197266,0.8440738899300111
1414,0.0016400814056396484,0.06598687171936035,0.15674591064453125,0.009840011596679688,0.8438444180976785
1472,0.0018100738525390625,0.06979680061340332,0.16974711418151855,0.010438919067382812,0.8443416070677324
1529,0.0017359256744384766,0.07043981552124023,0.17713499069213867,0.010419130325317383,0.8439973993192336
1587,0.0017840862274169922,0.07173299789428711,0.20285534858703613,0.011203765869140625,0.8444945882892875
1645,0.0018241405487060547,0.07269120216369629,0.19799089431762695,0.011356830596923828,0.8444945882892875
1702,0.0018999576568603516,0.07540106773376465,0.21782398223876953,0.011754989624023438,0.8441886258461774
1760,0.002043008804321289,0.07924985885620117,0.22797679901123047,0.012320995330810547,0.8443033617623437
1817,0.002021312713623047,0.08018898963928223,0.23137998580932617,0.012769222259521484,0.8439973993192336
1875,0.0020711421966552734,0.08179998397827148,0.2493419647216797,0.012941837310791016,0.843767927486901
1932,0.002238035202026367,0.0858769416809082,0.26779913902282715,0.013266801834106445,0.8445328335946762
1990,0.0021681785583496094,0.08866000175476074,0.2786250114440918,0.013839960098266602,0.8441121352353999
2048,0.002313852310180664,0.09080791473388672,0.3317601680755615,0.014667034149169922,0.8443416070677324
2105,0.002376079559326172,0.09129118919372559,0.33263492584228516,0.014402151107788086,0.8442268711515661
2163,0.0024061203002929688,0.09407210350036621,0.360759973526001,0.014989852905273438,0.8441121352353999
2220,0.0024340152740478516,0.09983086585998535,0.33966612815856934,0.015048980712890625,0.8440738899300111
2278,0.002482891082763672,0.10102081298828125,0.35175204277038574,0.01553797721862793,0.8442651164569549
2335,0.002649068832397461,0.10063600540161133,0.38918399810791016,0.01581406593322754,0.8441121352353999
2393,0.002652883529663086,0.1054232120513916,0.4277932643890381,0.01624298095703125,0.8441886258461774
2450,0.0026400089263916016,0.10613703727722168,0.44446396827697754,0.017030000686645508,0.8442651164569549
2508,0.0027229785919189453,0.10987305641174316,0.44241809844970703,0.01745295524597168,0.8445328335946762
2566,0.002746105194091797,0.10983514785766602,0.4660470485687256,0.018297672271728516,0.8441886258461774
321,0.0005679130554199219,0.016370058059692383,0.03042888641357422,0.0024538040161132812,0.8433854744330134
378,0.0006022453308105469,0.022661924362182617,0.032557010650634766,0.0033500194549560547,0.8444563429838987
436,0.0006542205810546875,0.023473024368286133,0.048219919204711914,0.003833293914794922,0.8442651164569549
493,0.0007023811340332031,0.02173900604248047,0.06127500534057617,0.0037360191345214844,0.8441886258461774
551,0.0007698535919189453,0.023858308792114258,0.07465600967407227,0.004124879837036133,0.8438061727922898
609,0.0008249282836914062,0.027163982391357422,0.06308579444885254,0.004668235778808594,0.8442651164569549
666,0.0008718967437744141,0.04011893272399902,0.06772708892822266,0.005216121673583984,0.8441886258461774
724,0.0009288787841796875,0.0372166633605957,0.09963798522949219,0.005424976348876953,0.8441503805407886
781,0.001013040542602539,0.04125380516052246,0.11236405372619629,0.005712985992431641,0.8438826634030673
839,0.0010559558868408203,0.043940067291259766,0.10507702827453613,0.006541728973388672,0.8440738899300111
896,0.0010981559753417969,0.04731869697570801,0.12698698043823242,0.006517887115478516,0.8442268711515661
954,0.001154184341430664,0.05098104476928711,0.11845088005065918,0.007501125335693359,0.8443416070677324
1011,0.0012080669403076172,0.04980587959289551,0.13621878623962402,0.007640838623046875,0.8443416070677324
1069,0.00131988525390625,0.050669193267822266,0.1267838478088379,0.008018016815185547,0.8442651164569549
1127,0.0013420581817626953,0.051973819732666016,0.14018893241882324,0.008852005004882812,0.8442651164569549
1184,0.0014033317565917969,0.05580902099609375,0.14641785621643066,0.008647918701171875,0.8441503805407886
1242,0.0014472007751464844,0.06300210952758789,0.13489723205566406,0.008929014205932617,0.8440356446246223
1299,0.0015120506286621094,0.05869698524475098,0.16364693641662598,0.009800910949707031,0.8444945882892875
1357,0.0019268989562988281,0.06123518943786621,0.1644909381866455,0.010826826095581055,0.84441809767851
1414,0.0016179084777832031,0.06372785568237305,0.15184378623962402,0.009749889373779297,0.8441503805407886
1472,0.0016529560089111328,0.06667089462280273,0.16555190086364746,0.010419130325317383,0.8443798523731212
1529,0.001806020736694336,0.06852889060974121,0.18552374839782715,0.010697126388549805,0.8440356446246223
1587,0.0017888545989990234,0.07020902633666992,0.19477510452270508,0.011193037033081055,0.8439591540138448
1645,0.0018706321716308594,0.07492995262145996,0.20406198501586914,0.01155996322631836,0.8441503805407886
1702,0.0019240379333496094,0.07812309265136719,0.21558594703674316,0.011761903762817383,0.8441886258461774
1760,0.0019588470458984375,0.07938694953918457,0.22043800354003906,0.012162923812866211,0.8442651164569549
1817,0.0021049976348876953,0.08180975914001465,0.2369842529296875,0.012562990188598633,0.843920908708456
1875,0.002112150192260742,0.08740711212158203,0.2626159191131592,0.01278996467590332,0.8441886258461774
1932,0.002180814743041992,0.08450102806091309,0.26755785942077637,0.01314997673034668,0.8441121352353999
1990,0.0021820068359375,0.08555197715759277,0.4040989875793457,0.013906240463256836,0.8441503805407886
2048,0.0022788047790527344,0.09116291999816895,0.32128477096557617,0.014284849166870117,0.8443033617623437
2105,0.002413034439086914,0.1002507209777832,0.3531622886657715,0.014239072799682617,0.8439591540138448
2163,0.0024483203887939453,0.09382486343383789,0.36536407470703125,0.015524864196777344,0.8441886258461774
2220,0.002402067184448242,0.10103702545166016,0.4075500965118408,0.015036821365356445,0.8442651164569549
2278,0.0024530887603759766,0.10646796226501465,0.38889288902282715,0.016443967819213867,0.84441809767851
2335,0.0025599002838134766,0.10653901100158691,0.42386412620544434,0.016746997833251953,0.8443416070677324
2393,0.002599000930786133,0.10423684120178223,0.4458599090576172,0.01683831214904785,0.843920908708456
2450,0.002668142318725586,0.10970115661621094,0.5547280311584473,0.017611026763916016,0.8440738899300111
2508,0.002743959426879883,0.11182880401611328,0.4802851676940918,0.018029212951660156,0.8441886258461774
2566,0.0029571056365966797,0.11088323593139648,0.5138461589813232,0.018342018127441406,0.8443033617623437
