percent,n_components,Mean Score in test,Std Score in test,Mean Training Time,Std Training Time,Mean Best Score in CV,Std Best Score in CV,cv_mean_test_score,cv_std_test_score
1,49,0.9783883845930816,0.0,0.19497084617614746,0.0,0.975978187227677,0.0,0.975978187227677,0.004435180427029727
2,98,0.979704262104958,0.0,0.2332150936126709,0.0,0.9755720983812386,0.0,0.9755720983812386,0.006130510747509239
4,196,0.9814661997903518,0.0,0.3390798568725586,0.0,0.9753686395816455,0.0,0.9753686395816455,0.006109861333351552
5,245,0.9801280192697995,0.0,0.5045394897460938,0.0,0.9743488593254368,0.0,0.9743488593254368,0.003426631763208551
7,343,0.9808417155474274,0.0,0.4885554313659668,0.0,0.9733323940802192,0.0,0.9733323940802192,0.00550455415726619
9,442,0.9820237750072485,0.0,0.6838600635528564,0.0,0.9739433920435593,0.0,0.9739433920435593,0.007176143962470864
10,491,0.9805963824519928,0.0,0.8047952651977539,0.0,0.9733334300211538,0.0,0.9733334300211538,0.007395192241147043
12,589,0.9807748065213997,0.0,1.0631263256072998,0.0,0.9717045164952876,0.0,0.9717045164952876,0.006872699102305764
13,638,0.9777192943328055,0.0,1.134972095489502,0.0,0.9733311509510975,0.0,0.9733311509510975,0.00451944947842661
15,736,0.982090684033276,0.0,1.5744843482971191,0.0,0.972925476481033,0.0,0.972925476481033,0.005473466583565345
17,835,0.9794589290095234,0.0,1.6931354999542236,0.0,0.9733311509510972,0.0,0.9733311509510972,0.004872762086776248
18,884,0.9702031804090372,0.0,1.745321273803711,0.0,0.9708877806622978,0.0,0.9708877806622978,0.0004891889916047848
20,982,0.9702031804090372,0.0,1.9373278617858887,0.0,0.9708877806622978,0.0,0.9708877806622978,0.0004891889916047848
21,1031,0.9702031804090372,0.0,2.001805305480957,0.0,0.9708877806622978,0.0,0.9708877806622978,0.0004891889916047848
23,1129,0.9824029261547382,0.0,2.6446499824523926,0.0,0.9715012648838813,0.0,0.9715012648838813,0.007791978003205002
25,1228,0.9826928652675246,0.0,2.9239931106567383,0.0,0.973128935280626,0.0,0.973128935280626,0.005586438002937711
