percent,n_components,Mean Score in test,Std Score in test,Mean Training Time,Std Training Time,Mean Best Score in CV,Std Best Score in CV,cv_mean_test_score,cv_std_test_score
1,49,0.9750206302830252,0.0,0.17754650115966797,0.0,0.9710912394618909,0.0,0.9710912394618909,0.0004964595589519217
2,98,0.9702031804090372,0.0,0.18706774711608887,0.0,0.9708877806622978,0.0,0.9708877806622978,0.0004891889916047848
4,196,0.980373352365234,0.0,0.29415392875671387,0.0,0.9725164869999772,0.0,0.9725164869999772,0.0027303387885304824
5,245,0.9767156589423913,0.0,0.3072195053100586,0.0,0.971905696224824,0.0,0.971905696224824,0.004709841704742691
7,343,0.9702031804090372,0.0,0.3240053653717041,0.0,0.9708877806622978,0.0,0.9708877806622978,0.0004891889916047848
9,442,0.9702031804090372,0.0,0.48453569412231445,0.0,0.9708877806622978,0.0,0.9708877806622978,0.0004891889916047848
10,491,0.9761134777081428,0.0,0.6927943229675293,0.0,0.9717024446134179,0.0,0.9717024446134179,0.004654562114491563
12,589,0.9702031804090372,0.0,0.7291417121887207,0.0,0.9708877806622978,0.0,0.9708877806622978,0.0004891889916047848
13,638,0.9702031804090372,0.0,0.7362334728240967,0.0,0.9708877806622978,0.0,0.9708877806622978,0.0004891889916047848
15,736,0.9772286281419363,0.0,0.9880046844482422,0.0,0.9714989858138248,0.0,0.9714989858138248,0.00514417399338935
17,835,0.9776969913241296,0.0,1.1996026039123535,0.0,0.9714989858138248,0.0,0.9714989858138248,0.0045461146527340825
18,884,0.9702031804090372,0.0,1.1935462951660156,0.0,0.9708877806622978,0.0,0.9708877806622978,0.0004891889916047848
20,982,0.9702031804090372,0.0,1.385279893875122,0.0,0.9708877806622978,0.0,0.9708877806622978,0.0004891889916047848
21,1031,0.9702031804090372,0.0,1.4746413230895996,0.0,0.9708877806622978,0.0,0.9708877806622978,0.0004891889916047848
23,1129,0.9702031804090372,0.0,1.5945522785186768,0.0,0.9708877806622978,0.0,0.9708877806622978,0.0004891889916047848
25,1228,0.9780092334455918,0.0,1.9280145168304443,0.0,0.9712955270142316,0.0,0.9712955270142316,0.003768638225824332
