,percent,n_components,Score in test,Training Time,Best Parameters,Best Score in CV,cv_mean_test_score,cv_std_test_score
0,1,64,0.845374230313229,0.13643622398376465,"{'nystroem__gamma': 7.939532520325204e-06, 'ridge_classification__alpha': 0.0001}",0.84097395072732,0.84097395072732,0.00518513431929729
1,2,128,0.8440738899300111,0.18480753898620605,"{'nystroem__gamma': 8.982555655316915e-05, 'ridge_classification__alpha': 0.1}",0.8426877090672091,0.8426877090672091,0.004769154238508138
2,4,256,0.8449535319539526,0.31207275390625,"{'nystroem__gamma': 8.982555655316915e-05, 'ridge_classification__alpha': 0.1}",0.8425324323962826,0.8425324323962826,0.0040166169759384375
3,5,320,0.8456801927563392,0.27329587936401367,"{'nystroem__gamma': 7.939532520325204e-06, 'ridge_classification__alpha': 0.0001}",0.8423764261560329,0.8423764261560329,0.002784752301793135
4,7,448,0.8441121352353999,0.47350621223449707,"{'nystroem__gamma': 8.982555655316915e-05, 'ridge_classification__alpha': 0.1}",0.8423760613713714,0.8423760613713714,0.003320687543012531
5,9,577,0.8462921176425594,0.563230037689209,"{'nystroem__gamma': 7.939532520325204e-06, 'ridge_classification__alpha': 0.0001}",0.8433114908384333,0.8433114908384333,0.0022595119218215428
6,10,641,0.8448387960377863,0.6320013999938965,"{'nystroem__gamma': 7.939532520325204e-06, 'ridge_classification__alpha': 0.0001}",0.841440875094084,0.841440875094084,0.0036965882044063788
7,12,769,0.8442651164569549,0.9100077152252197,"{'nystroem__gamma': 8.982555655316915e-05, 'ridge_classification__alpha': 0.1}",0.8414408750940842,0.8414408750940842,0.003696588204406395
8,13,833,0.8455654568401728,1.1225574016571045,"{'nystroem__gamma': 7.939532520325204e-06, 'ridge_classification__alpha': 0.0001}",0.8419087722199456,0.8419087722199456,0.004029543561109415
9,15,962,0.8443033617623437,1.238537311553955,"{'nystroem__gamma': 7.939532520325204e-06, 'ridge_classification__alpha': 0.0031622776601683794}",0.8417527659796962,0.8417527659796962,0.0034344793053311495
10,17,1090,0.8452977397024515,1.485398292541504,"{'nystroem__gamma': 7.939532520325204e-06, 'ridge_classification__alpha': 0.0001}",0.8422200551311219,0.8422200551311219,0.0035446206795497082
11,18,1154,0.8442651164569549,1.817575454711914,"{'nystroem__gamma': 8.982555655316915e-05, 'ridge_classification__alpha': 0.1}",0.8420641704857594,0.8420641704857594,0.0030256630596485878
12,20,1282,0.8451830037862852,2.4494993686676025,"{'nystroem__gamma': 7.939532520325204e-06, 'ridge_classification__alpha': 0.0001}",0.8417526443848089,0.8417526443848089,0.0029451993692854797
13,21,1346,0.8454507209240065,2.3047544956207275,"{'nystroem__gamma': 7.939532520325204e-06, 'ridge_classification__alpha': 0.0001}",0.8419084074352842,0.8419084074352842,0.0026216385559051174
14,23,1475,0.8442651164569549,3.2311370372772217,"{'nystroem__gamma': 8.982555655316915e-05, 'ridge_classification__alpha': 0.1}",0.8415965165496722,0.8415965165496722,0.0033206854414382387
15,25,1603,0.845221249091674,3.2410175800323486,"{'nystroem__gamma': 7.939532520325204e-06, 'ridge_classification__alpha': 0.0001}",0.8422201767260091,0.8422201767260091,0.003060540228130406
