n-components,fit-time-mean,fit-time-std,transform-time-mean,transform-time-std,training-time-mean,training-time-std,prediction-time-mean,prediction-time-std,score-mean,score-std
5,0.0014215196881975447,0.001734408012170748,0.0014215196881975447,0.0003105997742396148,0.015140226909092494,0.00044250083024086745,0.13109346798488072,0.002339346864260503,0.9709901580008857,1.088275389689499e-05
30,0.0008930478777204241,2.9826063962794458e-05,0.0008930478777204241,0.006775515956455717,0.03288296290806362,0.0010162493273513568,0.2748699869428362,0.013368150189980258,0.971308772410541,0.0003114065371065848
55,0.00159454345703125,0.00032127281728156886,0.00159454345703125,0.008532384479199682,0.046734367098127096,0.00101699968227945,0.3980935982295445,0.020070093344706143,0.971636945252486,0.0005719195215823883
81,0.003222124917166574,0.0030797724265378356,0.003222124917166574,0.006205113860150867,0.059182541710989814,0.0012085535751891118,0.5208390440259661,0.016777145809219903,0.9717420880076723,0.0006389205403235449
106,0.011039188929966517,0.013050725059573286,0.011039188929966517,0.007136210187174605,0.07369889531816755,0.0009992919229721094,0.6317026274544852,0.01377072921306801,0.9722008927575759,0.000728055422340817
131,0.008370024817330497,0.004173942100135903,0.008370024817330497,0.006214080628413626,0.09036765779767718,0.0013547660807503878,0.8066766262054443,0.03140528489071778,0.9722518710631208,0.0007935012820815036
156,0.013201645442417689,0.010089314050724331,0.013201645442417689,0.006078368381396387,0.10253030913216728,0.0012277632258327292,0.9012174606323242,0.024378939193897272,0.9725641131845829,0.0007863646331202618
182,0.013567311423165458,0.006871781525141961,0.013567311423165458,0.014183166348894032,0.1211439882005964,0.0025220606222317644,1.0537048067365373,0.012104368795000719,0.9727935155595347,0.0011205960643151515
207,0.029916354588099887,0.023238851052810983,0.029916354588099887,0.00721902186534984,0.144733156476702,0.002593503149940792,1.2640294688088554,0.015164336474847532,0.9730738962400313,0.0012618270395145154
232,0.019291366849626814,0.00794721361695006,0.019291366849626814,0.007124315530782542,0.16047957965305873,0.0019433309982352684,1.385341031210763,0.022698602172858236,0.973354276920528,0.0013213294646728926
257,0.053431851523263116,0.08092053119738928,0.053431851523263116,0.00875124617660809,0.18579745292663574,0.005438751902105362,1.6020018373216902,0.03627596829905385,0.9732873678945004,0.0013931030223849243
283,0.028466463088989258,0.011212892218349731,0.028466463088989258,0.005762722627210412,0.20951339176722936,0.002040689440150971,1.8017071315220423,0.03698211007568513,0.9733096709031762,0.0013531950708576468
308,0.05061302866254534,0.03759221472902795,0.05061302866254534,0.020919476979674764,0.22527650424412318,0.004193861902219574,1.9290155342647008,0.017519390461738775,0.9734657919639075,0.0012658939835944456
333,0.06185691697256906,0.07390952168250967,0.06185691697256906,0.010563977332748107,0.2506453650338309,0.001519101879883882,2.144790138517107,0.042227044162457386,0.9735327009899349,0.0013600394858645118
358,0.04223861013139997,0.014328052209928234,0.04223861013139997,0.0033049004578882277,0.2658765656607492,0.006859009189227126,2.2835891927991594,0.06499811366483842,0.973924596713811,0.0014663233762575209
384,0.09149088178362165,0.10639968185888332,0.09149088178362165,0.004040853087975682,0.2893779618399484,0.005456703085733448,2.4718094212668285,0.04561443701826404,0.9740647870540593,0.0014120598592894129
409,0.0564298289162772,0.015297627948318758,0.0564298289162772,0.004003795463550196,0.3130246571132115,0.005220896022243751,2.7029406683785573,0.04876222149322856,0.9743133062935904,0.0013808495130117528
