mean-refit-time-mean,mean-refit-time-std,training-time-mean,training-time-std,prediction-time-mean,prediction-time-std,score-in-test-mean,score-in-test-std
0.004586151668003627,0.004586151668003627,0.444112982068743,0.06864055312750306,0.017544405800955638,0.00026910697135425595,0.8138528138528136,2.220446049250313e-16
