n-components,fit-time-mean,fit-time-std,transform-time-mean,transform-time-std,training-time-mean,training-time-std,prediction-time-mean,prediction-time-std,score-mean,score-std
27,0.0006908178329467773,0.0008883002574933814,0.0006908178329467773,0.0018651711146499752,0.001107613245646159,8.999998727556728e-05,2.853075663248698e-05,1.1841189404925775e-06,0.8001443001443002,0.006372121837177369
44,0.0005395412445068359,2.9889361120371956e-05,0.0005395412445068359,9.033385997985274e-05,0.0015826622645060222,0.00019198913731879739,3.437201182047526e-05,1.7351675478160977e-06,0.7972582972582973,0.0032587560723336766
62,0.0008462667465209961,0.00011597192883900163,0.0008462667465209961,5.3004352133077366e-05,0.002262115478515625,0.00017583062282387575,3.5643577575683594e-05,1.2949443449020643e-06,0.7987012987012987,0.002371093322533167
80,0.001337885856628418,0.00016863032778592307,0.001337885856628418,6.931267272687359e-05,0.0030800501505533853,3.133646199528144e-05,3.723303476969401e-05,3.0361336858897316e-06,0.8001443001443,0.0017673086167266875
97,0.0019168456395467122,0.0003205959027699063,0.0019168456395467122,0.0002730281356568432,0.003442684809366862,0.00021566679247966923,3.790855407714844e-05,1.5524693103885372e-06,0.8001443001443,0.0017673086167266875
115,0.0031126737594604492,0.0008206180572320466,0.0031126737594604492,7.295509828053719e-05,0.004343072573343913,4.677707306786087e-05,4.307428995768229e-05,8.397841091612522e-06,0.8008658008658008,0.0
132,0.0043172041575113935,0.00035068400866693775,0.0043172041575113935,0.00044390054991802675,0.0048313140869140625,0.0003877649328348564,4.0809313456217446e-05,7.750131994333207e-07,0.8008658008658008,0.0
150,0.005822896957397461,0.000867172351012438,0.005822896957397461,0.0005901495950622078,0.005630056063334147,3.2260215804832615e-05,4.208087921142578e-05,2.4903045993842107e-06,0.8008658008658008,0.0
168,0.007363279660542806,0.0005902416894004669,0.007363279660542806,0.0006006253554944605,0.006070971488952637,0.00032681883646721595,7.152557373046875e-05,6.92841273206928e-05,0.8008658008658008,0.0
185,0.008867780367533365,0.0008304817828090383,0.008867780367533365,0.0005238362254757657,0.006656765937805176,0.0005220687236273339,4.569689432779948e-05,2.146650062069464e-06,0.8008658008658008,0.0
203,0.010614395141601562,0.0010632407451930965,0.010614395141601562,0.0005936266991867583,0.007298032442728679,0.0005958964238508377,0.00011515617370605469,0.0001380953669806118,0.8008658008658008,0.0
