n_components,best_params,best_accuracy_cv,training_time,accuracy_test,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_rbf_sampler__gamma,param_svm__C,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
10,"{'rbf_sampler__gamma': 0.0023148148148148147, 'svm__C': 100.0}",0.6890000000000001,0.0361330509185791,0.7197941527446301,"[0.00520861 0.00519729 0.00529039 0.00557196 0.0127095  0.0051626
 0.00515139 0.0049876  0.00515914 0.00494289 0.00475156 0.00481355
 0.004686   0.00487661 0.00490284 0.00478363 0.00520003 0.00487304
 0.00541985 0.00778055 0.00463355 0.00531387 0.00464988 0.00485849
 0.0109309  0.00483847 0.00474548 0.00490189 0.00545847 0.01435947]","[5.60283661e-06 3.95774841e-05 3.25441360e-05 5.12599945e-06
 1.97947025e-03 5.44786453e-05 1.97529793e-04 1.87516212e-04
 1.18970871e-04 9.79900360e-05 7.54594803e-05 2.94446945e-05
 1.08480453e-05 3.05175781e-05 9.53674316e-07 1.17540359e-04
 3.02910805e-04 4.69684601e-05 7.38978386e-04 1.01327896e-04
 6.42538071e-05 2.57015228e-04 1.81198120e-05 3.02791595e-05
 8.93950462e-04 1.76429749e-05 8.03470612e-05 2.33888626e-04
 5.36441803e-06 6.03437424e-04]","[0.00886941 0.00885594 0.0089736  0.00734758 0.00629008 0.00899994
 0.00896418 0.00893807 0.00874388 0.00802195 0.00867164 0.0087595
 0.00868285 0.00801396 0.007424   0.00884581 0.00878239 0.00875354
 0.00724697 0.00652993 0.00864208 0.00901508 0.00855315 0.00699365
 0.00569057 0.00887239 0.00873792 0.00909042 0.0076834  0.00688887]","[7.55786896e-05 6.18696213e-05 2.04563141e-04 9.15527344e-05
 2.53081322e-04 4.39882278e-05 1.89542770e-05 1.09910965e-04
 1.15036964e-04 2.99215317e-05 4.16040421e-05 5.03063202e-05
 1.51395798e-05 3.50475311e-05 1.81078911e-04 3.09944153e-05
 7.84397125e-05 6.03199005e-05 2.36272812e-04 3.93390656e-06
 2.51531601e-05 1.28984451e-04 6.11543655e-05 4.54187393e-05
 4.24385071e-05 4.44650650e-05 4.27961349e-05 4.10556793e-04
 7.04526901e-05 1.96933746e-04]","['scale' 'scale' 'scale' 'scale' 'scale' 1.808449074074074e-05
 1.808449074074074e-05 1.808449074074074e-05 1.808449074074074e-05
 1.808449074074074e-05 0.00020460265659332975 0.00020460265659332975
 0.00020460265659332975 0.00020460265659332975 0.00020460265659332975
 0.0023148148148148147 0.0023148148148148147 0.0023148148148148147
 0.0023148148148148147 0.0023148148148148147 0.026189140043946207
 0.026189140043946207 0.026189140043946207 0.026189140043946207
 0.026189140043946207 0.2962962962962963 0.2962962962962963
 0.2962962962962963 0.2962962962962963 0.2962962962962963]","[0.0001 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0]","[{'rbf_sampler__gamma': 'scale', 'svm__C': 0.0001}, {'rbf_sampler__gamma': 'scale', 'svm__C': 0.0031622776601683794}, {'rbf_sampler__gamma': 'scale', 'svm__C': 0.1}, {'rbf_sampler__gamma': 'scale', 'svm__C': 3.1622776601683795}, {'rbf_sampler__gamma': 'scale', 'svm__C': 100.0}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'svm__C': 0.0001}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'svm__C': 0.0031622776601683794}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'svm__C': 0.1}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'svm__C': 3.1622776601683795}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'svm__C': 100.0}, {'rbf_sampler__gamma': 0.00020460265659332975, 'svm__C': 0.0001}, {'rbf_sampler__gamma': 0.00020460265659332975, 'svm__C': 0.0031622776601683794}, {'rbf_sampler__gamma': 0.00020460265659332975, 'svm__C': 0.1}, {'rbf_sampler__gamma': 0.00020460265659332975, 'svm__C': 3.1622776601683795}, {'rbf_sampler__gamma': 0.00020460265659332975, 'svm__C': 100.0}, {'rbf_sampler__gamma': 0.0023148148148148147, 'svm__C': 0.0001}, {'rbf_sampler__gamma': 0.0023148148148148147, 'svm__C': 0.0031622776601683794}, {'rbf_sampler__gamma': 0.0023148148148148147, 'svm__C': 0.1}, {'rbf_sampler__gamma': 0.0023148148148148147, 'svm__C': 3.1622776601683795}, {'rbf_sampler__gamma': 0.0023148148148148147, 'svm__C': 100.0}, {'rbf_sampler__gamma': 0.026189140043946207, 'svm__C': 0.0001}, {'rbf_sampler__gamma': 0.026189140043946207, 'svm__C': 0.0031622776601683794}, {'rbf_sampler__gamma': 0.026189140043946207, 'svm__C': 0.1}, {'rbf_sampler__gamma': 0.026189140043946207, 'svm__C': 3.1622776601683795}, {'rbf_sampler__gamma': 0.026189140043946207, 'svm__C': 100.0}, {'rbf_sampler__gamma': 0.2962962962962963, 'svm__C': 0.0001}, {'rbf_sampler__gamma': 0.2962962962962963, 'svm__C': 0.0031622776601683794}, {'rbf_sampler__gamma': 0.2962962962962963, 'svm__C': 0.1}, {'rbf_sampler__gamma': 0.2962962962962963, 'svm__C': 3.1622776601683795}, {'rbf_sampler__gamma': 0.2962962962962963, 'svm__C': 100.0}]","[0.51  0.51  0.568 0.672 0.638 0.51  0.51  0.51  0.51  0.586 0.51  0.51
 0.51  0.598 0.618 0.51  0.51  0.514 0.678 0.678 0.51  0.51  0.626 0.682
 0.66  0.51  0.51  0.512 0.498 0.552]","[0.51  0.51  0.606 0.66  0.662 0.51  0.51  0.51  0.51  0.582 0.51  0.51
 0.51  0.596 0.638 0.51  0.51  0.51  0.68  0.7   0.51  0.51  0.616 0.658
 0.662 0.51  0.51  0.514 0.544 0.582]","[0.51  0.51  0.587 0.666 0.65  0.51  0.51  0.51  0.51  0.584 0.51  0.51
 0.51  0.597 0.628 0.51  0.51  0.512 0.679 0.689 0.51  0.51  0.621 0.67
 0.661 0.51  0.51  0.513 0.521 0.567]","[0.    0.    0.019 0.006 0.012 0.    0.    0.    0.    0.002 0.    0.
 0.    0.001 0.01  0.    0.    0.002 0.001 0.011 0.    0.    0.005 0.012
 0.001 0.    0.    0.001 0.023 0.015]","[16 16 10  4  6 16 16 16 16 11 16 16 16  9  7 16 16 15  2  1 16 16  8  3
  5 16 16 14 13 12]"
20,"{'rbf_sampler__gamma': 0.0023148148148148147, 'svm__C': 100.0}",0.733,0.03275179862976074,0.7113147145217551,"[0.00533342 0.00571692 0.00550294 0.00550449 0.0097661  0.00524807
 0.00548983 0.00555134 0.00543904 0.00530255 0.00526941 0.00535548
 0.00547707 0.00551474 0.0055548  0.00536513 0.00609946 0.00537539
 0.00544441 0.00798368 0.00545835 0.00542355 0.00533867 0.00553441
 0.01070499 0.00556004 0.00544608 0.00546718 0.00732827 0.00879502]","[4.14848328e-05 5.80549240e-05 6.19888306e-05 6.94990158e-05
 9.47952271e-04 6.19888306e-06 4.72068787e-05 1.43051147e-06
 3.09944153e-05 2.12550163e-04 9.41753387e-06 4.64916229e-06
 2.30073929e-05 2.49147415e-05 3.11970711e-04 1.14202499e-04
 7.43389130e-04 8.24928284e-05 7.14063644e-05 4.57525253e-04
 3.24249268e-05 6.15119934e-05 2.24113464e-05 7.15255737e-05
 2.83002853e-04 1.10983849e-04 3.30209732e-05 5.00679016e-05
 5.48362732e-06 1.26838684e-04]","[0.00952601 0.00988162 0.00956547 0.00758243 0.00629103 0.00982106
 0.0098871  0.00968766 0.00978446 0.0086894  0.00984657 0.00975251
 0.00991499 0.00936961 0.00822878 0.00973237 0.01084495 0.01007044
 0.00834    0.0071075  0.01005554 0.00986958 0.00974345 0.00796366
 0.00656199 0.00974584 0.00984383 0.00982594 0.0090028  0.00856888]","[1.27077103e-04 5.23328781e-05 2.12550163e-04 1.65462494e-04
 1.15036964e-04 2.70605087e-05 2.64286995e-04 7.34329224e-05
 1.55448914e-04 1.25408173e-04 3.25441360e-05 1.09434128e-04
 1.25050545e-04 3.01599503e-04 1.77383423e-04 1.05261803e-04
 9.50098038e-04 1.90377235e-04 2.22086906e-04 2.89440155e-04
 2.16484070e-04 6.55651093e-05 1.85966492e-05 2.79426575e-04
 2.74896622e-04 2.19345093e-05 7.98702240e-05 1.13964081e-04
 1.00493431e-04 1.14083290e-04]","['scale' 'scale' 'scale' 'scale' 'scale' 1.808449074074074e-05
 1.808449074074074e-05 1.808449074074074e-05 1.808449074074074e-05
 1.808449074074074e-05 0.00020460265659332975 0.00020460265659332975
 0.00020460265659332975 0.00020460265659332975 0.00020460265659332975
 0.0023148148148148147 0.0023148148148148147 0.0023148148148148147
 0.0023148148148148147 0.0023148148148148147 0.026189140043946207
 0.026189140043946207 0.026189140043946207 0.026189140043946207
 0.026189140043946207 0.2962962962962963 0.2962962962962963
 0.2962962962962963 0.2962962962962963 0.2962962962962963]","[0.0001 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0]","[{'rbf_sampler__gamma': 'scale', 'svm__C': 0.0001}, {'rbf_sampler__gamma': 'scale', 'svm__C': 0.0031622776601683794}, {'rbf_sampler__gamma': 'scale', 'svm__C': 0.1}, {'rbf_sampler__gamma': 'scale', 'svm__C': 3.1622776601683795}, {'rbf_sampler__gamma': 'scale', 'svm__C': 100.0}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'svm__C': 0.0001}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'svm__C': 0.0031622776601683794}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'svm__C': 0.1}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'svm__C': 3.1622776601683795}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'svm__C': 100.0}, {'rbf_sampler__gamma': 0.00020460265659332975, 'svm__C': 0.0001}, {'rbf_sampler__gamma': 0.00020460265659332975, 'svm__C': 0.0031622776601683794}, {'rbf_sampler__gamma': 0.00020460265659332975, 'svm__C': 0.1}, {'rbf_sampler__gamma': 0.00020460265659332975, 'svm__C': 3.1622776601683795}, {'rbf_sampler__gamma': 0.00020460265659332975, 'svm__C': 100.0}, {'rbf_sampler__gamma': 0.0023148148148148147, 'svm__C': 0.0001}, {'rbf_sampler__gamma': 0.0023148148148148147, 'svm__C': 0.0031622776601683794}, {'rbf_sampler__gamma': 0.0023148148148148147, 'svm__C': 0.1}, {'rbf_sampler__gamma': 0.0023148148148148147, 'svm__C': 3.1622776601683795}, {'rbf_sampler__gamma': 0.0023148148148148147, 'svm__C': 100.0}, {'rbf_sampler__gamma': 0.026189140043946207, 'svm__C': 0.0001}, {'rbf_sampler__gamma': 0.026189140043946207, 'svm__C': 0.0031622776601683794}, {'rbf_sampler__gamma': 0.026189140043946207, 'svm__C': 0.1}, {'rbf_sampler__gamma': 0.026189140043946207, 'svm__C': 3.1622776601683795}, {'rbf_sampler__gamma': 0.026189140043946207, 'svm__C': 100.0}, {'rbf_sampler__gamma': 0.2962962962962963, 'svm__C': 0.0001}, {'rbf_sampler__gamma': 0.2962962962962963, 'svm__C': 0.0031622776601683794}, {'rbf_sampler__gamma': 0.2962962962962963, 'svm__C': 0.1}, {'rbf_sampler__gamma': 0.2962962962962963, 'svm__C': 3.1622776601683795}, {'rbf_sampler__gamma': 0.2962962962962963, 'svm__C': 100.0}]","[0.51  0.51  0.624 0.722 0.718 0.51  0.51  0.51  0.51  0.638 0.51  0.51
 0.51  0.574 0.67  0.51  0.51  0.6   0.656 0.742 0.51  0.51  0.652 0.702
 0.676 0.51  0.51  0.51  0.598 0.562]","[0.51  0.51  0.63  0.7   0.664 0.51  0.51  0.51  0.51  0.664 0.51  0.51
 0.51  0.59  0.66  0.51  0.51  0.59  0.71  0.724 0.51  0.51  0.66  0.712
 0.668 0.51  0.51  0.51  0.558 0.566]","[0.51  0.51  0.627 0.711 0.691 0.51  0.51  0.51  0.51  0.651 0.51  0.51
 0.51  0.582 0.665 0.51  0.51  0.595 0.683 0.733 0.51  0.51  0.656 0.707
 0.672 0.51  0.51  0.51  0.578 0.564]","[0.    0.    0.003 0.011 0.027 0.    0.    0.    0.    0.013 0.    0.
 0.    0.008 0.005 0.    0.    0.005 0.027 0.009 0.    0.    0.004 0.005
 0.004 0.    0.    0.    0.02  0.002]","[15 15 10  2  4 15 15 15 15  9 15 15 15 12  7 15 15 11  5  1 15 15  8  3
  6 15 15 15 13 14]"
50,"{'rbf_sampler__gamma': 0.0023148148148148147, 'svm__C': 100.0}",0.731,0.03267407417297363,0.7295300165228567,"[0.0085969  0.00863135 0.0090034  0.00855649 0.01258242 0.00862598
 0.00865257 0.00891125 0.00908685 0.00807285 0.00875413 0.00848258
 0.00890851 0.00864351 0.00801003 0.00858235 0.0091083  0.00867248
 0.00803554 0.00984395 0.00874722 0.00878298 0.00894547 0.00840747
 0.01288903 0.00884104 0.00879323 0.00886238 0.01082087 0.0107336 ]","[1.02996826e-04 2.11596489e-04 1.22308731e-04 2.28524208e-04
 2.34842300e-05 1.31130219e-05 1.11699104e-04 2.75492668e-04
 3.79085541e-04 4.72068787e-05 1.18851662e-04 8.46385956e-06
 2.58445740e-04 3.28421593e-04 1.67250633e-04 7.34329224e-05
 4.76837158e-07 2.62260437e-06 7.95125961e-05 6.57916069e-04
 2.60949135e-04 1.19209290e-07 2.17437744e-04 1.72495842e-04
 6.55770302e-04 1.23023987e-04 1.77979469e-04 9.54866409e-05
 1.99794769e-04 1.35898590e-05]","[0.01936102 0.01997554 0.02073908 0.01654291 0.014063   0.02084804
 0.02070403 0.0209862  0.02116454 0.01770902 0.02136791 0.02077305
 0.02052796 0.01992083 0.01527357 0.02060008 0.02092421 0.01816714
 0.01645744 0.0133301  0.02088237 0.01982367 0.02041745 0.01598346
 0.01459801 0.02060032 0.02109587 0.02101898 0.02040887 0.02045906]","[1.42407417e-03 1.12044811e-03 1.22785568e-04 9.48905945e-05
 2.80141830e-05 1.34944916e-04 1.22308731e-04 4.81963158e-04
 3.55601311e-04 4.63008881e-04 3.85880470e-04 3.08156013e-04
 6.59227371e-05 6.20126724e-04 1.57356262e-04 3.88622284e-05
 3.93390656e-06 3.35812569e-04 2.68578529e-04 3.86834145e-04
 6.77108765e-05 1.68550014e-03 3.91483307e-04 7.42554665e-04
 2.52127647e-04 1.17540359e-04 9.69171524e-05 5.96046448e-06
 1.23023987e-04 1.99913979e-04]","['scale' 'scale' 'scale' 'scale' 'scale' 1.808449074074074e-05
 1.808449074074074e-05 1.808449074074074e-05 1.808449074074074e-05
 1.808449074074074e-05 0.00020460265659332975 0.00020460265659332975
 0.00020460265659332975 0.00020460265659332975 0.00020460265659332975
 0.0023148148148148147 0.0023148148148148147 0.0023148148148148147
 0.0023148148148148147 0.0023148148148148147 0.026189140043946207
 0.026189140043946207 0.026189140043946207 0.026189140043946207
 0.026189140043946207 0.2962962962962963 0.2962962962962963
 0.2962962962962963 0.2962962962962963 0.2962962962962963]","[0.0001 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0]","[{'rbf_sampler__gamma': 'scale', 'svm__C': 0.0001}, {'rbf_sampler__gamma': 'scale', 'svm__C': 0.0031622776601683794}, {'rbf_sampler__gamma': 'scale', 'svm__C': 0.1}, {'rbf_sampler__gamma': 'scale', 'svm__C': 3.1622776601683795}, {'rbf_sampler__gamma': 'scale', 'svm__C': 100.0}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'svm__C': 0.0001}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'svm__C': 0.0031622776601683794}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'svm__C': 0.1}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'svm__C': 3.1622776601683795}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'svm__C': 100.0}, {'rbf_sampler__gamma': 0.00020460265659332975, 'svm__C': 0.0001}, {'rbf_sampler__gamma': 0.00020460265659332975, 'svm__C': 0.0031622776601683794}, {'rbf_sampler__gamma': 0.00020460265659332975, 'svm__C': 0.1}, {'rbf_sampler__gamma': 0.00020460265659332975, 'svm__C': 3.1622776601683795}, {'rbf_sampler__gamma': 0.00020460265659332975, 'svm__C': 100.0}, {'rbf_sampler__gamma': 0.0023148148148148147, 'svm__C': 0.0001}, {'rbf_sampler__gamma': 0.0023148148148148147, 'svm__C': 0.0031622776601683794}, {'rbf_sampler__gamma': 0.0023148148148148147, 'svm__C': 0.1}, {'rbf_sampler__gamma': 0.0023148148148148147, 'svm__C': 3.1622776601683795}, {'rbf_sampler__gamma': 0.0023148148148148147, 'svm__C': 100.0}, {'rbf_sampler__gamma': 0.026189140043946207, 'svm__C': 0.0001}, {'rbf_sampler__gamma': 0.026189140043946207, 'svm__C': 0.0031622776601683794}, {'rbf_sampler__gamma': 0.026189140043946207, 'svm__C': 0.1}, {'rbf_sampler__gamma': 0.026189140043946207, 'svm__C': 3.1622776601683795}, {'rbf_sampler__gamma': 0.026189140043946207, 'svm__C': 100.0}, {'rbf_sampler__gamma': 0.2962962962962963, 'svm__C': 0.0001}, {'rbf_sampler__gamma': 0.2962962962962963, 'svm__C': 0.0031622776601683794}, {'rbf_sampler__gamma': 0.2962962962962963, 'svm__C': 0.1}, {'rbf_sampler__gamma': 0.2962962962962963, 'svm__C': 3.1622776601683795}, {'rbf_sampler__gamma': 0.2962962962962963, 'svm__C': 100.0}]","[0.51  0.51  0.628 0.716 0.726 0.51  0.51  0.51  0.51  0.678 0.51  0.51
 0.51  0.634 0.682 0.51  0.51  0.516 0.678 0.744 0.51  0.51  0.66  0.72
 0.71  0.51  0.51  0.51  0.606 0.606]","[0.51  0.51  0.62  0.724 0.678 0.51  0.51  0.51  0.51  0.704 0.51  0.51
 0.51  0.668 0.702 0.51  0.51  0.51  0.698 0.718 0.51  0.51  0.628 0.716
 0.68  0.51  0.51  0.51  0.58  0.59 ]","[0.51  0.51  0.624 0.72  0.702 0.51  0.51  0.51  0.51  0.691 0.51  0.51
 0.51  0.651 0.692 0.51  0.51  0.513 0.688 0.731 0.51  0.51  0.644 0.718
 0.695 0.51  0.51  0.51  0.593 0.598]","[0.    0.    0.004 0.004 0.024 0.    0.    0.    0.    0.013 0.    0.
 0.    0.017 0.01  0.    0.    0.003 0.01  0.013 0.    0.    0.016 0.002
 0.015 0.    0.    0.    0.013 0.008]","[15 15 11  2  4 15 15 15 15  7 15 15 15  9  6 15 15 14  8  1 15 15 10  3
  5 15 15 15 13 12]"
100,"{'rbf_sampler__gamma': 0.0023148148148148147, 'svm__C': 100.0}",0.74,0.07736706733703613,0.7426278226546723,"[0.01344156 0.01353037 0.01351929 0.01226044 0.01634586 0.01328087
 0.01337302 0.01301789 0.01420343 0.01230645 0.01331341 0.01326096
 0.01345038 0.01322353 0.01087439 0.01357758 0.01381743 0.01427996
 0.01142049 0.01357937 0.01333642 0.01417816 0.01372659 0.01270545
 0.01675951 0.01462305 0.01353908 0.01370502 0.01579523 0.01605809]","[2.00510025e-04 7.33137131e-05 1.18494034e-04 1.24692917e-04
 1.01327896e-05 6.79492950e-05 8.21352005e-05 7.79628754e-05
 2.90513039e-04 3.52382660e-04 6.94990158e-05 1.64866447e-04
 4.24623489e-04 6.62446022e-04 7.14063644e-05 3.11493874e-04
 6.97493553e-04 1.20043755e-04 1.50442123e-04 2.52485275e-04
 2.86102295e-05 5.89966774e-04 4.59551811e-04 8.03351402e-04
 1.93715096e-04 1.22189522e-04 6.81877136e-05 3.09944153e-04
 8.14437866e-04 4.02808189e-04]","[0.02966988 0.02842712 0.03033507 0.02374446 0.02125013 0.0293622
 0.0292325  0.02802372 0.02976453 0.0243535  0.02962291 0.03071654
 0.02906811 0.02815914 0.01908612 0.02948678 0.03007603 0.02978396
 0.0230161  0.01962268 0.0293771  0.03120232 0.03072059 0.02453458
 0.02026212 0.03097534 0.02998388 0.02958739 0.02968347 0.02904689]","[1.16944313e-04 1.10149384e-04 9.59634781e-05 1.08599663e-04
 7.49826431e-05 3.43084335e-04 7.35521317e-04 8.27550888e-04
 5.84483147e-04 4.45365906e-04 9.18030739e-04 2.54511833e-04
 2.30073929e-05 3.34024429e-04 1.85012817e-04 2.99096107e-04
 1.31130219e-05 1.42097473e-04 2.30908394e-04 1.14858150e-03
 1.82402134e-03 1.18637085e-03 7.42554665e-04 1.94311142e-05
 1.81794167e-04 1.15871429e-03 3.09109688e-04 7.01546669e-04
 6.40511513e-04 1.21951103e-04]","['scale' 'scale' 'scale' 'scale' 'scale' 1.808449074074074e-05
 1.808449074074074e-05 1.808449074074074e-05 1.808449074074074e-05
 1.808449074074074e-05 0.00020460265659332975 0.00020460265659332975
 0.00020460265659332975 0.00020460265659332975 0.00020460265659332975
 0.0023148148148148147 0.0023148148148148147 0.0023148148148148147
 0.0023148148148148147 0.0023148148148148147 0.026189140043946207
 0.026189140043946207 0.026189140043946207 0.026189140043946207
 0.026189140043946207 0.2962962962962963 0.2962962962962963
 0.2962962962962963 0.2962962962962963 0.2962962962962963]","[0.0001 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0]","[{'rbf_sampler__gamma': 'scale', 'svm__C': 0.0001}, {'rbf_sampler__gamma': 'scale', 'svm__C': 0.0031622776601683794}, {'rbf_sampler__gamma': 'scale', 'svm__C': 0.1}, {'rbf_sampler__gamma': 'scale', 'svm__C': 3.1622776601683795}, {'rbf_sampler__gamma': 'scale', 'svm__C': 100.0}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'svm__C': 0.0001}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'svm__C': 0.0031622776601683794}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'svm__C': 0.1}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'svm__C': 3.1622776601683795}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'svm__C': 100.0}, {'rbf_sampler__gamma': 0.00020460265659332975, 'svm__C': 0.0001}, {'rbf_sampler__gamma': 0.00020460265659332975, 'svm__C': 0.0031622776601683794}, {'rbf_sampler__gamma': 0.00020460265659332975, 'svm__C': 0.1}, {'rbf_sampler__gamma': 0.00020460265659332975, 'svm__C': 3.1622776601683795}, {'rbf_sampler__gamma': 0.00020460265659332975, 'svm__C': 100.0}, {'rbf_sampler__gamma': 0.0023148148148148147, 'svm__C': 0.0001}, {'rbf_sampler__gamma': 0.0023148148148148147, 'svm__C': 0.0031622776601683794}, {'rbf_sampler__gamma': 0.0023148148148148147, 'svm__C': 0.1}, {'rbf_sampler__gamma': 0.0023148148148148147, 'svm__C': 3.1622776601683795}, {'rbf_sampler__gamma': 0.0023148148148148147, 'svm__C': 100.0}, {'rbf_sampler__gamma': 0.026189140043946207, 'svm__C': 0.0001}, {'rbf_sampler__gamma': 0.026189140043946207, 'svm__C': 0.0031622776601683794}, {'rbf_sampler__gamma': 0.026189140043946207, 'svm__C': 0.1}, {'rbf_sampler__gamma': 0.026189140043946207, 'svm__C': 3.1622776601683795}, {'rbf_sampler__gamma': 0.026189140043946207, 'svm__C': 100.0}, {'rbf_sampler__gamma': 0.2962962962962963, 'svm__C': 0.0001}, {'rbf_sampler__gamma': 0.2962962962962963, 'svm__C': 0.0031622776601683794}, {'rbf_sampler__gamma': 0.2962962962962963, 'svm__C': 0.1}, {'rbf_sampler__gamma': 0.2962962962962963, 'svm__C': 3.1622776601683795}, {'rbf_sampler__gamma': 0.2962962962962963, 'svm__C': 100.0}]","[0.51  0.51  0.606 0.722 0.72  0.51  0.51  0.51  0.51  0.68  0.51  0.51
 0.51  0.668 0.69  0.51  0.51  0.532 0.684 0.738 0.51  0.51  0.612 0.714
 0.704 0.51  0.51  0.51  0.628 0.576]","[0.51  0.51  0.63  0.722 0.668 0.51  0.51  0.51  0.51  0.688 0.51  0.51
 0.51  0.684 0.716 0.51  0.51  0.586 0.706 0.742 0.51  0.51  0.634 0.718
 0.676 0.51  0.51  0.51  0.608 0.63 ]","[0.51  0.51  0.618 0.722 0.694 0.51  0.51  0.51  0.51  0.684 0.51  0.51
 0.51  0.676 0.703 0.51  0.51  0.559 0.695 0.74  0.51  0.51  0.623 0.716
 0.69  0.51  0.51  0.51  0.618 0.603]","[0.    0.    0.012 0.    0.026 0.    0.    0.    0.    0.004 0.    0.
 0.    0.008 0.013 0.    0.    0.027 0.011 0.002 0.    0.    0.011 0.002
 0.014 0.    0.    0.    0.01  0.027]","[15 15 11  2  6 15 15 15 15  8 15 15 15  9  4 15 15 14  5  1 15 15 10  3
  7 15 15 15 11 13]"
