n_components,best_params,best_accuracy_cv,training_time,accuracy_test,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_nystroem__gamma,param_ridge_classification__alpha,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
10,"{'nystroem__gamma': 0.015625, 'ridge_classification__alpha': 0.0001}",0.7485920767907673,0.00441288948059082,0.8008658008658008,"[0.00409758 0.00401664 0.00397551 0.00381005 0.00386608 0.00393009
 0.00150108 0.00429356 0.00314701 0.00157297 0.00233912 0.00139654
 0.00181353 0.00293553 0.00157249 0.00162661 0.00164199 0.00165987
 0.00158739 0.00153577 0.00150466 0.00155747 0.00147855 0.00146163
 0.00152266]","[8.92877579e-05 5.74588776e-05 1.81555748e-04 1.62005424e-04
 4.89950180e-05 1.56211853e-03 1.97887421e-05 2.68042088e-03
 1.43206120e-03 1.19209290e-07 8.28981400e-04 1.84774399e-05
 4.75645065e-05 9.55462456e-04 1.44243240e-05 9.73939896e-05
 2.09808350e-05 1.09672546e-05 9.53674316e-06 9.31024551e-05
 1.35421753e-04 2.56299973e-05 1.15513802e-04 1.31487846e-04
 1.54376030e-04]","[0.00058591 0.00054252 0.00053954 0.00051749 0.00057781 0.00107145
 0.0005374  0.00101948 0.00096059 0.00049293 0.00052691 0.00050843
 0.00056088 0.00060308 0.00054848 0.00054443 0.00050092 0.00050104
 0.00049949 0.00050414 0.00049639 0.00049961 0.00048792 0.00048542
 0.00047481]","[1.07288361e-06 7.51018524e-06 1.43051147e-06 2.34842300e-05
 7.98702240e-06 5.45501709e-04 1.66893005e-06 4.55617905e-04
 4.08649445e-04 1.78813934e-06 2.78949738e-05 1.13248825e-05
 8.94069672e-06 1.49011612e-05 2.50339508e-06 3.44514847e-05
 9.05990601e-06 4.88758087e-06 4.76837158e-07 8.94069672e-06
 1.64508820e-05 1.54972076e-06 1.68085098e-05 1.04904175e-05
 7.98702240e-06]","[0.0001220703125 0.0001220703125 0.0001220703125 0.0001220703125
 0.0001220703125 0.0013810679320049757 0.0013810679320049757
 0.0013810679320049757 0.0013810679320049757 0.0013810679320049757
 0.015625 0.015625 0.015625 0.015625 0.015625 0.1767766952966369
 0.1767766952966369 0.1767766952966369 0.1767766952966369
 0.1767766952966369 2.0 2.0 2.0 2.0 2.0]","[0.0001 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0]","[{'nystroem__gamma': 0.0001220703125, 'ridge_classification__alpha': 0.0001}, {'nystroem__gamma': 0.0001220703125, 'ridge_classification__alpha': 0.0031622776601683794}, {'nystroem__gamma': 0.0001220703125, 'ridge_classification__alpha': 0.1}, {'nystroem__gamma': 0.0001220703125, 'ridge_classification__alpha': 3.1622776601683795}, {'nystroem__gamma': 0.0001220703125, 'ridge_classification__alpha': 100.0}, {'nystroem__gamma': 0.0013810679320049757, 'ridge_classification__alpha': 0.0001}, {'nystroem__gamma': 0.0013810679320049757, 'ridge_classification__alpha': 0.0031622776601683794}, {'nystroem__gamma': 0.0013810679320049757, 'ridge_classification__alpha': 0.1}, {'nystroem__gamma': 0.0013810679320049757, 'ridge_classification__alpha': 3.1622776601683795}, {'nystroem__gamma': 0.0013810679320049757, 'ridge_classification__alpha': 100.0}, {'nystroem__gamma': 0.015625, 'ridge_classification__alpha': 0.0001}, {'nystroem__gamma': 0.015625, 'ridge_classification__alpha': 0.0031622776601683794}, {'nystroem__gamma': 0.015625, 'ridge_classification__alpha': 0.1}, {'nystroem__gamma': 0.015625, 'ridge_classification__alpha': 3.1622776601683795}, {'nystroem__gamma': 0.015625, 'ridge_classification__alpha': 100.0}, {'nystroem__gamma': 0.1767766952966369, 'ridge_classification__alpha': 0.0001}, {'nystroem__gamma': 0.1767766952966369, 'ridge_classification__alpha': 0.0031622776601683794}, {'nystroem__gamma': 0.1767766952966369, 'ridge_classification__alpha': 0.1}, {'nystroem__gamma': 0.1767766952966369, 'ridge_classification__alpha': 3.1622776601683795}, {'nystroem__gamma': 0.1767766952966369, 'ridge_classification__alpha': 100.0}, {'nystroem__gamma': 2.0, 'ridge_classification__alpha': 0.0001}, {'nystroem__gamma': 2.0, 'ridge_classification__alpha': 0.0031622776601683794}, {'nystroem__gamma': 2.0, 'ridge_classification__alpha': 0.1}, {'nystroem__gamma': 2.0, 'ridge_classification__alpha': 3.1622776601683795}, {'nystroem__gamma': 2.0, 'ridge_classification__alpha': 100.0}]","[0.76951673 0.75464684 0.72490706 0.64312268 0.64312268 0.75836431
 0.75836431 0.75464684 0.65055762 0.64312268 0.75464684 0.75836431
 0.75464684 0.76208178 0.64312268 0.71747212 0.73605948 0.72118959
 0.73234201 0.64312268 0.64312268 0.64312268 0.64312268 0.64312268
 0.64312268]","[0.7238806  0.72014925 0.7238806  0.64552239 0.64552239 0.71641791
 0.70895522 0.71268657 0.66044776 0.64552239 0.74253731 0.72014925
 0.71268657 0.73507463 0.64552239 0.71268657 0.72014925 0.70149254
 0.70522388 0.64552239 0.6380597  0.64552239 0.64552239 0.64552239
 0.64552239]","[0.74669866 0.73739805 0.72439383 0.64432253 0.64432253 0.73739111
 0.73365977 0.7336667  0.65550269 0.64432253 0.74859208 0.73925678
 0.7336667  0.74857821 0.64432253 0.71507934 0.72810437 0.71134106
 0.71878294 0.64432253 0.64059119 0.64432253 0.64432253 0.64432253
 0.64432253]","[0.02281807 0.01724879 0.00051323 0.00119986 0.00119986 0.0209732
 0.02470454 0.02098014 0.00494507 0.00119986 0.00605476 0.01910753
 0.02098014 0.01350358 0.00119986 0.00239278 0.00795511 0.00984853
 0.01355906 0.00119986 0.00253149 0.00119986 0.00119986 0.00119986
 0.00119986]","[ 3  5 11 16 16  6  9  7 15 16  1  4  7  2 16 13 10 14 12 16 25 16 16 16
 16]"
20,"{'nystroem__gamma': 0.015625, 'ridge_classification__alpha': 0.0031622776601683794}",0.7690589801919769,0.0019299983978271484,0.8138528138528138,"[0.0019114  0.00169957 0.00153732 0.00145543 0.00152409 0.00165045
 0.00171947 0.00147736 0.00155008 0.00155008 0.00168049 0.00140011
 0.00150096 0.00156343 0.00140846 0.00139296 0.00144494 0.00159097
 0.00135922 0.00171745 0.00138998 0.00147402 0.00144851 0.00150681
 0.00153744]","[6.62803650e-05 2.94446945e-05 1.53541565e-04 1.29580498e-04
 3.01599503e-05 4.47034836e-05 1.43051147e-06 1.65700912e-05
 1.31249428e-04 1.62959099e-04 2.39491463e-04 4.99486923e-05
 9.28640366e-05 1.76548958e-04 1.63316727e-05 2.92062759e-05
 4.89950180e-05 1.64031982e-04 3.09944153e-06 5.25712967e-05
 3.09944153e-06 8.49962234e-05 2.94446945e-05 1.02519989e-04
 1.17659569e-04]","[0.00052965 0.00051105 0.00051153 0.00051665 0.00049984 0.00057602
 0.00054097 0.00049746 0.00051236 0.00053954 0.00052094 0.0004946
 0.00050652 0.00050843 0.00049102 0.00048602 0.00050199 0.00051951
 0.0004884  0.00056458 0.000489   0.00050414 0.00050008 0.00048637
 0.00048995]","[3.45706940e-06 1.20401382e-05 3.94582748e-05 5.65052032e-05
 3.93390656e-06 7.39097595e-05 1.47819519e-05 8.46385956e-06
 3.33786011e-06 4.64916229e-05 1.50203705e-05 1.54972076e-06
 1.34706497e-05 1.25169754e-05 1.19209290e-07 4.88758087e-06
 3.21865082e-06 1.64508820e-05 4.64916229e-06 4.45842743e-05
 4.76837158e-06 1.20401382e-05 7.98702240e-06 9.53674316e-06
 1.09672546e-05]","[0.0001220703125 0.0001220703125 0.0001220703125 0.0001220703125
 0.0001220703125 0.0013810679320049757 0.0013810679320049757
 0.0013810679320049757 0.0013810679320049757 0.0013810679320049757
 0.015625 0.015625 0.015625 0.015625 0.015625 0.1767766952966369
 0.1767766952966369 0.1767766952966369 0.1767766952966369
 0.1767766952966369 2.0 2.0 2.0 2.0 2.0]","[0.0001 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0]","[{'nystroem__gamma': 0.0001220703125, 'ridge_classification__alpha': 0.0001}, {'nystroem__gamma': 0.0001220703125, 'ridge_classification__alpha': 0.0031622776601683794}, {'nystroem__gamma': 0.0001220703125, 'ridge_classification__alpha': 0.1}, {'nystroem__gamma': 0.0001220703125, 'ridge_classification__alpha': 3.1622776601683795}, {'nystroem__gamma': 0.0001220703125, 'ridge_classification__alpha': 100.0}, {'nystroem__gamma': 0.0013810679320049757, 'ridge_classification__alpha': 0.0001}, {'nystroem__gamma': 0.0013810679320049757, 'ridge_classification__alpha': 0.0031622776601683794}, {'nystroem__gamma': 0.0013810679320049757, 'ridge_classification__alpha': 0.1}, {'nystroem__gamma': 0.0013810679320049757, 'ridge_classification__alpha': 3.1622776601683795}, {'nystroem__gamma': 0.0013810679320049757, 'ridge_classification__alpha': 100.0}, {'nystroem__gamma': 0.015625, 'ridge_classification__alpha': 0.0001}, {'nystroem__gamma': 0.015625, 'ridge_classification__alpha': 0.0031622776601683794}, {'nystroem__gamma': 0.015625, 'ridge_classification__alpha': 0.1}, {'nystroem__gamma': 0.015625, 'ridge_classification__alpha': 3.1622776601683795}, {'nystroem__gamma': 0.015625, 'ridge_classification__alpha': 100.0}, {'nystroem__gamma': 0.1767766952966369, 'ridge_classification__alpha': 0.0001}, {'nystroem__gamma': 0.1767766952966369, 'ridge_classification__alpha': 0.0031622776601683794}, {'nystroem__gamma': 0.1767766952966369, 'ridge_classification__alpha': 0.1}, {'nystroem__gamma': 0.1767766952966369, 'ridge_classification__alpha': 3.1622776601683795}, {'nystroem__gamma': 0.1767766952966369, 'ridge_classification__alpha': 100.0}, {'nystroem__gamma': 2.0, 'ridge_classification__alpha': 0.0001}, {'nystroem__gamma': 2.0, 'ridge_classification__alpha': 0.0031622776601683794}, {'nystroem__gamma': 2.0, 'ridge_classification__alpha': 0.1}, {'nystroem__gamma': 2.0, 'ridge_classification__alpha': 3.1622776601683795}, {'nystroem__gamma': 2.0, 'ridge_classification__alpha': 100.0}]","[0.75836431 0.75464684 0.72118959 0.64312268 0.64312268 0.75464684
 0.75464684 0.75464684 0.65055762 0.64312268 0.74349442 0.78438662
 0.74349442 0.76579926 0.64312268 0.72862454 0.73977695 0.73234201
 0.72862454 0.64312268 0.65055762 0.64312268 0.64312268 0.64312268
 0.64312268]","[0.72014925 0.71641791 0.72761194 0.64552239 0.64552239 0.72761194
 0.70895522 0.71641791 0.66791045 0.64552239 0.72014925 0.75373134
 0.73880597 0.71268657 0.64552239 0.69402985 0.73134328 0.7238806
 0.73507463 0.64552239 0.64179104 0.64925373 0.63059701 0.64552239
 0.64552239]","[0.73925678 0.73553238 0.72440077 0.64432253 0.64432253 0.74112939
 0.73180103 0.73553238 0.65923403 0.64432253 0.73182184 0.76905898
 0.7411502  0.73924291 0.64432253 0.71132719 0.73556012 0.7281113
 0.73184958 0.64432253 0.64617433 0.6461882  0.63685985 0.64432253
 0.64432253]","[0.01910753 0.01911446 0.00321117 0.00119986 0.00119986 0.01351745
 0.02284581 0.01911446 0.00867641 0.00119986 0.01167259 0.01532764
 0.00234423 0.02655634 0.00119986 0.01729734 0.00421683 0.00423071
 0.00322505 0.00119986 0.00438329 0.00306553 0.00626283 0.00119986
 0.00119986]","[ 4  7 13 18 18  3 11  7 15 18 10  1  2  5 18 14  6 12  9 18 17 16 25 18
 18]"
50,"{'nystroem__gamma': 0.015625, 'ridge_classification__alpha': 3.1622776601683795}",0.748571270043833,0.2715120315551758,0.7965367965367965,"[0.00197101 0.00382948 0.00437295 0.00183034 0.00540137 0.0033989
 0.00283098 0.00276101 0.00360405 0.00245619 0.00565553 0.00217259
 0.00188696 0.00181901 0.00164604 0.00186837 0.00293148 0.00171399
 0.01842904 0.00425351 0.01635957 0.0150435  0.00777686 0.008479
 0.00196183]","[2.59876251e-05 2.15554237e-03 2.36093998e-03 1.09672546e-04
 4.40359116e-04 1.51085854e-03 1.16586685e-03 5.92112541e-04
 7.84993172e-04 4.68015671e-04 1.40857697e-03 4.76479530e-04
 1.57952309e-04 1.25050545e-04 1.78813934e-05 1.25527382e-04
 1.16455555e-03 2.88486481e-05 1.63521767e-02 2.45559216e-03
 1.11305714e-02 1.86944008e-03 3.08692455e-03 6.68394566e-03
 1.41024590e-04]","[0.00058258 0.0008055  0.00059855 0.00057626 0.00199008 0.00116456
 0.00057149 0.00140667 0.00058937 0.00058496 0.00120819 0.00056863
 0.00056839 0.00057197 0.00054157 0.00057411 0.00056958 0.00055194
 0.00060904 0.00197792 0.0012269  0.00059557 0.00058758 0.00119102
 0.00134957]","[1.06096268e-05 2.47359276e-04 1.65700912e-05 1.59740448e-05
 2.27928162e-04 6.06417656e-04 2.55107880e-05 8.07523727e-04
 5.48362732e-06 4.17232513e-06 6.26921654e-04 9.53674316e-06
 1.45435333e-05 1.50203705e-05 3.45706940e-06 1.28746033e-05
 1.35898590e-05 6.19888306e-06 2.99215317e-05 1.39307976e-03
 5.26905060e-04 1.43051147e-06 1.06096268e-05 6.15000725e-04
 7.77602196e-04]","[0.0001220703125 0.0001220703125 0.0001220703125 0.0001220703125
 0.0001220703125 0.0013810679320049757 0.0013810679320049757
 0.0013810679320049757 0.0013810679320049757 0.0013810679320049757
 0.015625 0.015625 0.015625 0.015625 0.015625 0.1767766952966369
 0.1767766952966369 0.1767766952966369 0.1767766952966369
 0.1767766952966369 2.0 2.0 2.0 2.0 2.0]","[0.0001 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0]","[{'nystroem__gamma': 0.0001220703125, 'ridge_classification__alpha': 0.0001}, {'nystroem__gamma': 0.0001220703125, 'ridge_classification__alpha': 0.0031622776601683794}, {'nystroem__gamma': 0.0001220703125, 'ridge_classification__alpha': 0.1}, {'nystroem__gamma': 0.0001220703125, 'ridge_classification__alpha': 3.1622776601683795}, {'nystroem__gamma': 0.0001220703125, 'ridge_classification__alpha': 100.0}, {'nystroem__gamma': 0.0013810679320049757, 'ridge_classification__alpha': 0.0001}, {'nystroem__gamma': 0.0013810679320049757, 'ridge_classification__alpha': 0.0031622776601683794}, {'nystroem__gamma': 0.0013810679320049757, 'ridge_classification__alpha': 0.1}, {'nystroem__gamma': 0.0013810679320049757, 'ridge_classification__alpha': 3.1622776601683795}, {'nystroem__gamma': 0.0013810679320049757, 'ridge_classification__alpha': 100.0}, {'nystroem__gamma': 0.015625, 'ridge_classification__alpha': 0.0001}, {'nystroem__gamma': 0.015625, 'ridge_classification__alpha': 0.0031622776601683794}, {'nystroem__gamma': 0.015625, 'ridge_classification__alpha': 0.1}, {'nystroem__gamma': 0.015625, 'ridge_classification__alpha': 3.1622776601683795}, {'nystroem__gamma': 0.015625, 'ridge_classification__alpha': 100.0}, {'nystroem__gamma': 0.1767766952966369, 'ridge_classification__alpha': 0.0001}, {'nystroem__gamma': 0.1767766952966369, 'ridge_classification__alpha': 0.0031622776601683794}, {'nystroem__gamma': 0.1767766952966369, 'ridge_classification__alpha': 0.1}, {'nystroem__gamma': 0.1767766952966369, 'ridge_classification__alpha': 3.1622776601683795}, {'nystroem__gamma': 0.1767766952966369, 'ridge_classification__alpha': 100.0}, {'nystroem__gamma': 2.0, 'ridge_classification__alpha': 0.0001}, {'nystroem__gamma': 2.0, 'ridge_classification__alpha': 0.0031622776601683794}, {'nystroem__gamma': 2.0, 'ridge_classification__alpha': 0.1}, {'nystroem__gamma': 2.0, 'ridge_classification__alpha': 3.1622776601683795}, {'nystroem__gamma': 2.0, 'ridge_classification__alpha': 100.0}]","[0.75836431 0.75464684 0.72118959 0.64312268 0.64312268 0.7472119
 0.76208178 0.75464684 0.65055762 0.64312268 0.72862454 0.72118959
 0.75836431 0.76579926 0.64312268 0.72118959 0.67286245 0.70260223
 0.73605948 0.64312268 0.6394052  0.63568773 0.64312268 0.64312268
 0.64312268]","[0.72014925 0.71641791 0.72761194 0.64552239 0.64552239 0.74253731
 0.73134328 0.71641791 0.66791045 0.64552239 0.7238806  0.73507463
 0.73507463 0.73134328 0.64552239 0.74626866 0.7238806  0.69029851
 0.72014925 0.64552239 0.6380597  0.63432836 0.64552239 0.64552239
 0.64552239]","[0.73925678 0.73553238 0.72440077 0.64432253 0.64432253 0.7448746
 0.74671253 0.73553238 0.65923403 0.64432253 0.72625257 0.72813211
 0.74671947 0.74857127 0.64432253 0.73372912 0.69837153 0.69645037
 0.72810437 0.64432253 0.63873245 0.63500805 0.64432253 0.64432253
 0.64432253]","[0.01910753 0.01911446 0.00321117 0.00119986 0.00119986 0.00233729
 0.01536925 0.01911446 0.00867641 0.00119986 0.00237197 0.00694252
 0.01164484 0.01722799 0.00119986 0.01253953 0.02550907 0.00615186
 0.00795511 0.00119986 0.00067275 0.00067969 0.00119986 0.00119986
 0.00119986]","[ 5  6 12 16 16  4  3  6 15 16 11  9  2  1 16  8 13 14 10 16 24 25 16 16
 16]"
100,"{'nystroem__gamma': 0.015625, 'ridge_classification__alpha': 0.1}",0.7485782056261443,0.5662882328033447,0.8051948051948052,"[0.00295806 0.00268257 0.00289595 0.00270498 0.00269294 0.00269461
 0.00268662 0.00511885 0.0034405  0.00644255 0.00279355 0.00548053
 0.002846   0.00279891 0.0027889  0.00288463 0.00291145 0.00743258
 0.0040319  0.00484312 0.00465703 0.00677145 0.00598645 0.00309753
 0.00311899]","[2.41041183e-04 9.41753387e-06 1.82032585e-04 1.91926956e-05
 1.12056732e-05 5.48362732e-06 6.55651093e-06 2.45094299e-03
 7.75456429e-04 3.73554230e-03 8.34465027e-06 2.55036354e-03
 1.31130219e-05 5.90085983e-05 2.20537186e-05 8.55922699e-05
 4.64916229e-06 4.52530384e-03 9.88006592e-04 1.96206570e-03
 1.68895721e-03 3.94952297e-03 1.20949745e-03 2.76565552e-04
 3.38077545e-04]","[0.00074542 0.00071251 0.00073695 0.000718   0.00071454 0.00071895
 0.00071454 0.00074577 0.00072646 0.00085902 0.0007385  0.00077248
 0.00074744 0.0007385  0.00075197 0.00071394 0.00074947 0.00080705
 0.00077212 0.00079191 0.00076354 0.0008285  0.00127935 0.0007596
 0.00075817]","[2.65836716e-05 3.69548798e-06 1.88350677e-05 1.78813934e-06
 4.76837158e-07 3.93390656e-06 2.62260437e-06 3.64780426e-05
 1.45435333e-05 1.32083893e-04 8.46385956e-06 1.64508820e-05
 9.53674316e-06 1.15633011e-05 4.05311584e-06 5.84125519e-06
 2.50339508e-06 5.00679016e-05 5.12599945e-06 4.68492508e-05
 1.75237656e-05 1.18494034e-04 4.93526459e-04 5.05447388e-05
 5.00679016e-05]","[0.0001220703125 0.0001220703125 0.0001220703125 0.0001220703125
 0.0001220703125 0.0013810679320049757 0.0013810679320049757
 0.0013810679320049757 0.0013810679320049757 0.0013810679320049757
 0.015625 0.015625 0.015625 0.015625 0.015625 0.1767766952966369
 0.1767766952966369 0.1767766952966369 0.1767766952966369
 0.1767766952966369 2.0 2.0 2.0 2.0 2.0]","[0.0001 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0]","[{'nystroem__gamma': 0.0001220703125, 'ridge_classification__alpha': 0.0001}, {'nystroem__gamma': 0.0001220703125, 'ridge_classification__alpha': 0.0031622776601683794}, {'nystroem__gamma': 0.0001220703125, 'ridge_classification__alpha': 0.1}, {'nystroem__gamma': 0.0001220703125, 'ridge_classification__alpha': 3.1622776601683795}, {'nystroem__gamma': 0.0001220703125, 'ridge_classification__alpha': 100.0}, {'nystroem__gamma': 0.0013810679320049757, 'ridge_classification__alpha': 0.0001}, {'nystroem__gamma': 0.0013810679320049757, 'ridge_classification__alpha': 0.0031622776601683794}, {'nystroem__gamma': 0.0013810679320049757, 'ridge_classification__alpha': 0.1}, {'nystroem__gamma': 0.0013810679320049757, 'ridge_classification__alpha': 3.1622776601683795}, {'nystroem__gamma': 0.0013810679320049757, 'ridge_classification__alpha': 100.0}, {'nystroem__gamma': 0.015625, 'ridge_classification__alpha': 0.0001}, {'nystroem__gamma': 0.015625, 'ridge_classification__alpha': 0.0031622776601683794}, {'nystroem__gamma': 0.015625, 'ridge_classification__alpha': 0.1}, {'nystroem__gamma': 0.015625, 'ridge_classification__alpha': 3.1622776601683795}, {'nystroem__gamma': 0.015625, 'ridge_classification__alpha': 100.0}, {'nystroem__gamma': 0.1767766952966369, 'ridge_classification__alpha': 0.0001}, {'nystroem__gamma': 0.1767766952966369, 'ridge_classification__alpha': 0.0031622776601683794}, {'nystroem__gamma': 0.1767766952966369, 'ridge_classification__alpha': 0.1}, {'nystroem__gamma': 0.1767766952966369, 'ridge_classification__alpha': 3.1622776601683795}, {'nystroem__gamma': 0.1767766952966369, 'ridge_classification__alpha': 100.0}, {'nystroem__gamma': 2.0, 'ridge_classification__alpha': 0.0001}, {'nystroem__gamma': 2.0, 'ridge_classification__alpha': 0.0031622776601683794}, {'nystroem__gamma': 2.0, 'ridge_classification__alpha': 0.1}, {'nystroem__gamma': 2.0, 'ridge_classification__alpha': 3.1622776601683795}, {'nystroem__gamma': 2.0, 'ridge_classification__alpha': 100.0}]","[0.75836431 0.75464684 0.72118959 0.64312268 0.64312268 0.74349442
 0.75836431 0.75464684 0.65055762 0.64312268 0.68773234 0.73605948
 0.76208178 0.76579926 0.64312268 0.70260223 0.69144981 0.67286245
 0.7472119  0.64312268 0.64312268 0.63568773 0.63568773 0.64312268
 0.64312268]","[0.72014925 0.71641791 0.72761194 0.64552239 0.64552239 0.73134328
 0.73134328 0.71641791 0.66791045 0.64552239 0.69029851 0.73134328
 0.73507463 0.73134328 0.64552239 0.69776119 0.69776119 0.75373134
 0.73507463 0.64552239 0.6380597  0.64179104 0.64179104 0.64552239
 0.64552239]","[0.73925678 0.73553238 0.72440077 0.64432253 0.64432253 0.73741885
 0.7448538  0.73553238 0.65923403 0.64432253 0.68901542 0.73370138
 0.74857821 0.74857127 0.64432253 0.70018171 0.6946055  0.7132969
 0.74114326 0.64432253 0.64059119 0.63873939 0.63873939 0.64432253
 0.64432253]","[0.01910753 0.01911446 0.00321117 0.00119986 0.00119986 0.00607557
 0.01351051 0.01911446 0.00867641 0.00119986 0.00128308 0.0023581
 0.01350358 0.01722799 0.00119986 0.00242052 0.00315569 0.04043444
 0.00606863 0.00119986 0.00253149 0.00305166 0.00305166 0.00119986
 0.00119986]","[ 5  7 10 16 16  6  3  7 15 16 14  9  1  2 16 12 13 11  4 16 23 24 24 16
 16]"
