n_components,best_params,best_accuracy_cv,training_time,accuracy_test,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_rbf_sampler__gamma,param_ridge_classification__alpha,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
10,"{'rbf_sampler__gamma': 0.00020460265659332975, 'ridge_classification__alpha': 3.1622776601683795}",0.629,0.0026988983154296875,0.5725399302368276,"[0.00185466 0.00224638 0.00190604 0.0017339  0.00147307 0.00162911
 0.00173533 0.00158501 0.00158513 0.00151801 0.00151861 0.00149357
 0.00136888 0.00144982 0.00151062 0.00150144 0.00140345 0.00140047
 0.00134993 0.00140524 0.00150299 0.00140464 0.00142992 0.00150859
 0.00148153 0.00166094 0.00145066 0.0016371  0.00153458 0.00136447]","[2.74181366e-05 2.76565552e-05 3.77893448e-05 5.12599945e-06
 5.09023666e-05 2.34842300e-04 1.82509422e-04 9.05990601e-06
 8.94069672e-06 1.76906586e-04 1.06096268e-05 1.88469887e-04
 9.71555710e-05 2.40802765e-05 2.14576721e-05 3.54051590e-05
 1.50561333e-04 9.96589661e-05 6.98566437e-05 3.74317169e-05
 8.17775726e-05 1.32441521e-04 4.51803207e-05 1.02400780e-04
 1.83582306e-05 1.37925148e-04 1.42455101e-04 9.00030136e-05
 1.94311142e-05 3.93390656e-05]","[0.00045335 0.00055969 0.00045645 0.00041938 0.00043654 0.00043142
 0.000458   0.00042045 0.00045538 0.0004214  0.0004319  0.00041902
 0.00039566 0.00045896 0.00044096 0.00043559 0.00042653 0.00045311
 0.00042999 0.00044572 0.00048506 0.00043738 0.00044501 0.00047302
 0.00045419 0.00047398 0.00044346 0.00050342 0.00044906 0.00042379]","[3.45706940e-06 1.37090683e-05 1.34706497e-05 2.38418579e-06
 2.62260437e-06 1.34706497e-05 4.10079956e-05 5.96046448e-07
 6.43730164e-06 1.25169754e-05 1.01327896e-05 1.60932541e-05
 1.54972076e-06 3.19480896e-05 2.30073929e-05 1.43051147e-06
 1.04904175e-05 2.98023224e-06 6.07967377e-06 5.96046448e-07
 1.60932541e-05 1.65700912e-05 1.07288361e-06 9.05990601e-06
 4.05311584e-06 1.40666962e-05 1.57356262e-05 3.75509262e-05
 2.02655792e-06 4.17232513e-06]","['scale' 'scale' 'scale' 'scale' 'scale' 1.808449074074074e-05
 1.808449074074074e-05 1.808449074074074e-05 1.808449074074074e-05
 1.808449074074074e-05 0.00020460265659332975 0.00020460265659332975
 0.00020460265659332975 0.00020460265659332975 0.00020460265659332975
 0.0023148148148148147 0.0023148148148148147 0.0023148148148148147
 0.0023148148148148147 0.0023148148148148147 0.026189140043946207
 0.026189140043946207 0.026189140043946207 0.026189140043946207
 0.026189140043946207 0.2962962962962963 0.2962962962962963
 0.2962962962962963 0.2962962962962963 0.2962962962962963]","[0.0001 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0]","[{'rbf_sampler__gamma': 'scale', 'ridge_classification__alpha': 0.0001}, {'rbf_sampler__gamma': 'scale', 'ridge_classification__alpha': 0.0031622776601683794}, {'rbf_sampler__gamma': 'scale', 'ridge_classification__alpha': 0.1}, {'rbf_sampler__gamma': 'scale', 'ridge_classification__alpha': 3.1622776601683795}, {'rbf_sampler__gamma': 'scale', 'ridge_classification__alpha': 100.0}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'ridge_classification__alpha': 0.0001}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'ridge_classification__alpha': 0.0031622776601683794}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'ridge_classification__alpha': 0.1}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'ridge_classification__alpha': 3.1622776601683795}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'ridge_classification__alpha': 100.0}, {'rbf_sampler__gamma': 0.00020460265659332975, 'ridge_classification__alpha': 0.0001}, {'rbf_sampler__gamma': 0.00020460265659332975, 'ridge_classification__alpha': 0.0031622776601683794}, {'rbf_sampler__gamma': 0.00020460265659332975, 'ridge_classification__alpha': 0.1}, {'rbf_sampler__gamma': 0.00020460265659332975, 'ridge_classification__alpha': 3.1622776601683795}, {'rbf_sampler__gamma': 0.00020460265659332975, 'ridge_classification__alpha': 100.0}, {'rbf_sampler__gamma': 0.0023148148148148147, 'ridge_classification__alpha': 0.0001}, {'rbf_sampler__gamma': 0.0023148148148148147, 'ridge_classification__alpha': 0.0031622776601683794}, {'rbf_sampler__gamma': 0.0023148148148148147, 'ridge_classification__alpha': 0.1}, {'rbf_sampler__gamma': 0.0023148148148148147, 'ridge_classification__alpha': 3.1622776601683795}, {'rbf_sampler__gamma': 0.0023148148148148147, 'ridge_classification__alpha': 100.0}, {'rbf_sampler__gamma': 0.026189140043946207, 'ridge_classification__alpha': 0.0001}, {'rbf_sampler__gamma': 0.026189140043946207, 'ridge_classification__alpha': 0.0031622776601683794}, {'rbf_sampler__gamma': 0.026189140043946207, 'ridge_classification__alpha': 0.1}, {'rbf_sampler__gamma': 0.026189140043946207, 'ridge_classification__alpha': 3.1622776601683795}, {'rbf_sampler__gamma': 0.026189140043946207, 'ridge_classification__alpha': 100.0}, {'rbf_sampler__gamma': 0.2962962962962963, 'ridge_classification__alpha': 0.0001}, {'rbf_sampler__gamma': 0.2962962962962963, 'ridge_classification__alpha': 0.0031622776601683794}, {'rbf_sampler__gamma': 0.2962962962962963, 'ridge_classification__alpha': 0.1}, {'rbf_sampler__gamma': 0.2962962962962963, 'ridge_classification__alpha': 3.1622776601683795}, {'rbf_sampler__gamma': 0.2962962962962963, 'ridge_classification__alpha': 100.0}]","[0.636 0.61  0.562 0.594 0.572 0.57  0.592 0.57  0.524 0.514 0.646 0.624
 0.61  0.626 0.514 0.642 0.592 0.574 0.568 0.594 0.598 0.578 0.592 0.588
 0.614 0.534 0.538 0.554 0.548 0.518]","[0.586 0.56  0.526 0.564 0.578 0.66  0.662 0.608 0.526 0.512 0.6   0.612
 0.592 0.632 0.512 0.596 0.556 0.61  0.584 0.534 0.544 0.582 0.596 0.59
 0.584 0.518 0.526 0.554 0.542 0.542]","[0.611 0.585 0.544 0.579 0.575 0.615 0.627 0.589 0.525 0.513 0.623 0.618
 0.601 0.629 0.513 0.619 0.574 0.592 0.576 0.564 0.571 0.58  0.594 0.589
 0.599 0.526 0.532 0.554 0.545 0.53 ]","[0.025 0.025 0.018 0.015 0.003 0.045 0.035 0.019 0.001 0.001 0.023 0.006
 0.009 0.003 0.001 0.023 0.018 0.018 0.008 0.03  0.027 0.002 0.002 0.001
 0.015 0.008 0.006 0.    0.003 0.012]","[ 7 14 24 16 18  6  2 12 28 29  3  5  8  1 29  4 19 11 17 21 20 15 10 12
  9 27 25 22 23 26]"
20,"{'rbf_sampler__gamma': 0.0023148148148148147, 'ridge_classification__alpha': 0.0001}",0.6619999999999999,0.004626035690307617,0.6449134844868735,"[0.004632   0.00445998 0.00251997 0.00408649 0.00359154 0.00406754
 0.00352812 0.0029943  0.00126553 0.00141394 0.00123966 0.00145996
 0.00384963 0.00138056 0.001315   0.00139499 0.00389147 0.0013696
 0.00137854 0.00131154 0.00140095 0.00316751 0.00132143 0.00137746
 0.00250947 0.00153339 0.00140953 0.0032655  0.001508   0.00150251]","[2.03132629e-04 8.80956650e-05 9.37104225e-04 1.95503235e-05
 6.76393509e-04 9.65595245e-06 3.00884247e-04 1.54232979e-03
 3.64780426e-05 1.63197517e-04 2.44379044e-05 1.67965889e-04
 2.44498253e-04 1.25527382e-04 3.80277634e-05 8.08238983e-05
 1.15394592e-04 6.23464584e-05 7.53402710e-05 2.57492065e-05
 8.79764557e-05 8.32438469e-04 3.85046005e-05 8.54730606e-05
 1.01053715e-03 7.25984573e-05 3.24249268e-05 1.74748898e-03
 7.15255737e-06 2.14576721e-05]","[0.00129187 0.0014286  0.00049305 0.00126171 0.00129354 0.00148642
 0.00801003 0.00087667 0.00041354 0.00042295 0.00040984 0.00043309
 0.00090444 0.00043046 0.00042355 0.00045657 0.00095248 0.00045145
 0.00046802 0.00044191 0.00046909 0.00088894 0.00045896 0.00046539
 0.00049615 0.00048339 0.00046837 0.00096095 0.00048041 0.00048447]","[8.34465027e-07 5.84125519e-05 1.78813934e-05 4.76837158e-07
 2.63452530e-05 1.76548958e-04 6.43599033e-03 4.40597534e-04
 5.96046448e-07 1.59740448e-05 3.09944153e-06 1.32322311e-05
 3.62515450e-04 9.41753387e-06 1.31130219e-06 7.62939453e-06
 4.30583954e-04 7.51018524e-06 2.09808350e-05 1.19209290e-07
 1.29938126e-05 3.94225121e-04 6.91413879e-06 1.14440918e-05
 9.05990601e-06 2.26497650e-06 1.54972076e-06 4.82916832e-04
 2.38418579e-07 6.43730164e-06]","['scale' 'scale' 'scale' 'scale' 'scale' 1.808449074074074e-05
 1.808449074074074e-05 1.808449074074074e-05 1.808449074074074e-05
 1.808449074074074e-05 0.00020460265659332975 0.00020460265659332975
 0.00020460265659332975 0.00020460265659332975 0.00020460265659332975
 0.0023148148148148147 0.0023148148148148147 0.0023148148148148147
 0.0023148148148148147 0.0023148148148148147 0.026189140043946207
 0.026189140043946207 0.026189140043946207 0.026189140043946207
 0.026189140043946207 0.2962962962962963 0.2962962962962963
 0.2962962962962963 0.2962962962962963 0.2962962962962963]","[0.0001 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0]","[{'rbf_sampler__gamma': 'scale', 'ridge_classification__alpha': 0.0001}, {'rbf_sampler__gamma': 'scale', 'ridge_classification__alpha': 0.0031622776601683794}, {'rbf_sampler__gamma': 'scale', 'ridge_classification__alpha': 0.1}, {'rbf_sampler__gamma': 'scale', 'ridge_classification__alpha': 3.1622776601683795}, {'rbf_sampler__gamma': 'scale', 'ridge_classification__alpha': 100.0}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'ridge_classification__alpha': 0.0001}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'ridge_classification__alpha': 0.0031622776601683794}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'ridge_classification__alpha': 0.1}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'ridge_classification__alpha': 3.1622776601683795}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'ridge_classification__alpha': 100.0}, {'rbf_sampler__gamma': 0.00020460265659332975, 'ridge_classification__alpha': 0.0001}, {'rbf_sampler__gamma': 0.00020460265659332975, 'ridge_classification__alpha': 0.0031622776601683794}, {'rbf_sampler__gamma': 0.00020460265659332975, 'ridge_classification__alpha': 0.1}, {'rbf_sampler__gamma': 0.00020460265659332975, 'ridge_classification__alpha': 3.1622776601683795}, {'rbf_sampler__gamma': 0.00020460265659332975, 'ridge_classification__alpha': 100.0}, {'rbf_sampler__gamma': 0.0023148148148148147, 'ridge_classification__alpha': 0.0001}, {'rbf_sampler__gamma': 0.0023148148148148147, 'ridge_classification__alpha': 0.0031622776601683794}, {'rbf_sampler__gamma': 0.0023148148148148147, 'ridge_classification__alpha': 0.1}, {'rbf_sampler__gamma': 0.0023148148148148147, 'ridge_classification__alpha': 3.1622776601683795}, {'rbf_sampler__gamma': 0.0023148148148148147, 'ridge_classification__alpha': 100.0}, {'rbf_sampler__gamma': 0.026189140043946207, 'ridge_classification__alpha': 0.0001}, {'rbf_sampler__gamma': 0.026189140043946207, 'ridge_classification__alpha': 0.0031622776601683794}, {'rbf_sampler__gamma': 0.026189140043946207, 'ridge_classification__alpha': 0.1}, {'rbf_sampler__gamma': 0.026189140043946207, 'ridge_classification__alpha': 3.1622776601683795}, {'rbf_sampler__gamma': 0.026189140043946207, 'ridge_classification__alpha': 100.0}, {'rbf_sampler__gamma': 0.2962962962962963, 'ridge_classification__alpha': 0.0001}, {'rbf_sampler__gamma': 0.2962962962962963, 'ridge_classification__alpha': 0.0031622776601683794}, {'rbf_sampler__gamma': 0.2962962962962963, 'ridge_classification__alpha': 0.1}, {'rbf_sampler__gamma': 0.2962962962962963, 'ridge_classification__alpha': 3.1622776601683795}, {'rbf_sampler__gamma': 0.2962962962962963, 'ridge_classification__alpha': 100.0}]","[0.604 0.638 0.688 0.636 0.63  0.612 0.65  0.614 0.514 0.514 0.622 0.614
 0.622 0.56  0.514 0.636 0.592 0.632 0.646 0.544 0.622 0.606 0.588 0.612
 0.608 0.488 0.518 0.548 0.558 0.578]","[0.61  0.61  0.626 0.636 0.626 0.596 0.59  0.644 0.514 0.512 0.612 0.642
 0.672 0.622 0.512 0.688 0.626 0.686 0.636 0.542 0.672 0.622 0.628 0.646
 0.604 0.56  0.536 0.526 0.54  0.544]","[0.607 0.624 0.657 0.636 0.628 0.604 0.62  0.629 0.514 0.513 0.617 0.628
 0.647 0.591 0.513 0.662 0.609 0.659 0.641 0.543 0.647 0.614 0.608 0.629
 0.606 0.524 0.527 0.537 0.549 0.561]","[0.003 0.014 0.031 0.    0.002 0.008 0.03  0.015 0.    0.001 0.005 0.014
 0.025 0.031 0.001 0.026 0.017 0.027 0.005 0.001 0.025 0.008 0.02  0.017
 0.002 0.036 0.009 0.011 0.009 0.017]","[18 12  3  7 10 20 13  8 28 29 14 10  4 21 29  1 16  2  6 24  4 15 17  8
 19 27 26 25 23 22]"
50,"{'rbf_sampler__gamma': 1.808449074074074e-05, 'ridge_classification__alpha': 0.0001}",0.711,0.023113012313842773,0.7170460804112355,"[0.00710344 0.00630903 0.00353944 0.00227797 0.00254452 0.00362158
 0.00389707 0.00184941 0.00202191 0.00270402 0.00392032 0.00320709
 0.00630403 0.00328469 0.00201511 0.00158358 0.00167561 0.00407791
 0.00436294 0.00325263 0.00168562 0.0016371  0.00167155 0.00165439
 0.00495744 0.01066005 0.00177896 0.00563192 0.00444806 0.00438404]","[1.40357018e-03 4.91142273e-05 1.72269344e-03 4.56929207e-04
 5.85317612e-05 1.30343437e-03 1.38294697e-03 9.56058502e-05
 5.18918037e-04 1.16908550e-03 2.40349770e-03 1.61015987e-03
 6.27994537e-04 1.62553787e-03 5.20944595e-04 6.46114349e-05
 1.14440918e-04 9.31024551e-04 6.40988350e-04 1.48761272e-03
 9.44137573e-05 7.49826431e-05 8.15391541e-05 9.13143158e-05
 2.72512436e-04 7.85410404e-03 2.51531601e-05 5.92231750e-04
 2.65705585e-03 4.44173813e-04]","[0.00126708 0.00131142 0.00124145 0.00067294 0.00067759 0.0014205
 0.00125849 0.00053656 0.00055158 0.00054789 0.00055015 0.00059295
 0.00180197 0.00200093 0.00054753 0.00058794 0.00058985 0.00119865
 0.00124061 0.00137341 0.0006479  0.00064385 0.00064993 0.00063956
 0.0012306  0.00126493 0.0006659  0.00181019 0.00066268 0.00121498]","[5.86152077e-04 4.78386879e-04 5.95331192e-04 1.99079514e-05
 1.16825104e-05 8.33511353e-04 7.05599785e-04 1.06096268e-05
 4.35113907e-05 3.60012054e-05 1.80006027e-05 4.69684601e-05
 7.91549683e-05 1.44898891e-03 1.56164169e-05 1.78813934e-05
 9.05990601e-06 5.03420830e-04 5.85436821e-04 3.70383263e-04
 5.12599945e-06 1.07288361e-06 1.21593475e-05 6.79492950e-06
 5.74469566e-04 5.81860542e-04 5.96046448e-06 4.27961349e-05
 4.41074371e-06 5.38110733e-04]","['scale' 'scale' 'scale' 'scale' 'scale' 1.808449074074074e-05
 1.808449074074074e-05 1.808449074074074e-05 1.808449074074074e-05
 1.808449074074074e-05 0.00020460265659332975 0.00020460265659332975
 0.00020460265659332975 0.00020460265659332975 0.00020460265659332975
 0.0023148148148148147 0.0023148148148148147 0.0023148148148148147
 0.0023148148148148147 0.0023148148148148147 0.026189140043946207
 0.026189140043946207 0.026189140043946207 0.026189140043946207
 0.026189140043946207 0.2962962962962963 0.2962962962962963
 0.2962962962962963 0.2962962962962963 0.2962962962962963]","[0.0001 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0]","[{'rbf_sampler__gamma': 'scale', 'ridge_classification__alpha': 0.0001}, {'rbf_sampler__gamma': 'scale', 'ridge_classification__alpha': 0.0031622776601683794}, {'rbf_sampler__gamma': 'scale', 'ridge_classification__alpha': 0.1}, {'rbf_sampler__gamma': 'scale', 'ridge_classification__alpha': 3.1622776601683795}, {'rbf_sampler__gamma': 'scale', 'ridge_classification__alpha': 100.0}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'ridge_classification__alpha': 0.0001}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'ridge_classification__alpha': 0.0031622776601683794}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'ridge_classification__alpha': 0.1}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'ridge_classification__alpha': 3.1622776601683795}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'ridge_classification__alpha': 100.0}, {'rbf_sampler__gamma': 0.00020460265659332975, 'ridge_classification__alpha': 0.0001}, {'rbf_sampler__gamma': 0.00020460265659332975, 'ridge_classification__alpha': 0.0031622776601683794}, {'rbf_sampler__gamma': 0.00020460265659332975, 'ridge_classification__alpha': 0.1}, {'rbf_sampler__gamma': 0.00020460265659332975, 'ridge_classification__alpha': 3.1622776601683795}, {'rbf_sampler__gamma': 0.00020460265659332975, 'ridge_classification__alpha': 100.0}, {'rbf_sampler__gamma': 0.0023148148148148147, 'ridge_classification__alpha': 0.0001}, {'rbf_sampler__gamma': 0.0023148148148148147, 'ridge_classification__alpha': 0.0031622776601683794}, {'rbf_sampler__gamma': 0.0023148148148148147, 'ridge_classification__alpha': 0.1}, {'rbf_sampler__gamma': 0.0023148148148148147, 'ridge_classification__alpha': 3.1622776601683795}, {'rbf_sampler__gamma': 0.0023148148148148147, 'ridge_classification__alpha': 100.0}, {'rbf_sampler__gamma': 0.026189140043946207, 'ridge_classification__alpha': 0.0001}, {'rbf_sampler__gamma': 0.026189140043946207, 'ridge_classification__alpha': 0.0031622776601683794}, {'rbf_sampler__gamma': 0.026189140043946207, 'ridge_classification__alpha': 0.1}, {'rbf_sampler__gamma': 0.026189140043946207, 'ridge_classification__alpha': 3.1622776601683795}, {'rbf_sampler__gamma': 0.026189140043946207, 'ridge_classification__alpha': 100.0}, {'rbf_sampler__gamma': 0.2962962962962963, 'ridge_classification__alpha': 0.0001}, {'rbf_sampler__gamma': 0.2962962962962963, 'ridge_classification__alpha': 0.0031622776601683794}, {'rbf_sampler__gamma': 0.2962962962962963, 'ridge_classification__alpha': 0.1}, {'rbf_sampler__gamma': 0.2962962962962963, 'ridge_classification__alpha': 3.1622776601683795}, {'rbf_sampler__gamma': 0.2962962962962963, 'ridge_classification__alpha': 100.0}]","[0.694 0.648 0.7   0.652 0.61  0.696 0.674 0.634 0.514 0.514 0.684 0.69
 0.676 0.618 0.514 0.69  0.684 0.644 0.63  0.586 0.656 0.616 0.65  0.618
 0.588 0.538 0.538 0.596 0.582 0.572]","[0.692 0.64  0.686 0.656 0.598 0.726 0.684 0.68  0.512 0.512 0.72  0.698
 0.702 0.612 0.512 0.662 0.722 0.71  0.65  0.516 0.63  0.632 0.642 0.668
 0.622 0.598 0.562 0.592 0.57  0.504]","[0.693 0.644 0.693 0.654 0.604 0.711 0.679 0.657 0.513 0.513 0.702 0.694
 0.689 0.615 0.513 0.676 0.703 0.677 0.64  0.551 0.643 0.624 0.646 0.643
 0.605 0.568 0.55  0.594 0.576 0.538]","[0.001 0.004 0.007 0.002 0.006 0.015 0.005 0.023 0.001 0.001 0.018 0.004
 0.013 0.003 0.001 0.014 0.019 0.033 0.01  0.035 0.013 0.008 0.004 0.025
 0.017 0.03  0.012 0.002 0.006 0.034]","[ 6 14  5 12 21  1  8 11 28 28  3  4  7 19 28 10  2  9 17 25 15 18 13 15
 20 24 26 22 23 27]"
100,"{'rbf_sampler__gamma': 1.808449074074074e-05, 'ridge_classification__alpha': 0.0001}",0.729,0.048542022705078125,0.739833853497338,"[0.00489092 0.00586903 0.00470507 0.00460613 0.0025239  0.00591099
 0.00236034 0.00353432 0.00362134 0.00205338 0.00549495 0.00198734
 0.00444663 0.00215185 0.00300944 0.00890052 0.00267136 0.00228548
 0.00750232 0.00229859 0.0023936  0.00226712 0.00357544 0.00322104
 0.00307882 0.00621712 0.00802088 0.02249706 0.00935018 0.00559163]","[1.71899796e-04 1.57916546e-03 2.41315365e-03 1.73389912e-03
 4.07695770e-05 7.99059868e-04 1.26600266e-04 7.41958618e-04
 1.50656700e-03 1.64628029e-04 3.15392017e-03 1.32441521e-04
 2.37357616e-03 2.16126442e-04 1.00958347e-03 3.56554985e-04
 4.33325768e-04 1.32560730e-04 5.31053543e-03 1.64747238e-04
 1.19566917e-04 1.50203705e-04 1.36959553e-03 9.31024551e-04
 5.84006310e-04 3.81195545e-03 2.09093094e-04 8.25703144e-03
 8.40067863e-04 3.10564041e-03]","[0.00097108 0.00101388 0.00100088 0.00102842 0.00098455 0.00076723
 0.00073814 0.00077677 0.00080001 0.00070703 0.00150454 0.00070715
 0.00080347 0.000741   0.00074971 0.000929   0.00415397 0.00089645
 0.000929   0.00084591 0.0010215  0.00094545 0.00095212 0.00098598
 0.00098622 0.00188494 0.00287104 0.00153637 0.00374734 0.0018028 ]","[3.81469727e-06 5.49554825e-05 5.60283661e-05 3.94582748e-05
 2.46763229e-05 1.59740448e-05 1.69277191e-05 5.69820404e-05
 9.09566879e-05 1.70469284e-05 7.32541084e-04 6.91413879e-06
 3.64780426e-05 2.59876251e-05 2.34842300e-05 4.11272049e-05
 3.28779221e-03 1.64508820e-05 1.39474869e-05 2.69412994e-05
 5.60283661e-06 8.46385956e-06 1.99079514e-05 2.49147415e-05
 1.89542770e-05 9.16957855e-04 4.99010086e-04 5.02347946e-04
 1.76548958e-04 8.47935677e-04]","['scale' 'scale' 'scale' 'scale' 'scale' 1.808449074074074e-05
 1.808449074074074e-05 1.808449074074074e-05 1.808449074074074e-05
 1.808449074074074e-05 0.00020460265659332975 0.00020460265659332975
 0.00020460265659332975 0.00020460265659332975 0.00020460265659332975
 0.0023148148148148147 0.0023148148148148147 0.0023148148148148147
 0.0023148148148148147 0.0023148148148148147 0.026189140043946207
 0.026189140043946207 0.026189140043946207 0.026189140043946207
 0.026189140043946207 0.2962962962962963 0.2962962962962963
 0.2962962962962963 0.2962962962962963 0.2962962962962963]","[0.0001 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0]","[{'rbf_sampler__gamma': 'scale', 'ridge_classification__alpha': 0.0001}, {'rbf_sampler__gamma': 'scale', 'ridge_classification__alpha': 0.0031622776601683794}, {'rbf_sampler__gamma': 'scale', 'ridge_classification__alpha': 0.1}, {'rbf_sampler__gamma': 'scale', 'ridge_classification__alpha': 3.1622776601683795}, {'rbf_sampler__gamma': 'scale', 'ridge_classification__alpha': 100.0}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'ridge_classification__alpha': 0.0001}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'ridge_classification__alpha': 0.0031622776601683794}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'ridge_classification__alpha': 0.1}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'ridge_classification__alpha': 3.1622776601683795}, {'rbf_sampler__gamma': 1.808449074074074e-05, 'ridge_classification__alpha': 100.0}, {'rbf_sampler__gamma': 0.00020460265659332975, 'ridge_classification__alpha': 0.0001}, {'rbf_sampler__gamma': 0.00020460265659332975, 'ridge_classification__alpha': 0.0031622776601683794}, {'rbf_sampler__gamma': 0.00020460265659332975, 'ridge_classification__alpha': 0.1}, {'rbf_sampler__gamma': 0.00020460265659332975, 'ridge_classification__alpha': 3.1622776601683795}, {'rbf_sampler__gamma': 0.00020460265659332975, 'ridge_classification__alpha': 100.0}, {'rbf_sampler__gamma': 0.0023148148148148147, 'ridge_classification__alpha': 0.0001}, {'rbf_sampler__gamma': 0.0023148148148148147, 'ridge_classification__alpha': 0.0031622776601683794}, {'rbf_sampler__gamma': 0.0023148148148148147, 'ridge_classification__alpha': 0.1}, {'rbf_sampler__gamma': 0.0023148148148148147, 'ridge_classification__alpha': 3.1622776601683795}, {'rbf_sampler__gamma': 0.0023148148148148147, 'ridge_classification__alpha': 100.0}, {'rbf_sampler__gamma': 0.026189140043946207, 'ridge_classification__alpha': 0.0001}, {'rbf_sampler__gamma': 0.026189140043946207, 'ridge_classification__alpha': 0.0031622776601683794}, {'rbf_sampler__gamma': 0.026189140043946207, 'ridge_classification__alpha': 0.1}, {'rbf_sampler__gamma': 0.026189140043946207, 'ridge_classification__alpha': 3.1622776601683795}, {'rbf_sampler__gamma': 0.026189140043946207, 'ridge_classification__alpha': 100.0}, {'rbf_sampler__gamma': 0.2962962962962963, 'ridge_classification__alpha': 0.0001}, {'rbf_sampler__gamma': 0.2962962962962963, 'ridge_classification__alpha': 0.0031622776601683794}, {'rbf_sampler__gamma': 0.2962962962962963, 'ridge_classification__alpha': 0.1}, {'rbf_sampler__gamma': 0.2962962962962963, 'ridge_classification__alpha': 3.1622776601683795}, {'rbf_sampler__gamma': 0.2962962962962963, 'ridge_classification__alpha': 100.0}]","[0.682 0.686 0.68  0.67  0.626 0.712 0.662 0.636 0.514 0.514 0.7   0.698
 0.662 0.62  0.514 0.696 0.732 0.694 0.63  0.592 0.646 0.656 0.666 0.672
 0.616 0.588 0.584 0.536 0.554 0.562]","[0.678 0.694 0.672 0.646 0.64  0.746 0.696 0.676 0.512 0.512 0.728 0.73
 0.664 0.65  0.512 0.682 0.72  0.7   0.66  0.528 0.674 0.682 0.668 0.658
 0.63  0.598 0.576 0.556 0.536 0.572]","[0.68  0.69  0.676 0.658 0.633 0.729 0.679 0.656 0.513 0.513 0.714 0.714
 0.663 0.635 0.513 0.689 0.726 0.697 0.645 0.56  0.66  0.669 0.667 0.665
 0.623 0.593 0.58  0.546 0.545 0.567]","[0.002 0.004 0.004 0.012 0.007 0.017 0.017 0.02  0.001 0.001 0.014 0.016
 0.001 0.015 0.001 0.007 0.006 0.003 0.015 0.032 0.014 0.013 0.001 0.007
 0.007 0.005 0.004 0.01  0.009 0.005]","[ 8  6 10 16 20  1  9 17 28 28  3  3 14 19 28  7  2  5 18 25 15 11 12 13
 21 22 23 26 27 24]"
