n_components,best_params,best_accuracy_cv,training_time,accuracy_test,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_nystroem__gamma,param_svm__C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
10,"{'nystroem__gamma': 0.0013810679320049757, 'svm__C': 100.0}",0.7895638629283489,0.006530046463012695,0.7532467532467533,"[0.00847559 0.005513   0.00321221 0.00354557 0.00280008 0.00267582
 0.00259891 0.00315537 0.00295434 0.00302863 0.00281696 0.00251455
 0.00300078 0.00260563 0.00389013 0.00234704 0.00297041 0.00291743
 0.00278759 0.00453167 0.00287857 0.00242772 0.00274153 0.00266199
 0.00310149]","[3.28016786e-03 7.43282276e-04 1.18735358e-03 1.27451844e-03
 1.70128027e-04 2.21855497e-04 1.31081190e-04 9.04122354e-04
 6.29568654e-04 2.84376103e-04 7.19588862e-04 1.32817459e-04
 7.90937966e-04 1.01615039e-04 3.20704579e-04 1.09148786e-04
 1.13845333e-03 9.18205073e-04 1.31245216e-04 5.67151355e-04
 7.82425522e-04 3.94680625e-05 5.26361841e-04 2.46658483e-04
 2.00225711e-04]","[0.000982   0.00093179 0.00118389 0.00099516 0.00088549 0.0009078
 0.00083647 0.0008204  0.00084658 0.00090675 0.00082636 0.00082784
 0.00083179 0.00076842 0.00080462 0.00075917 0.00079761 0.00074835
 0.00077634 0.00081372 0.00079222 0.00079126 0.0009109  0.0008297
 0.00081797]","[1.06056817e-04 1.05232397e-04 6.38845074e-04 2.21167129e-05
 9.42052118e-05 5.64571168e-05 4.08604095e-05 5.37516260e-05
 2.14547049e-05 9.31521129e-05 6.58667302e-05 5.32547058e-05
 5.58794152e-05 3.63026247e-05 8.57288233e-05 1.73868455e-05
 3.87638403e-05 5.11064892e-05 1.68191761e-05 4.06870928e-05
 2.91726931e-05 1.30651641e-05 2.13564850e-04 4.09125170e-05
 3.72923242e-05]","[0.0001220703125 0.0001220703125 0.0001220703125 0.0001220703125
 0.0001220703125 0.0013810679320049757 0.0013810679320049757
 0.0013810679320049757 0.0013810679320049757 0.0013810679320049757
 0.015625 0.015625 0.015625 0.015625 0.015625 0.1767766952966369
 0.1767766952966369 0.1767766952966369 0.1767766952966369
 0.1767766952966369 2.0 2.0 2.0 2.0 2.0]","[0.0001 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0]","[{'nystroem__gamma': 0.0001220703125, 'svm__C': 0.0001}, {'nystroem__gamma': 0.0001220703125, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.0001220703125, 'svm__C': 0.1}, {'nystroem__gamma': 0.0001220703125, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.0001220703125, 'svm__C': 100.0}, {'nystroem__gamma': 0.0013810679320049757, 'svm__C': 0.0001}, {'nystroem__gamma': 0.0013810679320049757, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.0013810679320049757, 'svm__C': 0.1}, {'nystroem__gamma': 0.0013810679320049757, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.0013810679320049757, 'svm__C': 100.0}, {'nystroem__gamma': 0.015625, 'svm__C': 0.0001}, {'nystroem__gamma': 0.015625, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.015625, 'svm__C': 0.1}, {'nystroem__gamma': 0.015625, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.015625, 'svm__C': 100.0}, {'nystroem__gamma': 0.1767766952966369, 'svm__C': 0.0001}, {'nystroem__gamma': 0.1767766952966369, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.1767766952966369, 'svm__C': 0.1}, {'nystroem__gamma': 0.1767766952966369, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.1767766952966369, 'svm__C': 100.0}, {'nystroem__gamma': 2.0, 'svm__C': 0.0001}, {'nystroem__gamma': 2.0, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 2.0, 'svm__C': 0.1}, {'nystroem__gamma': 2.0, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 2.0, 'svm__C': 100.0}]","[0.67592593 0.67592593 0.67592593 0.67592593 0.7962963  0.67592593
 0.67592593 0.67592593 0.78703704 0.7962963  0.67592593 0.67592593
 0.67592593 0.78703704 0.78703704 0.67592593 0.67592593 0.67592593
 0.69444444 0.66666667 0.67592593 0.67592593 0.67592593 0.66666667
 0.67592593]","[0.67592593 0.67592593 0.67592593 0.67592593 0.80555556 0.67592593
 0.67592593 0.67592593 0.80555556 0.78703704 0.67592593 0.67592593
 0.67592593 0.78703704 0.7962963  0.67592593 0.67592593 0.67592593
 0.72222222 0.75       0.67592593 0.67592593 0.67592593 0.67592593
 0.67592593]","[0.68224299 0.68224299 0.68224299 0.68224299 0.76635514 0.68224299
 0.68224299 0.68224299 0.77570093 0.78504673 0.68224299 0.68224299
 0.68224299 0.77570093 0.78504673 0.68224299 0.68224299 0.68224299
 0.71962617 0.71028037 0.68224299 0.68224299 0.68224299 0.68224299
 0.68224299]","[0.68224299 0.68224299 0.68224299 0.68224299 0.78504673 0.68224299
 0.68224299 0.68224299 0.75700935 0.80373832 0.68224299 0.68224299
 0.68224299 0.79439252 0.80373832 0.68224299 0.68224299 0.68224299
 0.71028037 0.6635514  0.68224299 0.68224299 0.68224299 0.68224299
 0.68224299]","[0.68224299 0.68224299 0.68224299 0.68224299 0.77570093 0.68224299
 0.68224299 0.68224299 0.77570093 0.77570093 0.68224299 0.68224299
 0.68224299 0.75700935 0.75700935 0.68224299 0.68224299 0.68224299
 0.75700935 0.76635514 0.68224299 0.68224299 0.68224299 0.68224299
 0.68224299]","[0.67971616 0.67971616 0.67971616 0.67971616 0.78579093 0.67971616
 0.67971616 0.67971616 0.78020076 0.78956386 0.67971616 0.67971616
 0.67971616 0.78023538 0.78582555 0.67971616 0.67971616 0.67971616
 0.72071651 0.71137072 0.67971616 0.67971616 0.67971616 0.67786431
 0.67971616]","[0.00309472 0.00309472 0.00309472 0.00309472 0.01400796 0.00309472
 0.00309472 0.00309472 0.01592444 0.00964584 0.00309472 0.00309472
 0.00309472 0.01306108 0.01589309 0.00309472 0.00309472 0.00309472
 0.0205901  0.04195673 0.00309472 0.00309472 0.00309472 0.00611004
 0.00309472]","[ 8  8  8  8  3  8  8  8  5  1  8  8  8  4  2  8  8  8  6  7  8  8  8 25
  8]"
20,"{'nystroem__gamma': 0.015625, 'svm__C': 3.1622776601683795}",0.7951194184839044,0.003804922103881836,0.7575757575757576,"[0.002952   0.00293441 0.00315223 0.00357246 0.00335383 0.0033288
 0.00361772 0.00369968 0.00291753 0.00330405 0.00325117 0.00305882
 0.00311832 0.0030899  0.0056221  0.00367618 0.00318837 0.00289502
 0.00455742 0.00659766 0.00367002 0.00328646 0.00313416 0.00345941
 0.00472245]","[0.00011847 0.00019285 0.00015688 0.00056376 0.0007386  0.00113273
 0.001292   0.0012709  0.00011011 0.00046461 0.0006174  0.00034194
 0.00037046 0.0004241  0.00078412 0.00139139 0.00060057 0.00010882
 0.00280333 0.00030989 0.00084384 0.00064319 0.00025143 0.00060636
 0.00137522]","[0.00088596 0.00090981 0.00095997 0.00093117 0.00109744 0.00136933
 0.00092273 0.00090456 0.00088234 0.00080352 0.00091739 0.00086942
 0.00087695 0.00092325 0.00094151 0.00087237 0.00088167 0.00085807
 0.00118823 0.00090504 0.00095    0.00089703 0.00086746 0.00087733
 0.00089216]","[1.24197545e-05 1.42421928e-05 2.06760463e-05 2.79979354e-05
 4.99827637e-04 8.32759034e-04 9.51250573e-05 4.27507848e-05
 3.73462442e-05 3.04550783e-05 8.18271737e-05 2.08599771e-05
 4.34794439e-05 1.61761382e-04 1.88555063e-04 3.00993423e-05
 5.88954698e-05 8.92208069e-06 4.84872337e-04 3.46362381e-05
 9.53091920e-05 2.46408110e-05 1.14297777e-05 1.66055759e-05
 3.95415614e-05]","[0.0001220703125 0.0001220703125 0.0001220703125 0.0001220703125
 0.0001220703125 0.0013810679320049757 0.0013810679320049757
 0.0013810679320049757 0.0013810679320049757 0.0013810679320049757
 0.015625 0.015625 0.015625 0.015625 0.015625 0.1767766952966369
 0.1767766952966369 0.1767766952966369 0.1767766952966369
 0.1767766952966369 2.0 2.0 2.0 2.0 2.0]","[0.0001 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0]","[{'nystroem__gamma': 0.0001220703125, 'svm__C': 0.0001}, {'nystroem__gamma': 0.0001220703125, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.0001220703125, 'svm__C': 0.1}, {'nystroem__gamma': 0.0001220703125, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.0001220703125, 'svm__C': 100.0}, {'nystroem__gamma': 0.0013810679320049757, 'svm__C': 0.0001}, {'nystroem__gamma': 0.0013810679320049757, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.0013810679320049757, 'svm__C': 0.1}, {'nystroem__gamma': 0.0013810679320049757, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.0013810679320049757, 'svm__C': 100.0}, {'nystroem__gamma': 0.015625, 'svm__C': 0.0001}, {'nystroem__gamma': 0.015625, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.015625, 'svm__C': 0.1}, {'nystroem__gamma': 0.015625, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.015625, 'svm__C': 100.0}, {'nystroem__gamma': 0.1767766952966369, 'svm__C': 0.0001}, {'nystroem__gamma': 0.1767766952966369, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.1767766952966369, 'svm__C': 0.1}, {'nystroem__gamma': 0.1767766952966369, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.1767766952966369, 'svm__C': 100.0}, {'nystroem__gamma': 2.0, 'svm__C': 0.0001}, {'nystroem__gamma': 2.0, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 2.0, 'svm__C': 0.1}, {'nystroem__gamma': 2.0, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 2.0, 'svm__C': 100.0}]","[0.67592593 0.67592593 0.67592593 0.67592593 0.7962963  0.67592593
 0.67592593 0.67592593 0.78703704 0.77777778 0.67592593 0.67592593
 0.67592593 0.81481481 0.82407407 0.67592593 0.67592593 0.67592593
 0.77777778 0.75       0.67592593 0.67592593 0.67592593 0.67592593
 0.67592593]","[0.67592593 0.67592593 0.67592593 0.67592593 0.80555556 0.67592593
 0.67592593 0.67592593 0.80555556 0.78703704 0.67592593 0.67592593
 0.67592593 0.7962963  0.7962963  0.67592593 0.67592593 0.67592593
 0.67592593 0.72222222 0.67592593 0.67592593 0.67592593 0.67592593
 0.68518519]","[0.68224299 0.68224299 0.68224299 0.68224299 0.75700935 0.68224299
 0.68224299 0.68224299 0.76635514 0.78504673 0.68224299 0.68224299
 0.68224299 0.79439252 0.81308411 0.68224299 0.68224299 0.68224299
 0.71028037 0.75700935 0.68224299 0.68224299 0.68224299 0.68224299
 0.68224299]","[0.68224299 0.68224299 0.68224299 0.68224299 0.78504673 0.68224299
 0.68224299 0.68224299 0.77570093 0.81308411 0.68224299 0.68224299
 0.68224299 0.81308411 0.76635514 0.68224299 0.68224299 0.68224299
 0.73831776 0.71028037 0.68224299 0.68224299 0.68224299 0.68224299
 0.69158879]","[0.68224299 0.68224299 0.68224299 0.68224299 0.76635514 0.68224299
 0.68224299 0.68224299 0.77570093 0.76635514 0.68224299 0.68224299
 0.68224299 0.75700935 0.73831776 0.68224299 0.68224299 0.68224299
 0.76635514 0.72897196 0.68224299 0.68224299 0.68224299 0.68224299
 0.68224299]","[0.67971616 0.67971616 0.67971616 0.67971616 0.78205261 0.67971616
 0.67971616 0.67971616 0.78206992 0.78586016 0.67971616 0.67971616
 0.67971616 0.79511942 0.78762548 0.67971616 0.67971616 0.67971616
 0.73373139 0.73369678 0.67971616 0.67971616 0.67971616 0.67971616
 0.68343718]","[0.00309472 0.00309472 0.00309472 0.00309472 0.01809868 0.00309472
 0.00309472 0.00309472 0.01344864 0.01542051 0.00309472 0.00309472
 0.00309472 0.02080832 0.03141816 0.00309472 0.00309472 0.00309472
 0.03719368 0.01738728 0.00309472 0.00309472 0.00309472 0.00309472
 0.00507494]",[9 9 9 9 5 9 9 9 4 3 9 9 9 1 2 9 9 9 6 7 9 9 9 9 8]
50,"{'nystroem__gamma': 0.015625, 'svm__C': 3.1622776601683795}",0.7969366562824506,0.06544613838195801,0.7402597402597403,"[0.00449338 0.00442691 0.00448279 0.00499759 0.00441322 0.00542402
 0.00893035 0.00674863 0.00452557 0.00727119 0.00559931 0.00473833
 0.00579576 0.00433955 0.00905437 0.0045742  0.00477557 0.00550027
 0.00736833 0.01492834 0.00777893 0.00798984 0.00470362 0.00547762
 0.00653505]","[7.70151207e-05 1.67230428e-04 5.71364342e-05 7.69306284e-04
 8.79270911e-05 2.06428434e-03 6.11476321e-03 1.97323671e-03
 7.23001501e-05 3.19404600e-03 1.98202037e-03 4.19007721e-04
 1.49740646e-03 1.16029247e-04 3.32670970e-03 5.11534151e-04
 2.44178220e-04 1.61374437e-03 2.32184791e-03 4.67789320e-03
 5.05852657e-03 4.70819858e-03 2.28592252e-04 1.05573635e-03
 1.16803376e-03]","[0.00118418 0.00118504 0.00116134 0.00121908 0.00110159 0.00237718
 0.00123777 0.001226   0.00149512 0.00111351 0.00149169 0.00119085
 0.00173912 0.00157967 0.00176034 0.00116172 0.00118818 0.00159597
 0.00241337 0.00111861 0.00128117 0.00119452 0.00119414 0.00121336
 0.00124068]","[1.06489599e-05 2.75257734e-05 9.50450216e-06 5.01881926e-05
 1.34908685e-05 1.51083185e-03 7.64228209e-05 5.33709242e-05
 6.58963299e-04 8.68698108e-05 6.69543431e-04 4.30027813e-05
 6.60793471e-04 6.99950588e-04 1.38035545e-03 1.35413358e-05
 2.53776839e-05 7.80042952e-04 1.72520168e-03 1.00495555e-04
 1.89773078e-04 7.86208031e-05 4.28144541e-05 4.55419179e-05
 3.09431679e-05]","[0.0001220703125 0.0001220703125 0.0001220703125 0.0001220703125
 0.0001220703125 0.0013810679320049757 0.0013810679320049757
 0.0013810679320049757 0.0013810679320049757 0.0013810679320049757
 0.015625 0.015625 0.015625 0.015625 0.015625 0.1767766952966369
 0.1767766952966369 0.1767766952966369 0.1767766952966369
 0.1767766952966369 2.0 2.0 2.0 2.0 2.0]","[0.0001 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0]","[{'nystroem__gamma': 0.0001220703125, 'svm__C': 0.0001}, {'nystroem__gamma': 0.0001220703125, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.0001220703125, 'svm__C': 0.1}, {'nystroem__gamma': 0.0001220703125, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.0001220703125, 'svm__C': 100.0}, {'nystroem__gamma': 0.0013810679320049757, 'svm__C': 0.0001}, {'nystroem__gamma': 0.0013810679320049757, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.0013810679320049757, 'svm__C': 0.1}, {'nystroem__gamma': 0.0013810679320049757, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.0013810679320049757, 'svm__C': 100.0}, {'nystroem__gamma': 0.015625, 'svm__C': 0.0001}, {'nystroem__gamma': 0.015625, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.015625, 'svm__C': 0.1}, {'nystroem__gamma': 0.015625, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.015625, 'svm__C': 100.0}, {'nystroem__gamma': 0.1767766952966369, 'svm__C': 0.0001}, {'nystroem__gamma': 0.1767766952966369, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.1767766952966369, 'svm__C': 0.1}, {'nystroem__gamma': 0.1767766952966369, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.1767766952966369, 'svm__C': 100.0}, {'nystroem__gamma': 2.0, 'svm__C': 0.0001}, {'nystroem__gamma': 2.0, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 2.0, 'svm__C': 0.1}, {'nystroem__gamma': 2.0, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 2.0, 'svm__C': 100.0}]","[0.67592593 0.67592593 0.67592593 0.67592593 0.7962963  0.67592593
 0.67592593 0.67592593 0.78703704 0.78703704 0.67592593 0.67592593
 0.67592593 0.82407407 0.78703704 0.67592593 0.67592593 0.67592593
 0.75925926 0.73148148 0.67592593 0.67592593 0.67592593 0.67592593
 0.67592593]","[0.67592593 0.67592593 0.67592593 0.67592593 0.80555556 0.67592593
 0.67592593 0.67592593 0.80555556 0.78703704 0.67592593 0.67592593
 0.67592593 0.81481481 0.83333333 0.67592593 0.67592593 0.67592593
 0.75925926 0.71296296 0.67592593 0.67592593 0.67592593 0.67592593
 0.68518519]","[0.68224299 0.68224299 0.68224299 0.68224299 0.75700935 0.68224299
 0.68224299 0.68224299 0.76635514 0.79439252 0.68224299 0.68224299
 0.68224299 0.79439252 0.77570093 0.68224299 0.68224299 0.68224299
 0.79439252 0.72897196 0.68224299 0.68224299 0.68224299 0.68224299
 0.68224299]","[0.68224299 0.68224299 0.68224299 0.68224299 0.78504673 0.68224299
 0.68224299 0.68224299 0.77570093 0.81308411 0.68224299 0.68224299
 0.68224299 0.81308411 0.72897196 0.68224299 0.68224299 0.68224299
 0.73831776 0.70093458 0.68224299 0.68224299 0.68224299 0.68224299
 0.69158879]","[0.68224299 0.68224299 0.68224299 0.68224299 0.76635514 0.68224299
 0.68224299 0.68224299 0.77570093 0.76635514 0.68224299 0.68224299
 0.68224299 0.73831776 0.76635514 0.68224299 0.68224299 0.68224299
 0.75700935 0.71962617 0.68224299 0.68224299 0.68224299 0.68224299
 0.69158879]","[0.67971616 0.67971616 0.67971616 0.67971616 0.78205261 0.67971616
 0.67971616 0.67971616 0.78206992 0.78958117 0.67971616 0.67971616
 0.67971616 0.79693666 0.77827968 0.67971616 0.67971616 0.67971616
 0.76164763 0.71879543 0.67971616 0.67971616 0.67971616 0.67971616
 0.68530633]","[0.00309472 0.00309472 0.00309472 0.00309472 0.01809868 0.00309472
 0.00309472 0.00309472 0.01344864 0.01501953 0.00309472 0.00309472
 0.00309472 0.03085274 0.03372741 0.00309472 0.00309472 0.00309472
 0.01816278 0.01111949 0.00309472 0.00309472 0.00309472 0.00309472
 0.0059385 ]",[9 9 9 9 4 9 9 9 3 2 9 9 9 1 5 9 9 9 6 7 9 9 9 9 8]
100,"{'nystroem__gamma': 0.015625, 'svm__C': 3.1622776601683795}",0.7950674974039459,0.1023261547088623,0.7359307359307359,"[0.0712338  0.02441297 0.02289481 0.02765975 0.01710367 0.02482829
 0.01546779 0.01252007 0.01175795 0.02411089 0.01734858 0.01491303
 0.01203904 0.00724082 0.01271324 0.00869384 0.00882134 0.00949273
 0.00877242 0.02092919 0.00894275 0.00926332 0.01048298 0.00977736
 0.01058316]","[3.31800130e-02 1.50665701e-02 1.41228052e-02 2.50759339e-02
 8.08256457e-03 1.35153608e-02 1.04146951e-02 5.85971592e-03
 8.11758417e-03 1.95488628e-02 8.65688854e-03 5.14150726e-03
 3.61915274e-03 7.60759876e-05 4.02690763e-03 1.21085142e-03
 1.44844901e-03 1.75067565e-03 1.62460290e-03 7.01662240e-03
 2.15273548e-03 1.21660347e-03 2.69050953e-03 1.20563026e-03
 1.74764497e-03]","[0.01503921 0.01571722 0.00596294 0.00477424 0.00343771 0.00256152
 0.00739584 0.00270252 0.00174618 0.00292716 0.00620995 0.00192447
 0.0040935  0.00154266 0.0016655  0.00325413 0.00185251 0.00191565
 0.00169144 0.00152516 0.00187483 0.00224586 0.00238185 0.00204835
 0.0018805 ]","[1.70305626e-02 1.23728391e-02 4.82467789e-03 5.87172223e-03
 3.46161291e-03 1.36422041e-03 8.15803189e-03 1.54792232e-03
 6.59602138e-05 2.59333716e-03 3.22195459e-03 1.31290113e-04
 2.83234501e-03 3.40364881e-05 1.77422553e-04 1.94525588e-03
 4.90400996e-05 5.84496944e-05 3.29692811e-05 5.69781498e-05
 5.68782188e-05 4.89820660e-04 5.11305181e-04 1.19175391e-04
 9.19252011e-05]","[0.0001220703125 0.0001220703125 0.0001220703125 0.0001220703125
 0.0001220703125 0.0013810679320049757 0.0013810679320049757
 0.0013810679320049757 0.0013810679320049757 0.0013810679320049757
 0.015625 0.015625 0.015625 0.015625 0.015625 0.1767766952966369
 0.1767766952966369 0.1767766952966369 0.1767766952966369
 0.1767766952966369 2.0 2.0 2.0 2.0 2.0]","[0.0001 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0]","[{'nystroem__gamma': 0.0001220703125, 'svm__C': 0.0001}, {'nystroem__gamma': 0.0001220703125, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.0001220703125, 'svm__C': 0.1}, {'nystroem__gamma': 0.0001220703125, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.0001220703125, 'svm__C': 100.0}, {'nystroem__gamma': 0.0013810679320049757, 'svm__C': 0.0001}, {'nystroem__gamma': 0.0013810679320049757, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.0013810679320049757, 'svm__C': 0.1}, {'nystroem__gamma': 0.0013810679320049757, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.0013810679320049757, 'svm__C': 100.0}, {'nystroem__gamma': 0.015625, 'svm__C': 0.0001}, {'nystroem__gamma': 0.015625, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.015625, 'svm__C': 0.1}, {'nystroem__gamma': 0.015625, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.015625, 'svm__C': 100.0}, {'nystroem__gamma': 0.1767766952966369, 'svm__C': 0.0001}, {'nystroem__gamma': 0.1767766952966369, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.1767766952966369, 'svm__C': 0.1}, {'nystroem__gamma': 0.1767766952966369, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.1767766952966369, 'svm__C': 100.0}, {'nystroem__gamma': 2.0, 'svm__C': 0.0001}, {'nystroem__gamma': 2.0, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 2.0, 'svm__C': 0.1}, {'nystroem__gamma': 2.0, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 2.0, 'svm__C': 100.0}]","[0.67592593 0.67592593 0.67592593 0.67592593 0.7962963  0.67592593
 0.67592593 0.67592593 0.78703704 0.78703704 0.67592593 0.67592593
 0.67592593 0.82407407 0.78703704 0.67592593 0.67592593 0.67592593
 0.78703704 0.74074074 0.67592593 0.67592593 0.67592593 0.67592593
 0.66666667]","[0.67592593 0.67592593 0.67592593 0.67592593 0.80555556 0.67592593
 0.67592593 0.67592593 0.80555556 0.78703704 0.67592593 0.67592593
 0.67592593 0.81481481 0.82407407 0.67592593 0.67592593 0.67592593
 0.75925926 0.74074074 0.67592593 0.67592593 0.67592593 0.67592593
 0.67592593]","[0.68224299 0.68224299 0.68224299 0.68224299 0.75700935 0.68224299
 0.68224299 0.68224299 0.76635514 0.79439252 0.68224299 0.68224299
 0.68224299 0.79439252 0.77570093 0.68224299 0.68224299 0.68224299
 0.73831776 0.74766355 0.68224299 0.68224299 0.68224299 0.6728972
 0.70093458]","[0.68224299 0.68224299 0.68224299 0.68224299 0.78504673 0.68224299
 0.68224299 0.68224299 0.77570093 0.81308411 0.68224299 0.68224299
 0.68224299 0.81308411 0.73831776 0.68224299 0.68224299 0.68224299
 0.73831776 0.74766355 0.68224299 0.68224299 0.68224299 0.68224299
 0.70093458]","[0.68224299 0.68224299 0.68224299 0.68224299 0.76635514 0.68224299
 0.68224299 0.68224299 0.77570093 0.76635514 0.68224299 0.68224299
 0.68224299 0.72897196 0.73831776 0.68224299 0.68224299 0.68224299
 0.74766355 0.76635514 0.68224299 0.68224299 0.68224299 0.68224299
 0.70093458]","[0.67971616 0.67971616 0.67971616 0.67971616 0.78205261 0.67971616
 0.67971616 0.67971616 0.78206992 0.78958117 0.67971616 0.67971616
 0.67971616 0.7950675  0.77268951 0.67971616 0.67971616 0.67971616
 0.75411907 0.74863274 0.67971616 0.67971616 0.67971616 0.67784701
 0.68907927]","[0.00309472 0.00309472 0.00309472 0.00309472 0.01809868 0.00309472
 0.00309472 0.00309472 0.01344864 0.01501953 0.00309472 0.00309472
 0.00309472 0.03442386 0.0323052  0.00309472 0.00309472 0.00309472
 0.01817169 0.00938647 0.00309472 0.00309472 0.00309472 0.00375582
 0.01481202]","[ 9  9  9  9  4  9  9  9  3  2  9  9  9  1  5  9  9  9  6  7  9  9  9 25
  8]"
