n_components,best_params,best_accuracy_cv,training_time,accuracy_test,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_nystroem__gamma,param_svm__C,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
10,"{'nystroem__gamma': 0.00020460265659332975, 'svm__C': 100.0}",0.62,0.015980005264282227,0.5926714246374151,"[0.00628889 0.00753248 0.00665796 0.00647044 0.0041976  0.00414348
 0.00427783 0.00445044 0.00428545 0.00444829 0.00405383 0.00408053
 0.00386763 0.00388956 0.00505698 0.00396144 0.00398088 0.00393641
 0.00398314 0.00778008 0.00380588 0.0038929  0.0037204  0.00385094
 0.00424898]","[7.28368759e-05 2.15411186e-04 1.82271004e-04 1.63316727e-04
 2.32458115e-04 6.05583191e-05 6.59227371e-05 1.35540962e-04
 3.46899033e-05 2.15411186e-04 6.00814819e-05 5.48362732e-06
 1.26600266e-04 8.58306885e-06 4.21881676e-04 7.73668289e-05
 3.91006470e-05 1.58429146e-04 2.02655792e-06 8.34941864e-04
 1.17063522e-04 2.88486481e-05 2.84910202e-05 1.10149384e-04
 3.45826149e-04]","[0.0029186  0.00310504 0.00317037 0.00299966 0.00287652 0.00299013
 0.00308907 0.00300264 0.00300252 0.00255716 0.00280106 0.00278902
 0.00275981 0.0025568  0.00241351 0.00277507 0.0028131  0.00277019
 0.00245535 0.00251532 0.00274861 0.00287962 0.00279295 0.00263155
 0.00251901]","[5.16176224e-05 2.68220901e-05 3.57627869e-07 5.66244125e-05
 1.04665756e-04 2.30073929e-05 4.20808792e-05 2.36034393e-05
 1.22785568e-05 2.11000443e-05 1.60932541e-05 1.50203705e-05
 2.80141830e-05 2.09808350e-05 2.05039978e-05 1.29938126e-05
 2.38418579e-05 1.21593475e-05 6.55651093e-06 4.76837158e-07
 2.34842300e-05 2.55107880e-05 2.30073929e-05 8.46385956e-06
 9.89437103e-06]","[1.808449074074074e-05 1.808449074074074e-05 1.808449074074074e-05
 1.808449074074074e-05 1.808449074074074e-05 0.00020460265659332975
 0.00020460265659332975 0.00020460265659332975 0.00020460265659332975
 0.00020460265659332975 0.0023148148148148147 0.0023148148148148147
 0.0023148148148148147 0.0023148148148148147 0.0023148148148148147
 0.026189140043946207 0.026189140043946207 0.026189140043946207
 0.026189140043946207 0.026189140043946207 0.2962962962962963
 0.2962962962962963 0.2962962962962963 0.2962962962962963
 0.2962962962962963]","[0.0001 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0]","[{'nystroem__gamma': 1.808449074074074e-05, 'svm__C': 0.0001}, {'nystroem__gamma': 1.808449074074074e-05, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 1.808449074074074e-05, 'svm__C': 0.1}, {'nystroem__gamma': 1.808449074074074e-05, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 1.808449074074074e-05, 'svm__C': 100.0}, {'nystroem__gamma': 0.00020460265659332975, 'svm__C': 0.0001}, {'nystroem__gamma': 0.00020460265659332975, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.00020460265659332975, 'svm__C': 0.1}, {'nystroem__gamma': 0.00020460265659332975, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.00020460265659332975, 'svm__C': 100.0}, {'nystroem__gamma': 0.0023148148148148147, 'svm__C': 0.0001}, {'nystroem__gamma': 0.0023148148148148147, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.0023148148148148147, 'svm__C': 0.1}, {'nystroem__gamma': 0.0023148148148148147, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.0023148148148148147, 'svm__C': 100.0}, {'nystroem__gamma': 0.026189140043946207, 'svm__C': 0.0001}, {'nystroem__gamma': 0.026189140043946207, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.026189140043946207, 'svm__C': 0.1}, {'nystroem__gamma': 0.026189140043946207, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.026189140043946207, 'svm__C': 100.0}, {'nystroem__gamma': 0.2962962962962963, 'svm__C': 0.0001}, {'nystroem__gamma': 0.2962962962962963, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.2962962962962963, 'svm__C': 0.1}, {'nystroem__gamma': 0.2962962962962963, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.2962962962962963, 'svm__C': 100.0}]","[0.504 0.504 0.504 0.504 0.546 0.504 0.504 0.504 0.504 0.618 0.504 0.504
 0.504 0.586 0.584 0.504 0.504 0.622 0.604 0.63  0.504 0.504 0.504 0.524
 0.532]","[0.506 0.506 0.506 0.506 0.58  0.506 0.506 0.506 0.6   0.622 0.506 0.506
 0.506 0.608 0.624 0.506 0.506 0.606 0.612 0.568 0.506 0.506 0.506 0.51
 0.524]","[0.505 0.505 0.505 0.505 0.563 0.505 0.505 0.505 0.552 0.62  0.505 0.505
 0.505 0.597 0.604 0.505 0.505 0.614 0.608 0.599 0.505 0.505 0.505 0.517
 0.528]","[0.001 0.001 0.001 0.001 0.017 0.001 0.001 0.001 0.048 0.002 0.001 0.001
 0.001 0.011 0.02  0.001 0.001 0.008 0.004 0.031 0.001 0.001 0.001 0.007
 0.004]","[11 11 11 11  7 11 11 11  8  1 11 11 11  6  4 11 11  2  3  5 11 11 11 10
  9]"
20,"{'nystroem__gamma': 0.00020460265659332975, 'svm__C': 100.0}",0.7,0.024643659591674805,0.6815276757848356,"[0.00496292 0.00507712 0.00483418 0.00487959 0.00480592 0.00546658
 0.00499356 0.00502956 0.00485563 0.00471687 0.00481594 0.00465155
 0.00474298 0.00438344 0.00623703 0.00488842 0.00479019 0.00476396
 0.00473297 0.00974095 0.00473011 0.00481188 0.0048275  0.00503552
 0.01486206]","[3.29017639e-05 1.54018402e-04 1.95741653e-04 1.36494637e-04
 3.17931175e-04 3.73482704e-04 5.94854355e-05 1.31487846e-04
 1.80482864e-04 1.78098679e-04 2.80141830e-05 6.34193420e-05
 1.10864639e-05 8.46385956e-06 2.17914581e-04 5.63859940e-05
 2.01463699e-05 2.61068344e-05 2.45928764e-04 4.07099724e-04
 1.10864639e-05 1.10030174e-04 4.43458557e-05 2.61664391e-04
 9.44590569e-03]","[0.00342107 0.00350082 0.00370848 0.00368237 0.00351763 0.00372553
 0.00372934 0.00364244 0.00359344 0.00301909 0.00361395 0.00351846
 0.00350761 0.00299919 0.0026648  0.00355589 0.00357985 0.00342596
 0.00298035 0.00297451 0.00354934 0.00356531 0.00351095 0.00338137
 0.00319791]","[1.50203705e-05 4.58955765e-05 2.76684761e-04 5.55515289e-05
 2.32696533e-04 4.24385071e-05 2.55107880e-05 1.96695328e-05
 2.83718109e-05 9.53674316e-07 5.88893890e-05 6.13927841e-05
 4.83989716e-05 3.39746475e-05 1.12056732e-04 5.90085983e-05
 6.91413879e-05 2.70605087e-05 2.65836716e-05 2.45571136e-05
 2.83718109e-05 8.79764557e-05 2.86102295e-06 2.44379044e-05
 9.05990601e-06]","[1.808449074074074e-05 1.808449074074074e-05 1.808449074074074e-05
 1.808449074074074e-05 1.808449074074074e-05 0.00020460265659332975
 0.00020460265659332975 0.00020460265659332975 0.00020460265659332975
 0.00020460265659332975 0.0023148148148148147 0.0023148148148148147
 0.0023148148148148147 0.0023148148148148147 0.0023148148148148147
 0.026189140043946207 0.026189140043946207 0.026189140043946207
 0.026189140043946207 0.026189140043946207 0.2962962962962963
 0.2962962962962963 0.2962962962962963 0.2962962962962963
 0.2962962962962963]","[0.0001 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0]","[{'nystroem__gamma': 1.808449074074074e-05, 'svm__C': 0.0001}, {'nystroem__gamma': 1.808449074074074e-05, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 1.808449074074074e-05, 'svm__C': 0.1}, {'nystroem__gamma': 1.808449074074074e-05, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 1.808449074074074e-05, 'svm__C': 100.0}, {'nystroem__gamma': 0.00020460265659332975, 'svm__C': 0.0001}, {'nystroem__gamma': 0.00020460265659332975, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.00020460265659332975, 'svm__C': 0.1}, {'nystroem__gamma': 0.00020460265659332975, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.00020460265659332975, 'svm__C': 100.0}, {'nystroem__gamma': 0.0023148148148148147, 'svm__C': 0.0001}, {'nystroem__gamma': 0.0023148148148148147, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.0023148148148148147, 'svm__C': 0.1}, {'nystroem__gamma': 0.0023148148148148147, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.0023148148148148147, 'svm__C': 100.0}, {'nystroem__gamma': 0.026189140043946207, 'svm__C': 0.0001}, {'nystroem__gamma': 0.026189140043946207, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.026189140043946207, 'svm__C': 0.1}, {'nystroem__gamma': 0.026189140043946207, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.026189140043946207, 'svm__C': 100.0}, {'nystroem__gamma': 0.2962962962962963, 'svm__C': 0.0001}, {'nystroem__gamma': 0.2962962962962963, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.2962962962962963, 'svm__C': 0.1}, {'nystroem__gamma': 0.2962962962962963, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.2962962962962963, 'svm__C': 100.0}]","[0.504 0.504 0.504 0.504 0.658 0.504 0.504 0.504 0.642 0.672 0.504 0.504
 0.504 0.632 0.678 0.504 0.504 0.62  0.654 0.656 0.504 0.504 0.504 0.514
 0.58 ]","[0.506 0.506 0.506 0.506 0.634 0.506 0.506 0.506 0.616 0.728 0.506 0.506
 0.506 0.66  0.702 0.506 0.506 0.624 0.612 0.63  0.506 0.506 0.506 0.52
 0.548]","[0.505 0.505 0.505 0.505 0.646 0.505 0.505 0.505 0.629 0.7   0.505 0.505
 0.505 0.646 0.69  0.505 0.505 0.622 0.633 0.643 0.505 0.505 0.505 0.517
 0.564]","[0.001 0.001 0.001 0.001 0.012 0.001 0.001 0.001 0.013 0.028 0.001 0.001
 0.001 0.014 0.012 0.001 0.001 0.002 0.021 0.013 0.001 0.001 0.001 0.003
 0.016]","[11 11 11 11  3 11 11 11  7  1 11 11 11  3  2 11 11  8  6  5 11 11 11 10
  9]"
50,"{'nystroem__gamma': 0.0023148148148148147, 'svm__C': 100.0}",0.747,0.17464923858642578,0.7483878740591151,"[0.00769413 0.00768769 0.00815487 0.00788498 0.00777149 0.00792909
 0.00801289 0.00800896 0.00802541 0.00715411 0.00771809 0.00791192
 0.00779057 0.00725234 0.00874412 0.00777996 0.00804508 0.00759804
 0.00729251 0.0136826  0.00780821 0.0078001  0.00789809 0.00784349
 0.01142693]","[2.30073929e-05 1.90615654e-04 2.50339508e-05 5.00679016e-06
 3.02553177e-04 1.09672546e-05 2.92062759e-05 9.10758972e-05
 1.94549561e-04 2.97904015e-04 1.47819519e-04 1.57117844e-04
 9.13143158e-05 6.73532486e-05 6.77943230e-04 8.78572464e-05
 6.40153885e-05 1.20997429e-04 1.23977661e-05 5.65528870e-04
 9.98973846e-05 7.86781311e-06 1.11103058e-04 8.22544098e-05
 2.43186951e-03]","[0.00596595 0.00600851 0.00616407 0.00582242 0.00566852 0.00602901
 0.00641811 0.00623059 0.00617409 0.00459397 0.00601196 0.00647545
 0.00602686 0.00504315 0.00418508 0.0061146  0.00607955 0.00583351
 0.00466514 0.00409496 0.00609314 0.005916   0.00588298 0.00560546
 0.00493872]","[3.60012054e-05 1.92523003e-04 1.28984451e-04 6.34193420e-05
 2.34842300e-05 4.89950180e-05 1.75118446e-04 1.06334686e-04
 1.40666962e-05 6.80685043e-05 7.51018524e-05 3.05652618e-04
 5.90085983e-05 1.10864639e-05 6.18696213e-05 1.26481056e-04
 1.03592873e-04 1.49607658e-04 1.28984451e-04 5.68628311e-05
 1.06453896e-04 5.12599945e-06 1.24692917e-04 1.71422958e-04
 9.73939896e-05]","[1.808449074074074e-05 1.808449074074074e-05 1.808449074074074e-05
 1.808449074074074e-05 1.808449074074074e-05 0.00020460265659332975
 0.00020460265659332975 0.00020460265659332975 0.00020460265659332975
 0.00020460265659332975 0.0023148148148148147 0.0023148148148148147
 0.0023148148148148147 0.0023148148148148147 0.0023148148148148147
 0.026189140043946207 0.026189140043946207 0.026189140043946207
 0.026189140043946207 0.026189140043946207 0.2962962962962963
 0.2962962962962963 0.2962962962962963 0.2962962962962963
 0.2962962962962963]","[0.0001 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0]","[{'nystroem__gamma': 1.808449074074074e-05, 'svm__C': 0.0001}, {'nystroem__gamma': 1.808449074074074e-05, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 1.808449074074074e-05, 'svm__C': 0.1}, {'nystroem__gamma': 1.808449074074074e-05, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 1.808449074074074e-05, 'svm__C': 100.0}, {'nystroem__gamma': 0.00020460265659332975, 'svm__C': 0.0001}, {'nystroem__gamma': 0.00020460265659332975, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.00020460265659332975, 'svm__C': 0.1}, {'nystroem__gamma': 0.00020460265659332975, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.00020460265659332975, 'svm__C': 100.0}, {'nystroem__gamma': 0.0023148148148148147, 'svm__C': 0.0001}, {'nystroem__gamma': 0.0023148148148148147, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.0023148148148148147, 'svm__C': 0.1}, {'nystroem__gamma': 0.0023148148148148147, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.0023148148148148147, 'svm__C': 100.0}, {'nystroem__gamma': 0.026189140043946207, 'svm__C': 0.0001}, {'nystroem__gamma': 0.026189140043946207, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.026189140043946207, 'svm__C': 0.1}, {'nystroem__gamma': 0.026189140043946207, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.026189140043946207, 'svm__C': 100.0}, {'nystroem__gamma': 0.2962962962962963, 'svm__C': 0.0001}, {'nystroem__gamma': 0.2962962962962963, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.2962962962962963, 'svm__C': 0.1}, {'nystroem__gamma': 0.2962962962962963, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.2962962962962963, 'svm__C': 100.0}]","[0.504 0.504 0.504 0.504 0.662 0.504 0.504 0.504 0.658 0.71  0.504 0.504
 0.504 0.674 0.748 0.504 0.504 0.634 0.706 0.69  0.504 0.504 0.504 0.568
 0.646]","[0.506 0.506 0.506 0.506 0.668 0.506 0.506 0.506 0.654 0.692 0.506 0.506
 0.506 0.666 0.746 0.506 0.506 0.64  0.694 0.752 0.506 0.506 0.506 0.578
 0.634]","[0.505 0.505 0.505 0.505 0.665 0.505 0.505 0.505 0.656 0.701 0.505 0.505
 0.505 0.67  0.747 0.505 0.505 0.637 0.7   0.721 0.505 0.505 0.505 0.573
 0.64 ]","[0.001 0.001 0.001 0.001 0.003 0.001 0.001 0.001 0.002 0.009 0.001 0.001
 0.001 0.004 0.001 0.001 0.001 0.003 0.006 0.031 0.001 0.001 0.001 0.005
 0.006]","[11 11 11 11  6 11 11 11  7  3 11 11 11  5  1 11 11  9  4  2 11 11 11 10
  8]"
100,"{'nystroem__gamma': 0.0023148148148148147, 'svm__C': 100.0}",0.728,0.4836888313293457,0.7490074811823022,"[0.0134306  0.01357353 0.01362741 0.01505947 0.01386249 0.01387739
 0.01391888 0.01501906 0.01334906 0.01136994 0.01314652 0.0135864
 0.01398313 0.01178002 0.01241946 0.0134474  0.01339352 0.01299739
 0.01155066 0.02671134 0.01336896 0.013641   0.01419055 0.01315689
 0.01553762]","[1.13248825e-04 3.63588333e-05 8.73804092e-05 5.95331192e-04
 8.35657120e-05 7.55786896e-05 1.18017197e-04 7.69019127e-04
 2.27928162e-04 6.41345978e-05 6.16312027e-05 2.83598900e-04
 3.60131264e-04 1.13964081e-04 1.62363052e-04 1.08599663e-04
 1.21474266e-04 1.13487244e-04 1.78575516e-04 1.15644932e-03
 7.71284103e-05 2.09927559e-04 4.82678413e-04 1.69277191e-05
 9.61422920e-04]","[0.01096845 0.0113759  0.01126516 0.01119447 0.01027    0.01115596
 0.01101017 0.01102149 0.0108304  0.00782859 0.01085711 0.01093328
 0.01105082 0.00873899 0.00726485 0.01082611 0.01087308 0.01079392
 0.00805986 0.00657046 0.0110085  0.01091349 0.01097548 0.00969923
 0.00826108]","[1.07765198e-04 4.18186188e-04 1.92046165e-04 6.74724579e-05
 1.68085098e-05 2.69055367e-04 1.09672546e-05 2.44379044e-05
 8.24928284e-05 6.35385513e-05 1.08957291e-04 1.67012215e-04
 9.00030136e-05 1.09910965e-04 5.00679016e-05 4.00543213e-05
 1.05142593e-04 3.56912613e-04 1.82986259e-04 1.27434731e-04
 2.76565552e-05 9.76324081e-05 1.45316124e-04 4.88758087e-06
 2.14934349e-04]","[1.808449074074074e-05 1.808449074074074e-05 1.808449074074074e-05
 1.808449074074074e-05 1.808449074074074e-05 0.00020460265659332975
 0.00020460265659332975 0.00020460265659332975 0.00020460265659332975
 0.00020460265659332975 0.0023148148148148147 0.0023148148148148147
 0.0023148148148148147 0.0023148148148148147 0.0023148148148148147
 0.026189140043946207 0.026189140043946207 0.026189140043946207
 0.026189140043946207 0.026189140043946207 0.2962962962962963
 0.2962962962962963 0.2962962962962963 0.2962962962962963
 0.2962962962962963]","[0.0001 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0]","[{'nystroem__gamma': 1.808449074074074e-05, 'svm__C': 0.0001}, {'nystroem__gamma': 1.808449074074074e-05, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 1.808449074074074e-05, 'svm__C': 0.1}, {'nystroem__gamma': 1.808449074074074e-05, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 1.808449074074074e-05, 'svm__C': 100.0}, {'nystroem__gamma': 0.00020460265659332975, 'svm__C': 0.0001}, {'nystroem__gamma': 0.00020460265659332975, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.00020460265659332975, 'svm__C': 0.1}, {'nystroem__gamma': 0.00020460265659332975, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.00020460265659332975, 'svm__C': 100.0}, {'nystroem__gamma': 0.0023148148148148147, 'svm__C': 0.0001}, {'nystroem__gamma': 0.0023148148148148147, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.0023148148148148147, 'svm__C': 0.1}, {'nystroem__gamma': 0.0023148148148148147, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.0023148148148148147, 'svm__C': 100.0}, {'nystroem__gamma': 0.026189140043946207, 'svm__C': 0.0001}, {'nystroem__gamma': 0.026189140043946207, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.026189140043946207, 'svm__C': 0.1}, {'nystroem__gamma': 0.026189140043946207, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.026189140043946207, 'svm__C': 100.0}, {'nystroem__gamma': 0.2962962962962963, 'svm__C': 0.0001}, {'nystroem__gamma': 0.2962962962962963, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.2962962962962963, 'svm__C': 0.1}, {'nystroem__gamma': 0.2962962962962963, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.2962962962962963, 'svm__C': 100.0}]","[0.504 0.504 0.504 0.504 0.688 0.504 0.504 0.504 0.652 0.74  0.504 0.504
 0.504 0.69  0.714 0.504 0.504 0.634 0.716 0.72  0.504 0.504 0.504 0.598
 0.614]","[0.506 0.506 0.506 0.506 0.688 0.506 0.506 0.506 0.65  0.704 0.506 0.506
 0.506 0.642 0.742 0.506 0.506 0.624 0.696 0.73  0.506 0.506 0.506 0.582
 0.61 ]","[0.505 0.505 0.505 0.505 0.688 0.505 0.505 0.505 0.651 0.722 0.505 0.505
 0.505 0.666 0.728 0.505 0.505 0.629 0.706 0.725 0.505 0.505 0.505 0.59
 0.612]","[0.001 0.001 0.001 0.001 0.    0.001 0.001 0.001 0.001 0.018 0.001 0.001
 0.001 0.024 0.014 0.001 0.001 0.005 0.01  0.005 0.001 0.001 0.001 0.008
 0.002]","[11 11 11 11  5 11 11 11  7  3 11 11 11  6  1 11 11  8  4  2 11 11 11 10
  9]"
200,"{'nystroem__gamma': 0.026189140043946207, 'svm__C': 3.1622776601683795}",0.734,0.5781691074371338,0.7530980356159354,"[0.02914035 0.02912199 0.02940989 0.03009701 0.03034699 0.03182507
 0.02945292 0.03019953 0.02922165 0.02525604 0.0323962  0.03179955
 0.03268492 0.02684057 0.02759194 0.03110743 0.03090501 0.03005302
 0.02566385 0.0314821  0.03042293 0.02985752 0.03100598 0.02895558
 0.03586996]","[1.45316124e-04 4.58955765e-05 9.98973846e-05 5.15937805e-04
 1.35195255e-03 1.58286095e-03 1.63912773e-04 1.07073784e-03
 2.91466713e-04 6.61969185e-04 2.19905376e-03 7.94649124e-04
 3.55839729e-04 4.14490700e-04 1.48606300e-03 1.32846832e-03
 9.60826874e-05 1.20794773e-03 2.18153000e-04 1.88601017e-03
 8.54969025e-04 1.77502632e-04 8.17179680e-04 2.78592110e-04
 1.06799603e-03]","[0.02156663 0.02134907 0.02270758 0.02138889 0.01922095 0.02185488
 0.02243674 0.02268541 0.02196538 0.01591146 0.02364635 0.02270484
 0.02319288 0.01737499 0.01565003 0.02174747 0.02245891 0.02068245
 0.01574707 0.01287389 0.02156258 0.02141094 0.02187264 0.01834404
 0.01412296]","[1.51395798e-04 2.49147415e-05 9.72390175e-04 3.49283218e-05
 3.87430191e-05 1.56879425e-04 1.78456306e-04 1.14953518e-03
 5.74469566e-04 5.29408455e-04 1.75642967e-03 1.40380859e-03
 1.16610527e-03 4.32968140e-04 3.47137451e-04 7.00354576e-04
 4.51803207e-05 4.18543816e-04 3.02791595e-04 6.89029694e-04
 4.17470932e-04 2.87055969e-04 8.52465630e-04 2.98023224e-06
 3.82900238e-04]","[1.808449074074074e-05 1.808449074074074e-05 1.808449074074074e-05
 1.808449074074074e-05 1.808449074074074e-05 0.00020460265659332975
 0.00020460265659332975 0.00020460265659332975 0.00020460265659332975
 0.00020460265659332975 0.0023148148148148147 0.0023148148148148147
 0.0023148148148148147 0.0023148148148148147 0.0023148148148148147
 0.026189140043946207 0.026189140043946207 0.026189140043946207
 0.026189140043946207 0.026189140043946207 0.2962962962962963
 0.2962962962962963 0.2962962962962963 0.2962962962962963
 0.2962962962962963]","[0.0001 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0 0.0001
 0.0031622776601683794 0.1 3.1622776601683795 100.0]","[{'nystroem__gamma': 1.808449074074074e-05, 'svm__C': 0.0001}, {'nystroem__gamma': 1.808449074074074e-05, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 1.808449074074074e-05, 'svm__C': 0.1}, {'nystroem__gamma': 1.808449074074074e-05, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 1.808449074074074e-05, 'svm__C': 100.0}, {'nystroem__gamma': 0.00020460265659332975, 'svm__C': 0.0001}, {'nystroem__gamma': 0.00020460265659332975, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.00020460265659332975, 'svm__C': 0.1}, {'nystroem__gamma': 0.00020460265659332975, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.00020460265659332975, 'svm__C': 100.0}, {'nystroem__gamma': 0.0023148148148148147, 'svm__C': 0.0001}, {'nystroem__gamma': 0.0023148148148148147, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.0023148148148148147, 'svm__C': 0.1}, {'nystroem__gamma': 0.0023148148148148147, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.0023148148148148147, 'svm__C': 100.0}, {'nystroem__gamma': 0.026189140043946207, 'svm__C': 0.0001}, {'nystroem__gamma': 0.026189140043946207, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.026189140043946207, 'svm__C': 0.1}, {'nystroem__gamma': 0.026189140043946207, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.026189140043946207, 'svm__C': 100.0}, {'nystroem__gamma': 0.2962962962962963, 'svm__C': 0.0001}, {'nystroem__gamma': 0.2962962962962963, 'svm__C': 0.0031622776601683794}, {'nystroem__gamma': 0.2962962962962963, 'svm__C': 0.1}, {'nystroem__gamma': 0.2962962962962963, 'svm__C': 3.1622776601683795}, {'nystroem__gamma': 0.2962962962962963, 'svm__C': 100.0}]","[0.504 0.504 0.504 0.504 0.688 0.504 0.504 0.504 0.676 0.738 0.504 0.504
 0.504 0.692 0.728 0.504 0.504 0.652 0.734 0.714 0.504 0.504 0.504 0.638
 0.634]","[0.506 0.506 0.506 0.506 0.684 0.506 0.506 0.506 0.658 0.708 0.506 0.506
 0.506 0.678 0.738 0.506 0.506 0.626 0.734 0.712 0.506 0.506 0.506 0.648
 0.616]","[0.505 0.505 0.505 0.505 0.686 0.505 0.505 0.505 0.667 0.723 0.505 0.505
 0.505 0.685 0.733 0.505 0.505 0.639 0.734 0.713 0.505 0.505 0.505 0.643
 0.625]","[0.001 0.001 0.001 0.001 0.002 0.001 0.001 0.001 0.009 0.015 0.001 0.001
 0.001 0.007 0.005 0.001 0.001 0.013 0.    0.001 0.001 0.001 0.001 0.005
 0.009]","[11 11 11 11  5 11 11 11  7  3 11 11 11  6  2 11 11  9  1  4 11 11 11  8
 10]"
