,percent,n_components,Score in test,Training Time,Best Parameters,Best Score in CV
22,8.0,392,0.9804560260586319,0.5310101509094238,"{'nystroem__gamma': 0.0004166666666666667, 'svm__C': 3.1622776601683795}",0.9818148634298861
23,8.0,392,0.9861563517915309,0.509882926940918,"{'nystroem__gamma': 3.6828478186799355e-05, 'svm__C': 100.0}",0.9823568668515131
24,10.0,491,0.9861563517915309,0.6973419189453125,"{'nystroem__gamma': 0.0004166666666666667, 'svm__C': 3.1622776601683795}",0.9801859034865199
25,10.0,491,0.9812703583061889,0.7416155338287354,"{'nystroem__gamma': 0.0004166666666666667, 'svm__C': 100.0}",0.9815431242994513
26,10.0,491,0.9812703583061889,0.632570743560791,"{'nystroem__gamma': 0.0004166666666666667, 'svm__C': 3.1622776601683795}",0.9812717538788271
27,10.0,491,0.9796416938110749,0.7084648609161377,"{'nystroem__gamma': 3.6828478186799355e-05, 'svm__C': 100.0}",0.9828981328535189
28,14.0,687,0.987785016286645,1.1379857063293457,"{'nystroem__gamma': 3.6828478186799355e-05, 'svm__C': 100.0}",0.9790985782549703
29,14.0,687,0.9812703583061889,1.2026441097259521,"{'nystroem__gamma': 3.6828478186799355e-05, 'svm__C': 100.0}",0.9826282372721373
30,14.0,687,0.9771986970684039,1.1329083442687988,"{'nystroem__gamma': 0.0004166666666666667, 'svm__C': 3.1622776601683795}",0.9796420565158398
31,14.0,687,0.9820846905537459,1.1818413734436035,"{'nystroem__gamma': 0.0004166666666666667, 'svm__C': 3.1622776601683795}",0.979370317385405
32,16.0,785,0.9837133550488599,1.4774894714355469,"{'nystroem__gamma': 0.0004166666666666667, 'svm__C': 3.1622776601683795}",0.9818137573004542
33,16.0,785,0.9690553745928339,1.3212499618530273,"{'nystroem__gamma': 3.6828478186799355e-05, 'svm__C': 100.0}",0.9837148250840657
34,16.0,785,0.9837133550488599,1.4705939292907715,"{'nystroem__gamma': 3.6828478186799355e-05, 'svm__C': 100.0}",0.980999277328771
35,16.0,785,0.9853420195439739,1.417724370956421,"{'nystroem__gamma': 0.0004166666666666667, 'svm__C': 3.1622776601683795}",0.980184797357088
36,18.0,884,0.9812703583061889,1.6739861965179443,"{'nystroem__gamma': 3.6828478186799355e-05, 'svm__C': 100.0}",0.9788264704147247
37,18.0,884,0.9861563517915309,1.8581328392028809,"{'nystroem__gamma': 0.0004166666666666667, 'svm__C': 100.0}",0.979913426936464
38,18.0,884,0.9731270358306189,1.5437564849853516,"{'nystroem__gamma': 0.0004166666666666667, 'svm__C': 3.1622776601683795}",0.9826263937230844
39,18.0,884,0.9771986970684039,1.5243306159973145,"{'nystroem__gamma': 3.6828478186799355e-05, 'svm__C': 100.0}",0.9842546162468292
40,20.0,982,0.9820846905537459,2.2003185749053955,"{'nystroem__gamma': 0.0004166666666666667, 'svm__C': 100.0}",0.9809981711993393
41,20.0,982,0.9796416938110749,1.8765854835510254,"{'nystroem__gamma': 3.6828478186799355e-05, 'svm__C': 100.0}",0.9812691729101527
42,20.0,982,0.9845276872964169,2.1073296070098877,"{'nystroem__gamma': 0.0004166666666666667, 'svm__C': 100.0}",0.9807271694885257
43,20.0,982,0.9828990228013029,2.115708351135254,"{'nystroem__gamma': 3.6828478186799355e-05, 'svm__C': 100.0}",0.9834423485340098
44,25.0,1228,0.9837133550488599,2.7756106853485107,"{'nystroem__gamma': 3.6828478186799355e-05, 'svm__C': 100.0}",0.9820851277210784
45,25.0,1228,0.9771986970684039,3.038630485534668,"{'nystroem__gamma': 0.0004166666666666667, 'svm__C': 100.0}",0.9850716771871866
46,25.0,1228,0.9869706840390879,3.157888889312744,"{'nystroem__gamma': 3.6828478186799355e-05, 'svm__C': 100.0}",0.979913426936464
47,25.0,1228,0.9812703583061889,3.107715606689453,"{'nystroem__gamma': 0.0004166666666666667, 'svm__C': 100.0}",0.9815423868798302
