percent,n_components,Mean Score in test,Std Score in test,Mean Training Time,Std Training Time,Mean Best Score in CV,Std Best Score in CV,cv_mean_test_score,cv_std_test_score
1,7,0.7682291666666666,0.0380065612482459,0.012586712837219238,0.0018968841704450328,0.7673688155922038,0.011044818366105373,0.7673688155922038,0.03849569691644095
2,15,0.7747395833333333,0.038162372108731364,0.016222357749938965,0.006899778800074188,0.7738493253373313,0.013858290549612885,0.7738493253373313,0.038055577181615396
4,30,0.7760416666666666,0.036271844471833625,0.0322495698928833,0.007870716732306623,0.7755772113943029,0.015261901213150086,0.7755772113943029,0.03527121357061685
5,38,0.7747395833333333,0.033829117335329624,0.034245848655700684,0.012295590452716621,0.7729835082458771,0.014646456147909628,0.7729835082458771,0.035908833170541755
7,53,0.7747395833333333,0.03501127515559568,0.07352286577224731,0.015603035199627168,0.775588455772114,0.017230634729765954,0.775588455772114,0.037662580112224314
9,69,0.7734375,0.03385416666666666,0.06745564937591553,0.03596824198429307,0.7747151424287857,0.015978656075235752,0.7747151424287857,0.03628604267400639
10,76,0.7721354166666666,0.03577768662508877,0.0625772476196289,0.010766868155407635,0.77428035982009,0.015382537165394514,0.77428035982009,0.03695973607392099
12,92,0.7734374999999999,0.036920434580098485,0.0810365080833435,0.032022165519627756,0.7742728635682159,0.015389288420663155,0.7742728635682159,0.03653509045965604
13,99,0.7721354166666666,0.03577768662508877,0.05668753385543823,0.01702688798093778,0.77428035982009,0.015382537165394514,0.77428035982009,0.036177819518079295
15,115,0.7721354166666666,0.03577768662508877,0.09786874055862427,0.03697688621903207,0.77428035982009,0.014421068339278852,0.77428035982009,0.035267201396589384
17,130,0.7721354166666666,0.03577768662508877,0.07876861095428467,0.01921048469155842,0.77428035982009,0.015382537165394514,0.77428035982009,0.036177819518079295
18,138,0.7760416666666666,0.030145408601016215,0.0889095664024353,0.0285201758051164,0.7747301349325337,0.01599944795671078,0.7747301349325337,0.03426174099923331
20,153,0.7734375,0.03385416666666666,0.08000487089157104,0.02862015467752367,0.7738568215892054,0.014815584219879423,0.7738568215892054,0.03484545625848052
21,161,0.7747395833333333,0.03197403426512677,0.12219971418380737,0.015444449364160364,0.7747263868065968,0.01599424856772761,0.7747263868065968,0.03444380178711833
23,176,0.7734375,0.03385416666666666,0.10406529903411865,0.036451154825683,0.77428035982009,0.015382537165394514,0.77428035982009,0.036177819518079295
25,192,0.7734375,0.03385416666666666,0.13593649864196777,0.018086455387192137,0.7738568215892054,0.014815584219879385,0.7738568215892054,0.034570017754505335
