,percent,n_components,Score in test,Training Time,Best Parameters,Best Score in CV,cv_mean_test_score,cv_std_test_score,cv_mean_fit_time,cv_std_fit_time
0,0.0012293832430146443,5,0.5932614128451736,2.03808856010437,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 0.1}",0.6018808131215326,0.6018808131215326,0.019243446549031918,2.680499458312988,0.32859940601190296
1,0.0012293832430146443,5,0.5830309873117939,1.90822172164917,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 316.22776601683796}",0.6026611289077332,0.6026611289077332,0.015462186606465296,2.5332546710968016,0.3221277928225822
2,0.0012293832430146443,5,0.6176602204429512,1.9209942817687988,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 17782.794100389227}",0.5972131786445863,0.5972131786445863,0.01760147760889967,2.4461522579193113,0.4301585326727779
3,0.0012293832430146443,5,0.5826661067241297,1.8252520561218262,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 0.1}",0.6050317316466847,0.6050317316466847,0.013055364521964194,2.52780704498291,0.18835557805774691
4,0.0024587664860292887,10,0.5833820988206784,2.3901405334472656,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 316.22776601683796}",0.6284138875616909,0.6284138875616909,0.005403524925031234,3.356972599029541,0.4469755798603158
5,0.0024587664860292887,10,0.6231953901124245,2.9759395122528076,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 0.1}",0.636319572906826,0.636319572906826,0.016544783719398763,4.145364904403687,0.46556691284788543
6,0.0024587664860292887,10,0.6569502867410656,2.6420671939849854,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 1000000.0}",0.6329599504622909,0.6329599504622909,0.021822193495181913,4.106898069381714,0.1320479202589976
7,0.0024587664860292887,10,0.6426786365858193,2.7670788764953613,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 17782.794100389227}",0.631947922676918,0.631947922676918,0.022048747104510796,3.8950057506561278,0.9801359955204775
8,0.006146916215073222,25,0.692660392556436,7.691041946411133,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 316.22776601683796}",0.7102550333850457,0.7102550333850457,0.01857058422886551,14.718091535568238,4.216446172141435
9,0.006146916215073222,25,0.7245358099316366,26.14921736717224,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 0.1}",0.7145555078056178,0.7145555078056178,0.006893114996762115,11.674329996109009,2.8965128397605646
10,0.006146916215073222,25,0.7276131990389183,12.713797807693481,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 5.623413251903491}",0.7206323016440446,0.7206323016440446,0.007925360685969147,25.989919567108153,22.21613216238262
11,0.006146916215073222,25,0.7232002092899974,7.691643238067627,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 316.22776601683796}",0.7101861291659427,0.7101861291659427,0.0033986288456998933,27.67800693511963,9.225504655805267
12,0.012293832430146444,50,0.7219885303573764,17.939950942993164,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 1000000.0}",0.7446983365614589,0.7446983365614589,0.00672960045187496,52.05974588394165,21.3061594163421
13,0.012293832430146444,50,0.7376990492451102,16.091150999069214,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 5.623413251903491}",0.7404505875070474,0.7404505875070474,0.009523702432422296,69.37657089233399,46.030948149286765
14,0.012293832430146444,50,0.7418573110366051,20.27992081642151,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 0.1}",0.749886970506636,0.749886970506636,0.005867215610388043,31.41628670692444,6.580667560868902
15,0.012293832430146444,50,0.7523768872243602,18.1127028465271,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 0.1}",0.7486202282773025,0.7486202282773025,0.008924530153684386,23.81872453689575,3.5891746085479626
16,0.018440748645219666,75,0.7546212470654651,27.526191234588623,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 5.623413251903491}",0.7546602649219174,0.7546602649219174,0.006482700699295777,77.33391733169556,40.320653564666124
17,0.018440748645219666,75,0.7372928614211066,189.68481588363647,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 5.623413251903491}",0.7549058120347146,0.7549058120347146,0.005247271383282379,45.21218156814575,17.084385962340473
18,0.018440748645219666,75,0.732990024302424,26.054980039596558,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 0.1}",0.7593646947737607,0.7593646947737607,0.001654399857357718,33.88041477203369,3.4569972388014985
19,0.018440748645219666,75,0.7555781980406601,25.543986082077026,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 5.623413251903491}",0.7576527285740038,0.7576527285740038,0.003130587825608789,62.84547052383423,30.16798427745401
20,0.024587664860292888,100,0.7556608125133388,95.47489285469055,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 17782.794100389227}",0.7643353473225444,0.7643353473225444,0.003691981929153584,129.12382888793945,56.73784588108203
21,0.024587664860292888,100,0.7652716295016282,333.4959282875061,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 1000000.0}",0.765411618311827,0.765411618311827,0.0016615387302381995,171.364177942276,122.92140051779289
22,0.024587664860292888,100,0.7626968117698085,178.56108164787292,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 17782.794100389227}",0.7642825571275347,0.7642825571275347,0.0028599680016892005,170.98964929580688,140.36874820284513
23,0.024587664860292888,100,0.7650788623987113,56.387107133865356,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 17782.794100389227}",0.7620037701814919,0.7620037701814919,0.001187011476395937,316.0637162208557,153.61291062810938
