,percent,n_components,Score in test,Training Time,Best Parameters,Best Score in CV,cv_mean_test_score,cv_std_test_score,cv_mean_fit_time,cv_std_fit_time
0,1,3,0.3377937250226729,0.0012879371643066406,"{'regressor__fourier_random_features__gamma': 6.103515625e-05, 'regressor__ridge_regression__alpha': 0.0001}",0.22642087788149606,0.22642087788149606,0.2685098742008889,0.0014006614685058594,0.0004074199870317177
1,2,6,0.41934708716522295,0.0012137889862060547,"{'regressor__fourier_random_features__gamma': 0.0006905339660024879, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.5186527093624744,0.5186527093624744,0.14514701656999085,0.0014750003814697266,0.0008754103067785246
2,4,13,0.5301087744617416,0.0012412071228027344,"{'regressor__fourier_random_features__gamma': 6.103515625e-05, 'regressor__ridge_regression__alpha': 0.0001}",0.7600170431015806,0.7600170431015806,0.044844570558918634,0.0012664794921875,0.0001412421122519974
3,5,16,0.7499365873605344,0.0012400150299072266,"{'regressor__fourier_random_features__gamma': 6.103515625e-05, 'regressor__ridge_regression__alpha': 0.0001}",0.7866386774340965,0.7866386774340965,0.04150100951390419,0.0013254642486572265,0.00015189390018644774
4,7,23,0.7867059501409888,0.0012781620025634766,"{'regressor__fourier_random_features__gamma': 6.103515625e-05, 'regressor__ridge_regression__alpha': 0.0001}",0.8104113966233406,0.8104113966233406,0.03287297742012169,0.0013335704803466796,0.00010241365462822291
5,9,30,0.7697629814558655,0.0013821125030517578,"{'regressor__fourier_random_features__gamma': 0.0006905339660024879, 'regressor__ridge_regression__alpha': 0.0001}",0.8136448361166831,0.8136448361166831,0.033755675274993076,0.0011561393737792968,8.424977193279855e-05
6,10,33,0.7644802872570415,0.0013682842254638672,"{'regressor__fourier_random_features__gamma': 0.0006905339660024879, 'regressor__ridge_regression__alpha': 0.0001}",0.8087593122366071,0.8087593122366071,0.02163343839074271,0.0016074180603027344,0.000852732717567247
7,12,40,0.7851149309451161,0.014681100845336914,"{'regressor__fourier_random_features__gamma': 6.103515625e-05, 'regressor__ridge_regression__alpha': 0.0001}",0.8087678970990113,0.8087678970990113,0.036077677539020234,0.0036606788635253906,0.003616465742028262
8,13,43,0.7779121954279764,0.03420686721801758,"{'regressor__fourier_random_features__gamma': 6.103515625e-05, 'regressor__ridge_regression__alpha': 0.0001}",0.810794504902022,0.810794504902022,0.03832638855414682,0.017959022521972658,0.017173227055989553
9,15,50,0.7865964886768746,0.03655195236206055,"{'regressor__fourier_random_features__gamma': 0.0006905339660024879, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.8092109972228425,0.8092109972228425,0.03799844795644552,0.010777807235717774,0.01016466212187505
10,17,57,0.7908852830814294,0.04266095161437988,"{'regressor__fourier_random_features__gamma': 6.103515625e-05, 'regressor__ridge_regression__alpha': 0.0001}",0.806676083043469,0.806676083043469,0.034993090236294364,0.023908615112304688,0.015162585384623898
11,18,60,0.7829829495033331,0.050679683685302734,"{'regressor__fourier_random_features__gamma': 0.0006905339660024879, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.8098702400343042,0.8098702400343042,0.03223785198711099,0.0035836219787597655,0.002463351620544225
12,20,67,0.7809365656347959,0.08424592018127441,"{'regressor__fourier_random_features__gamma': 6.103515625e-05, 'regressor__ridge_regression__alpha': 0.0001}",0.8093340748042157,0.8093340748042157,0.037815781642443355,0.027279424667358398,0.029760444716693358
13,21,70,0.7811218230732782,0.032575130462646484,"{'regressor__fourier_random_features__gamma': 0.0006905339660024879, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.8102325430702415,0.8102325430702415,0.03550323166165597,0.006547307968139649,0.004777374577071459
14,23,77,0.7714634548117827,0.11438488960266113,"{'regressor__fourier_random_features__gamma': 0.0006905339660024879, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.8104097462775934,0.8104097462775934,0.0328027172520897,0.004849290847778321,0.0032065077623204016
15,25,84,0.7867354245860348,0.17812228202819824,"{'regressor__fourier_random_features__gamma': 0.0006905339660024879, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.8095310596341798,0.8095310596341798,0.03331102813496445,0.006477260589599609,0.0056295926693991525
