n-components,fit-time-random-feature,score-in-test,transform-time-random-feature
1965,0.010467052459716797,0.4776412203181197,0.18524503707885742
246,0.001689910888671875,0.45462385274710876,0.028234004974365234
290,0.0018658638000488281,0.4504076298116033,0.023236751556396484
334,0.0020809173583984375,0.41040459320667944,0.020610809326171875
378,0.002276897430419922,0.4740429345254546,0.02599310874938965
422,0.0024929046630859375,0.5021623885114023,0.08239388465881348
466,0.002794027328491211,0.44157929148294695,0.06180286407470703
510,0.0029230117797851562,0.36175877925081296,0.04794597625732422
554,0.003348112106323242,0.43450632803117756,0.03904891014099121
598,0.0034389495849609375,0.4493116048380049,0.05255603790283203
642,0.0040171146392822266,0.41843208813747895,0.21974873542785645
686,0.003992795944213867,0.476697268615566,0.08855390548706055
731,0.0039920806884765625,0.4200180322505106,0.07189083099365234
775,0.004241943359375,0.4602544928667453,0.07441115379333496
819,0.004668235778808594,0.41278260433618236,0.06427526473999023
863,0.0051419734954833984,0.509005607725463,0.24589896202087402
907,0.0049588680267333984,0.4979837136218138,0.07459568977355957
951,0.005036592483520508,0.4403811905759839,0.0784142017364502
995,0.01594710350036621,0.4178149122245673,0.0933990478515625
1039,0.005828142166137695,0.4714674959771007,0.057993173599243164
1083,0.012541055679321289,0.47495588938813477,0.16958093643188477
1127,0.00674891471862793,0.4841513100196357,0.07578802108764648
1171,0.0062978267669677734,0.45751799210182736,0.2686939239501953
1215,0.006821870803833008,0.49417782938475474,0.08138394355773926
1259,0.009783744812011719,0.4719193139787155,0.10054612159729004
1304,0.007477998733520508,0.49787475265458964,0.2544848918914795
1348,0.007094144821166992,0.47868688857355357,0.11515593528747559
1392,0.007319211959838867,0.5092771898552038,0.11272907257080078
1436,0.007522106170654297,0.4790145478750137,0.10119986534118652
1480,0.010769128799438477,0.4648293481599019,0.12900972366333008
1524,0.008208036422729492,0.43056384665708086,0.09171199798583984
1568,0.017817020416259766,0.4832287980812196,0.15726590156555176
1612,0.009371042251586914,0.4467880561063647,0.15195798873901367
1656,0.01051187515258789,0.4819823862199686,0.1456761360168457
1700,0.008918046951293945,0.4498996056214911,0.11770820617675781
1744,0.009079933166503906,0.4469135869169381,0.16119670867919922
1788,0.018716812133789062,0.4286032511891055,0.1272881031036377
1833,0.00961923599243164,0.47693503612197347,0.20618200302124023
1877,0.009765148162841797,0.4895577072812288,0.10861492156982422
1921,0.017735958099365234,0.46528323006209366,0.1587541103363037
1965,0.011339902877807617,0.49071987704231357,0.1587231159210205
