,percent,n_components,Score in test,Training Time,Best Parameters,Best Score in CV,cv_mean_test_score,cv_std_test_score
0,1,41,0.5481709951746505,0.9253487586975098,"{'regressor__nystroem__gamma': 0.015625, 'regressor__svm__C': 100.0}",0.5637681352084509,0.5637681352084509,0.036088915266856335
1,1,41,0.5447423804737609,0.9176619052886963,"{'regressor__nystroem__gamma': 0.015625, 'regressor__svm__C': 100.0}",0.5635978470521301,0.5635978470521301,0.030724276613931314
2,1,41,0.599439419519811,0.8582258224487305,"{'regressor__nystroem__gamma': 0.015625, 'regressor__svm__C': 100.0}",0.5477867932181301,0.5477867932181301,0.009440217270347365
3,1,41,0.5612081475608308,0.8553006649017334,"{'regressor__nystroem__gamma': 0.015625, 'regressor__svm__C': 100.0}",0.5616395188166653,0.5616395188166653,0.03592137471742194
4,2,83,0.5510578167501885,0.9430558681488037,"{'regressor__nystroem__gamma': 0.015625, 'regressor__svm__C': 100.0}",0.5703357858771337,0.5703357858771337,0.03168303012986582
5,2,83,0.5414470809121998,0.877211332321167,"{'regressor__nystroem__gamma': 0.015625, 'regressor__svm__C': 100.0}",0.5717164673439142,0.5717164673439142,0.02641713782971126
6,2,83,0.6026713752127139,0.874809741973877,"{'regressor__nystroem__gamma': 0.015625, 'regressor__svm__C': 100.0}",0.545584342326183,0.545584342326183,0.00873629014258107
7,2,83,0.5633821218576154,0.8928837776184082,"{'regressor__nystroem__gamma': 0.015625, 'regressor__svm__C': 100.0}",0.5658489772845274,0.5658489772845274,0.03051749665147595
8,4,167,0.5518069288545246,1.193563461303711,"{'regressor__nystroem__gamma': 0.015625, 'regressor__svm__C': 100.0}",0.5715802207746876,0.5715802207746876,0.032875507897782395
9,4,167,0.5431603340382019,1.2889776229858398,"{'regressor__nystroem__gamma': 0.015625, 'regressor__svm__C': 100.0}",0.5678821930330245,0.5678821930330245,0.030810540585074327
10,4,167,0.5947504766448268,0.9694111347198486,"{'regressor__nystroem__gamma': 0.1767766952966369, 'regressor__svm__C': 3.1622776601683795}",0.5446791999893309,0.5446791999893309,0.006869873693914051
11,4,167,0.5569889592792733,0.9624173641204834,"{'regressor__nystroem__gamma': 0.1767766952966369, 'regressor__svm__C': 3.1622776601683795}",0.5629687768623765,0.5629687768623765,0.02550842455938197
12,5,208,0.5509711503676258,1.3755688667297363,"{'regressor__nystroem__gamma': 0.015625, 'regressor__svm__C': 100.0}",0.5709300828162556,0.5709300828162556,0.03337280592538554
13,5,208,0.5430861211735638,1.1933465003967285,"{'regressor__nystroem__gamma': 0.015625, 'regressor__svm__C': 100.0}",0.5674681737624412,0.5674681737624412,0.031799839017634085
14,5,208,0.5903340846175607,1.1406311988830566,"{'regressor__nystroem__gamma': 0.1767766952966369, 'regressor__svm__C': 3.1622776601683795}",0.5463274043515574,0.5463274043515574,0.006813542502049345
15,5,208,0.5599894558643576,0.8723165988922119,"{'regressor__nystroem__gamma': 0.1767766952966369, 'regressor__svm__C': 3.1622776601683795}",0.5616491893656408,0.5616491893656408,0.025370851987498656
16,7,292,0.5521601119651438,1.5612404346466064,"{'regressor__nystroem__gamma': 0.015625, 'regressor__svm__C': 100.0}",0.5710839545826965,0.5710839545826965,0.03310590053317459
17,7,292,0.5434918816061582,1.5855612754821777,"{'regressor__nystroem__gamma': 0.015625, 'regressor__svm__C': 100.0}",0.5656821396896967,0.5656821396896967,0.03480950585524465
18,7,292,0.5893770692776643,1.431746482849121,"{'regressor__nystroem__gamma': 0.1767766952966369, 'regressor__svm__C': 3.1622776601683795}",0.5475719434127054,0.5475719434127054,0.009583641931928165
19,7,292,0.5662103030487862,1.2152178287506104,"{'regressor__nystroem__gamma': 0.1767766952966369, 'regressor__svm__C': 3.1622776601683795}",0.5614279208623157,0.5614279208623157,0.023821893743693562
20,9,375,0.5515803326562589,1.9476430416107178,"{'regressor__nystroem__gamma': 0.015625, 'regressor__svm__C': 100.0}",0.5710696169233854,0.5710696169233854,0.03304732907437489
21,9,375,0.5417873891438824,2.784454107284546,"{'regressor__nystroem__gamma': 0.015625, 'regressor__svm__C': 100.0}",0.5663390323448085,0.5663390323448085,0.033768063065109766
22,9,375,0.5897441428394663,2.3771817684173584,"{'regressor__nystroem__gamma': 0.1767766952966369, 'regressor__svm__C': 3.1622776601683795}",0.5481773226886886,0.5481773226886886,0.010545814008582222
23,9,375,0.5590800815085695,1.535616159439087,"{'regressor__nystroem__gamma': 0.1767766952966369, 'regressor__svm__C': 3.1622776601683795}",0.5628141277245441,0.5628141277245441,0.025945106011946186
24,10,417,0.5520063768392296,3.044849157333374,"{'regressor__nystroem__gamma': 0.015625, 'regressor__svm__C': 100.0}",0.5710881124025182,0.5710881124025182,0.03305349034134956
25,10,417,0.5417262583636432,3.4520533084869385,"{'regressor__nystroem__gamma': 0.015625, 'regressor__svm__C': 100.0}",0.5664612458551183,0.5664612458551183,0.03356444488834165
26,10,417,0.5896744840620207,3.236523151397705,"{'regressor__nystroem__gamma': 0.1767766952966369, 'regressor__svm__C': 3.1622776601683795}",0.5459081896509724,0.5459081896509724,0.007271801579854888
27,10,417,0.5617229332300431,3.0990686416625977,"{'regressor__nystroem__gamma': 0.1767766952966369, 'regressor__svm__C': 3.1622776601683795}",0.5618481508232663,0.5618481508232663,0.0261322087493893
28,12,501,0.551941360365638,4.594214677810669,"{'regressor__nystroem__gamma': 0.015625, 'regressor__svm__C': 100.0}",0.5710815072859032,0.5710815072859032,0.03304509726176417
