,Best Parameters,Best Score in CV,Training Time,Score in test
0,"{'regressor__kernel_ridge__alpha': 100.0, 'regressor__kernel_ridge__gamma': 2.5431315104166665e-06}",0.7116001273459351,1.2526741027832031,0.691291505789664
1,"{'regressor__kernel_ridge__alpha': 100.0, 'regressor__kernel_ridge__gamma': 2.5431315104166665e-06}",0.695292273589947,1.1366209983825684,0.7509483954768025
2,"{'regressor__kernel_ridge__alpha': 10.0, 'regressor__kernel_ridge__gamma': 2.5431315104166665e-06}",0.7156164809273122,1.2650868892669678,0.6905769538132127
3,"{'regressor__kernel_ridge__alpha': 10.0, 'regressor__kernel_ridge__gamma': 2.5431315104166665e-06}",0.710926298910945,1.1682558059692383,0.7056357276689114
4,"{'regressor__kernel_ridge__alpha': 10.0, 'regressor__kernel_ridge__gamma': 2.5431315104166665e-06}",0.7106633425952893,1.1346609592437744,0.7085799225638635
