,Best Parameters,Best Score in CV,Training Time,Score in test
0,{'regressor__kernel_ridge__alpha': 100.0},0.6975143053784882,1.324671983718872,0.7281879078930038
1,{'regressor__kernel_ridge__alpha': 10.0},0.719398826099902,1.3075602054595947,0.6593169338232886
2,{'regressor__kernel_ridge__alpha': 10.0},0.7034046341643314,1.3721060752868652,0.7322670073539364
3,{'regressor__kernel_ridge__alpha': 10.0},0.716913045667324,2.2775228023529053,0.6871650783198247
