,percent,n_components,Score in test,Training Time,Best Parameters,Best Score in CV
38,18.0,19,0.961761202736367,0.0014858245849609375,"{'regressor__nystroem__gamma': 8.138020833333333e-05, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.5264353674419715
39,18.0,19,0.8368710352942549,0.0016009807586669922,"{'regressor__nystroem__gamma': 8.138020833333333e-05, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.569798660658631
40,20.0,21,0.9361426007635284,0.0015070438385009766,"{'regressor__nystroem__gamma': 8.138020833333333e-05, 'regressor__ridge_regression__alpha': 0.0001}",0.7898443828263404
41,20.0,21,0.9593604820118578,0.0015437602996826172,"{'regressor__nystroem__gamma': 8.138020833333333e-05, 'regressor__ridge_regression__alpha': 0.0001}",0.7050301957181224
42,20.0,21,0.7861097574718651,0.0015082359313964844,"{'regressor__nystroem__gamma': 8.138020833333333e-05, 'regressor__ridge_regression__alpha': 0.0001}",0.7685393154531054
43,20.0,21,0.9137819295834749,0.0015151500701904297,"{'regressor__nystroem__gamma': 8.138020833333333e-05, 'regressor__ridge_regression__alpha': 0.0001}",0.730099309743873
44,25.0,26,-0.10555964679178365,0.0015797615051269531,"{'regressor__nystroem__gamma': 0.0009207119546699839, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.9088980876419246
45,25.0,26,0.9528551659947938,0.0015621185302734375,"{'regressor__nystroem__gamma': 8.138020833333333e-05, 'regressor__ridge_regression__alpha': 0.0001}",0.7565600014522571
46,25.0,26,0.18738387150432478,0.0016231536865234375,"{'regressor__nystroem__gamma': 0.0009207119546699839, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.562875405423972
47,25.0,26,0.9028647091512865,0.0016870498657226562,"{'regressor__nystroem__gamma': 0.0009207119546699839, 'regressor__ridge_regression__alpha': 0.0031622776601683794}",0.7938766607817291
