percent,n_components,Mean Score in test,Std Score in test,Mean Training Time,Std Training Time,Mean Best Score in CV,Std Best Score in CV,cv_mean_test_score,cv_std_test_score,cv_mean_fit_time,cv_std_fit_time
0.001,5,0.5839552367248868,0.021422952310169902,0.5301101803779602,0.026928462206886654,0.6067620088167467,0.008392167234468055,0.6067620088167467,0.017931769113379067,0.7267624735832214,0.013769076229111152
0.01,58,0.7507762318162103,0.005185508236747414,0.8145460486412048,0.05018854406358733,0.7541198337500451,0.0014685183246191146,0.7541198337500451,0.004706416954843798,1.1067946076393127,0.03030667324781595
0.05,290,0.7897410036281522,0.0011644275450914548,3.489313304424286,0.5031718522093527,0.7901557975314322,0.00042426069121251266,0.7901557975314322,0.0015082043555626032,3.494789183139801,0.05979416607347408
0.1,581,0.804847404184423,0.0010750082051042562,6.916766703128815,0.40737195533514226,0.8043150033964208,0.0006873251224468258,0.8043150033964208,0.0014048463753650524,10.04631677865982,0.28347161475713556
