percent,n_components,Mean Score in test,Std Score in test,Mean Training Time,Std Training Time,Mean Best Score in CV,Std Best Score in CV,cv_mean_test_score,cv_std_test_score,cv_mean_fit_time,cv_std_fit_time
0.001,5,0.5823132740803976,0.024610147162198323,0.26552021503448486,0.0016933298660553868,0.5939423744486433,0.004885947161210958,0.5939423744486433,0.03309231664031746,0.30026386976242064,0.009119559096408844
0.01,58,0.7525197414167006,0.004922054180296974,0.6450552344322205,0.044090200125072115,0.7546723116466885,0.0004124518639789316,0.7546723116466885,0.003041630618196008,0.5847766757011413,0.015037943207280927
0.05,290,0.7791715145298204,0.0011214299731852825,2.716720759868622,0.11108595207450578,0.7814072751367869,0.000287536196777611,0.7814072751367869,0.00210140450071137,2.4128584027290345,0.05538425382539719
0.1,581,0.7981521896277529,0.0007034537318828702,6.119575798511505,0.17587427261474056,0.7991986417620933,0.0004573750598404397,0.7991986417620933,0.001555750061509128,5.472479701042175,0.08421027401985132
