n-components,fit-time-mean,fit-time-std,transform-time-mean,transform-time-std,training-time-mean,training-time-std,prediction-time-mean,prediction-time-std,score-mean,score-std
5,0.0009850263595581055,0.0008395096227657047,0.0009850263595581055,0.00020053949443803488,0.2056676149368286,0.01771987541755027,0.65273118019104,0.0022421912566930576,0.760268864496883,0.00026196405690941723
50,0.001096963882446289,5.7000492412312236e-05,0.001096963882446289,0.0005865886350505254,0.5208286643028259,0.007033971382731374,1.699316143989563,0.011612257247219704,0.7635388381076224,0.003442130603058564
95,0.002176642417907715,8.214814698160342e-05,0.002176642417907715,0.0011155323786076322,0.8881739974021912,0.007907439324654805,3.057806670665741,0.022593730941570554,0.7669713542662638,0.004250910209518929
140,0.005640149116516113,0.0006227229334498487,0.005640149116516113,0.0031695468280556697,1.1716824769973755,0.008719292102344874,4.109324514865875,0.040998828397594014,0.7693521245267143,0.005606938732176075
184,0.024124622344970703,0.01548586495959219,0.024124622344970703,0.005092514386117915,1.507323145866394,0.003446802110355099,5.430946469306946,0.04895634619998374,0.772689027421884,0.004249705717541214
246,0.024770736694335938,0.010334022334905123,0.024770736694335938,0.004493511078650699,2.1808024644851685,0.028501880475580606,7.9359986782073975,0.07117402605168036,0.7757773358320267,0.002664095061436697
297,0.0328558087348938,0.006800559041335405,0.0328558087348938,0.004875891541247798,2.7183987498283386,0.04995655518667953,9.930238723754883,0.07887495741154303,0.7765326806134547,0.002585450534463702
348,0.04111027717590332,0.016400559070035903,0.04111027717590332,0.002625401511612013,3.2575329542160034,0.12283256578273834,11.770596504211426,0.10808917542839501,0.7781007381343941,0.0030655149120829236
399,0.06691724061965942,0.04404284780874172,0.06691724061965942,0.003054467859182277,3.782463312149048,0.01623416571797612,14.062018811702728,0.18377881718472494,0.7789516961792939,0.003098322194201156
451,0.11673939228057861,0.10471508279637827,0.11673939228057861,0.003965007898363986,4.3218188881874084,0.06654334041899018,16.005842745304108,0.18068191310723344,0.7811986078708839,0.0019638383987871217
502,0.08172857761383057,0.008188364976572183,0.08172857761383057,0.005525547676572679,4.806450843811035,0.05067512066337296,17.777506053447723,0.1096788141792588,0.7818392167361456,0.0016712731686444556
553,0.18278026580810547,0.12480021080755312,0.18278026580810547,0.00982577768824519,5.434723734855652,0.07543691407427493,20.023286283016205,0.13733716816735028,0.7832829770145715,0.0014123171911305213
604,0.162786066532135,0.0357511391901022,0.162786066532135,0.004562705188544675,6.11979877948761,0.2596043670562832,21.610782623291016,0.12069667626972222,0.7848988411672467,0.0016554445573310043
655,0.14309978485107422,0.01920663939682731,0.14309978485107422,0.015146685118610158,6.654976785182953,0.022334573412021632,23.912218987941742,0.19804245726587644,0.7863234787929781,0.0015488168226807648
706,0.17927777767181396,0.02865756447110962,0.17927777767181396,0.0058825606078098305,7.306626200675964,0.15186724161851417,25.753909468650818,0.2756709283193234,0.7872031208169197,0.000975067792403121
757,0.24342328310012817,0.03841058603265072,0.24342328310012817,0.008401890744572616,8.018831610679626,0.19691895190266248,27.71101415157318,0.34079883588359644,0.7876333805025433,0.0015933121525194688
809,0.2883797883987427,0.04788994942043455,0.2883797883987427,0.013528116419990096,8.639273941516876,0.16883253628442707,29.56933617591858,0.10346169200749739,0.7885034612001377,0.0016952063539035591
860,0.31175553798675537,0.020170389342127802,0.31175553798675537,0.00717900491456384,9.094248712062836,0.05236447298794375,31.3412908911705,0.05057705804382517,0.789019772822886,0.0019402347650069292
911,0.34459131956100464,0.08490072076956304,0.34459131956100464,0.008959232121330134,9.782499849796295,0.09082583354232956,33.51130485534668,0.11233144152444714,0.7899185374995219,0.001111529033323802
962,0.37859654426574707,0.06704804178344177,0.37859654426574707,0.001631833229772303,10.389352977275848,0.14394939156678194,35.43985056877136,0.22456514339285322,0.7913622977779478,0.0012789323905003605
