percent,n_components,Mean Score in test,Std Score in test,Mean Training Time,Std Training Time,Mean Best Score in CV,Std Best Score in CV,cv_mean_test_score,cv_std_test_score,cv_mean_fit_time,cv_std_fit_time
1,7,0.76171875,0.030895339889855912,0.00209730863571167,0.0013890381245931565,0.7642803598200899,0.010801953290241828,0.7642803598200899,0.042027759560918074,0.0010814905166625977,0.00010694839559928392
2,15,0.7669270833333334,0.035204442277593194,0.0013049840927124023,2.6981621081860212e-05,0.7769265367316343,0.010331200419818628,0.7769265367316343,0.034482271987958994,0.0011521577835083008,9.827676057178302e-05
4,30,0.7825520833333334,0.030004475577611742,0.007662594318389893,0.0034512759341836312,0.7769227886056973,0.016171902991254004,0.7769227886056973,0.026885457651703356,0.0052031993865966795,0.005076823088262438
5,38,0.7630208333333333,0.03906249999999997,0.016592562198638916,0.004007216820789138,0.7812406296851575,0.01577704194094483,0.7812406296851575,0.03405286757373478,0.003973245620727539,0.004788667425769423
7,53,0.7604166666666666,0.046145950902784776,0.02421468496322632,0.010995159917736336,0.7799475262368816,0.016903240156618655,0.7799475262368816,0.035182101695807405,0.008934950828552246,0.00852455025210974
9,69,0.7643229166666666,0.03833966631337358,0.08084243535995483,0.008747150823842822,0.7790742128935532,0.01748430767138065,0.7790742128935532,0.03213891147581711,0.02362651824951172,0.0174754656392017
10,76,0.7734375,0.02980604984963438,0.1784633994102478,0.032575324082882356,0.7799587706146927,0.01818410666727352,0.7799587706146927,0.034561941472738195,0.008907902240753173,0.0055890400931002384
12,92,0.7734375,0.0281683693395624,0.14484179019927979,0.016488451762564887,0.7812443778110943,0.020024162783074378,0.7812443778110943,0.03693247341606089,0.021132504940032958,0.012558210462228032
13,99,0.76953125,0.035777686625088755,0.1780867576599121,0.037152440094161306,0.7825562218890556,0.017895638360064633,0.7825562218890556,0.033554249232602244,0.010010242462158203,0.008398316686944443
15,115,0.7630208333333333,0.032630114807660586,0.20323854684829712,0.036062570867180434,0.7790742128935533,0.01622909748680934,0.7790742128935533,0.0410025015140569,0.01822082996368408,0.012191952712438045
17,130,0.7682291666666666,0.037648000767710854,0.19873249530792236,0.03326695780232127,0.7795089955022488,0.015291557784937305,0.7795089955022488,0.03491175727393071,0.02896343469619751,0.022259097337519063
18,138,0.76171875,0.04269165705925778,0.21553575992584229,0.03862520864924287,0.7795052473763118,0.015312866566927801,0.7795052473763118,0.0350827507641014,0.01368621587753296,0.015726956190869723
20,153,0.7773437499999999,0.04090697414688805,0.312885046005249,0.006163576561603452,0.7786319340329835,0.014976053099882812,0.7786319340329835,0.033475615084853305,0.01011248826980591,0.006471631366716097
21,161,0.7669270833333333,0.03558763116853242,0.3132895827293396,0.020797747473862867,0.7781859070464767,0.017173119554575848,0.7781859070464767,0.03427639914462628,0.016183865070343015,0.01144704446010399
23,176,0.7799479166666666,0.03197403426512675,0.33292555809020996,0.021757695457541058,0.7777923538230884,0.018517879727170197,0.7777923538230884,0.037895677066293584,0.013024735450744628,0.009821180317251845
25,192,0.7721354166666667,0.04090697414688802,0.2776240110397339,0.09330665479277166,0.7799325337331334,0.01810136224211184,0.7799325337331334,0.03667666203905758,0.01835035085678101,0.012336028923813485
