percent,n_components,Mean Score in test,Std Score in test,Mean Training Time,Std Training Time,Mean Best Score in CV,Std Best Score in CV,cv_mean_test_score,cv_std_test_score,cv_mean_fit_time,cv_std_fit_time
1,7,0.7591145833333334,0.039040792579596244,0.004234611988067627,0.00011673010824785479,0.7734332833583208,0.00970059598231968,0.7734332833583208,0.03467288956530813,0.0055619597434997566,0.0005172179728154213
2,15,0.7721354166666667,0.027652032007285547,0.005593299865722656,0.0006655187407568783,0.7808095952023989,0.013020249353413003,0.7808095952023989,0.036443247835348795,0.00577486753463745,0.0008967486547125632
4,30,0.7656250000000001,0.03664387312362055,0.0077520012855529785,0.0026349473221191017,0.778200899550225,0.016271505290694665,0.778200899550225,0.03480178819629841,0.006895124912261963,0.0010155780367434334
5,38,0.7747395833333334,0.039040792579596216,0.013358354568481445,0.006051256152883294,0.7790817091454272,0.016738260521328936,0.7790817091454272,0.036639338246990026,0.009961986541748047,0.0041619504504428915
7,53,0.7682291666666667,0.03636520844731496,0.023237228393554688,0.01028835825610426,0.7782046476761619,0.015618948976562892,0.7782046476761619,0.038534886870463955,0.010668277740478516,0.003183442970421245
9,69,0.7734375,0.036551220957339065,0.039317786693573,0.010114853507529283,0.779516491754123,0.01702467085760654,0.779516491754123,0.039928824102320376,0.010016846656799316,0.0011542352643082077
10,76,0.76953125,0.0395584831535503,0.042324841022491455,0.012346548935259653,0.7786356821589204,0.01632211029899525,0.7786356821589204,0.03660685885999386,0.01225590705871582,0.0033630050528469365
12,92,0.7760416666666667,0.03701216250924974,0.029040992259979248,0.017124725499279875,0.7786431784107946,0.016315352401291932,0.7786431784107946,0.04035558899303611,0.01238410472869873,0.0027772934605067544
13,99,0.7721354166666666,0.038516144421221477,0.03810274600982666,0.020070168985748742,0.7786469265367316,0.015613659320720735,0.7786469265367316,0.04105660585112898,0.013456737995147704,0.0017311211073240225
15,115,0.7721354166666667,0.03816237210873138,0.03114837408065796,0.024596309850594633,0.7782121439280361,0.015606247189744788,0.7782121439280361,0.040547264542084197,0.018470036983489993,0.0045886998974580566
17,130,0.7747395833333334,0.03577768662508877,0.03225892782211304,0.003364260695586726,0.7786469265367316,0.016321533189126117,0.7786469265367316,0.037687182057928495,0.022464263439178466,0.006018033716668377
18,138,0.7760416666666666,0.033954179193763825,0.05535811185836792,0.02085701790970335,0.7782121439280361,0.014915131592506719,0.7782121439280361,0.041128053940220066,0.023035621643066405,0.006059899048622125
20,153,0.7747395833333334,0.03577768662508877,0.0377734899520874,0.018048181493745694,0.779516491754123,0.01702467085760654,0.779516491754123,0.0383955218837516,0.02901313304901123,0.002736207039465648
21,161,0.7734375000000001,0.036365208447314945,0.028263568878173828,0.008586920635559747,0.7782121439280361,0.015606247189744788,0.7782121439280361,0.03939248738753692,0.030155062675476074,0.008096874643531166
23,176,0.7734375000000001,0.036365208447314945,0.051825881004333496,0.011020069940244823,0.7786469265367316,0.016321533189126117,0.7786469265367316,0.03902872690329941,0.03422523736953736,0.007934725757676508
25,192,0.7747395833333334,0.03462170781330296,0.05093902349472046,0.025873153620933113,0.7777773613193404,0.014894686050804533,0.7777773613193404,0.04067558665574904,0.03801155090332031,0.0040774698035807655
