percent,n_components,Mean Score in test,Std Score in test,Mean Training Time,Std Training Time,Mean Best Score in CV,Std Best Score in CV,cv_mean_test_score,cv_std_test_score,cv_mean_fit_time,cv_std_fit_time
1,7,0.77734375,0.04620102864377648,0.0011570453643798828,9.507536869438888e-05,0.7665067466266866,0.008933884415844634,0.7665067466266866,0.031830282484949374,0.0008664727210998535,7.408717482076374e-05
2,15,0.765625,0.03395417919376381,0.0013599395751953125,0.00011346607952561285,0.77428035982009,0.010210668314959905,0.77428035982009,0.031853336893043836,0.001097548007965088,7.267244469909731e-05
3,23,0.7721354166666666,0.04156481692581347,0.0021485090255737305,0.00023624276707315446,0.778215892053973,0.01658542635459051,0.778215892053973,0.03748036140870885,0.0016210317611694335,0.000263627493583901
4,30,0.7643229166666667,0.03596673780451337,0.0018772482872009277,0.0002468428837367048,0.7764730134932533,0.01681225095703467,0.7764730134932533,0.03536515879771032,0.0014213204383850097,9.280844834399089e-05
5,38,0.7708333333333333,0.03231685845310119,0.0025774240493774414,0.000303439349506524,0.7773350824587706,0.018149453357598818,0.7773350824587706,0.03892015328012071,0.0017260313034057615,0.00010383571569176167
6,46,0.7682291666666666,0.03692043458009851,0.00337904691696167,0.0011681144908859684,0.7773313343328336,0.01814900324631038,0.7773313343328336,0.0350504230711598,0.0022252559661865234,0.0001300133009839396
7,53,0.7630208333333334,0.04302789490067266,0.0032421350479125977,0.0002452797978603867,0.7782083958020989,0.019507040690026758,0.7782083958020989,0.03512754801889505,0.002415776252746582,0.00013958740756645573
8,61,0.76953125,0.03634188993998141,0.0037062764167785645,0.0003893208359614615,0.7773313343328336,0.018143627365778008,0.7773313343328336,0.03760630292872217,0.002916824817657471,0.0006633594623806039
9,69,0.7734375,0.04207160005573831,0.004833221435546875,0.0004941483451749856,0.7773350824587706,0.017003103448612934,0.7773350824587706,0.04183964033728928,0.0035239219665527347,0.00023513647334840723
10,76,0.76953125,0.03726325005534944,0.00545954704284668,0.0009146617824832348,0.7786469265367315,0.018970507296073896,0.7786469265367315,0.040576829283368976,0.003586125373840332,0.00014549768881090333
11,84,0.7721354166666666,0.04285021529141755,0.006226718425750732,0.0009205659715188836,0.7786319340329836,0.0184047452537649,0.7786319340329836,0.04010844902608645,0.0042094230651855465,0.00023671522594281776
12,92,0.7721354166666666,0.033829117335329645,0.0059680938720703125,0.0006122072655221061,0.7777736131934032,0.018218015868194864,0.7777736131934032,0.04114220198442263,0.004659593105316162,0.00028410894457410143
13,99,0.7721354166666666,0.033829117335329645,0.006684720516204834,0.0011279548755912135,0.7777736131934032,0.017672055670549167,0.7777736131934032,0.042096033747771294,0.00504230260848999,0.00033967139656154114
14,107,0.7734374999999999,0.0380065612482459,0.010514974594116211,0.003555740114341673,0.7773350824587707,0.0169977519509264,0.7773350824587707,0.043394940057216044,0.005914378166198731,0.00023468966669595268
15,115,0.7708333333333333,0.04017512661599352,0.011277973651885986,0.002626274836928452,0.7773238380809595,0.01584550373107494,0.7773238380809595,0.037597244539553085,0.0062875509262084964,0.0003867998612316905
16,122,0.7747395833333333,0.039729547662480116,0.0118674635887146,0.004031743773185974,0.7768965517241379,0.01632332212027459,0.7768965517241379,0.04277694825548872,0.007034385204315185,0.0005122436545717265
17,130,0.7682291666666666,0.03692043458009851,0.010587990283966064,0.0011412643318271293,0.7764617691154423,0.016810224068133928,0.7764617691154423,0.03572422327427767,0.007028627395629884,0.00022479191923957312
18,138,0.7721354166666666,0.033829117335329645,0.013164222240447998,0.0011594504891315283,0.7769040479760119,0.01747733239765081,0.7769040479760119,0.04192541910794839,0.007956624031066895,0.00036918748616599314
19,145,0.7721354166666666,0.033829117335329645,0.012733936309814453,0.0013230176714624994,0.7764692653673162,0.016811586217887923,0.7764692653673162,0.04158497074615225,0.008463680744171143,0.0003910281309805549
20,153,0.7734374999999999,0.0380065612482459,0.01583230495452881,0.003118371096641862,0.7773275862068966,0.01699677997255458,0.7773275862068966,0.03987165740526694,0.009172010421752929,0.00054064185896237
