percent,n_components,Mean Score in test,Std Score in test,Mean Training Time,Std Training Time,Mean Best Score in CV,Std Best Score in CV,cv_mean_test_score,cv_std_test_score
1,41,0.5633902356822633,0.021700650620596815,0.8891342878341675,0.032501385088795416,0.5591980735738441,0.006641186720660954,0.5591980735738441,0.028043695967139237
2,83,0.5646395986831794,0.023293534269147518,0.896990180015564,0.027486745949982606,0.5633713932079396,0.010495959097581279,0.5633713932079396,0.024338488688408523
4,167,0.5616766747042067,0.01972382953123827,1.1035923957824707,0.14177224294743906,0.5617775976648548,0.010333581366030322,0.5617775976648548,0.024016086684038186
5,208,0.561095203005777,0.017909203952912487,1.1454657912254333,0.18019006786078226,0.5615937125739737,0.009417275985814684,0.5615937125739737,0.024339259858141903
7,292,0.5628098414744381,0.017349214997808532,1.448441505432129,0.14679700006676194,0.5614414896368536,0.008708110295550804,0.5614414896368536,0.02533023551601024
9,375,0.5605479865370442,0.017937036535350236,2.1612237691879272,0.46691956489401687,0.5621000249203567,0.00855532502147054,0.5621000249203567,0.025826578040003264
10,417,0.5612825131237341,0.017852113237939317,3.208123564720154,0.15720986353293692,0.5613264246829688,0.009482234774451988,0.5613264246829688,0.025005486389733846
12,501,0.5627102261752761,0.018359311374776803,4.354080080986023,0.19011950855078907,0.5619838374745649,0.00856915432227159,0.5619838374745649,0.025163512306679722
13,543,0.5620531664206253,0.017555443550815456,4.8013681173324585,0.2075991316769914,0.5618049809499029,0.008475473477504929,0.5618049809499029,0.02575081235065842
15,626,0.5627695683392664,0.01816922840009073,5.3519094586372375,0.124909559383084,0.5616629110482292,0.008587246723322547,0.5616629110482292,0.025962502217018003
17,710,0.5610023416531704,0.017138251118197636,5.037552297115326,1.1198684948981108,0.5617039415401123,0.008731786987896832,0.5617039415401123,0.025459566025200036
18,751,0.562024340945378,0.017629180104042096,6.369622468948364,0.09607316525029792,0.5619489860861095,0.008422205732913298,0.5619489860861095,0.025640729135630667
20,835,0.562111263357473,0.017876567132665167,7.1077481508255005,0.05028065200978631,0.5617266072978033,0.008797605267119592,0.5617266072978033,0.02584137849692917
21,877,0.5617477722080308,0.018284516988859734,7.201987266540527,0.09060255498089934,0.5616256781330142,0.008776865892481786,0.5616256781330142,0.025884260309133614
23,960,0.5620717396524191,0.01768698378878763,8.030258119106293,0.2744599878400488,0.5617244253223006,0.008744534576895863,0.5617244253223006,0.025494807252687615
25,1044,0.5615080056019546,0.01828544431423591,8.421632051467896,0.48516597358968827,0.5616996562596597,0.008795138400866272,0.5616996562596597,0.025677485806001803
