kernel-svc-training-average-time,kernel-svc-training-std-time,kernel-svc-n_iterations_in_training_mean,kernel-svc-n_iterations_in_training_std,kernel-svc-predict-average-time,kernel-svc-predict-std-time,kernel-svc-score-average-time,kernel-svc-score-std-time,kernel-svc-score-in-test,method,kernel-ridge-training-average-time,kernel-ridge-training-std-time,kernel-ridge-n_iterations_in_training_mean,kernel-ridge-n_iterations_in_training_std,kernel-ridge-predict-average-time,kernel-ridge-predict-std-time,kernel-ridge-score-average-time,kernel-ridge-score-std-time,kernel-ridge-score-in-test
0.0030452251434326173,3.608266507082875e-05,,,0.004962396621704101,3.139140736483966e-05,0.0022267818450927733,3.509591130415608e-05,0.8095238095238095,kernel-svc,,,,,,,,,
,,,,,,,,,kernel-ridge,0.01005401611328125,0.003430431155970987,,,0.0026569366455078125,0.00044180995587650597,0.0016551971435546874,0.00042410086909495107,0.7878787878787878
