kernel-svc-training-average-time,kernel-svc-training-std-time,kernel-svc-n_iterations_in_training_mean,kernel-svc-n_iterations_in_training_std,kernel-svc-predict-average-time,kernel-svc-predict-std-time,kernel-svc-score-average-time,kernel-svc-score-std-time,kernel-svc-score-in-test,method,kernel-ridge-training-average-time,kernel-ridge-training-std-time,kernel-ridge-n_iterations_in_training_mean,kernel-ridge-n_iterations_in_training_std,kernel-ridge-predict-average-time,kernel-ridge-predict-std-time,kernel-ridge-score-average-time,kernel-ridge-score-std-time,kernel-ridge-score-in-test
0.19096722602844238,0.0022888554170211305,,,0.2973145008087158,0.002595564535821048,2.71555380821228,0.012806606680347651,0.9702031804090372,kernel-svc,,,,,,,,,
,,,,,,,,,kernel-ridge,24.453255224227906,0.37585158172983213,,,0.21528215408325196,0.012940987356574552,1.9926130771636963,0.04857862496323531,0.9704708165131476
