percent,n_components,Mean Score in test,Std Score in test,Mean Training Time,Std Training Time,Mean Best Score in CV,Std Best Score in CV,cv_mean_test_score,cv_std_test_score,cv_mean_fit_time,cv_std_fit_time
1,41,0.5613704076990286,0.02365755250861076,0.8877729773521423,0.03662247404818614,0.557989132154981,0.008391063992287813,0.557989132154981,0.026356086172628888,0.7734417676925659,0.12352861329183155
2,83,0.5653468784739795,0.02521556433063642,0.9172379374504089,0.0751889803147102,0.5634300665432758,0.00960313145884,0.5634300665432758,0.024136467103248974,0.8243558406829833,0.12611175852245105
4,167,0.5596813156575022,0.018403457143002396,1.069636881351471,0.1727067114893984,0.5618298099682166,0.010454693669695148,0.5618298099682166,0.02303052687952605,1.0617835521697998,0.16280651371229468
5,208,0.560820361479771,0.018773293262734102,1.146508812904358,0.13055534965639654,0.5613592158344435,0.010246511579507175,0.5613592158344435,0.02376701235159387,1.1847327113151551,0.23947085015094427
7,292,0.561535648159441,0.017564060145502026,1.5423465967178345,0.3297974677502146,0.5620240671031251,0.007917710179697947,0.5620240671031251,0.02456823058875838,2.490118622779846,0.7019847492721369
9,375,0.5611650636238883,0.017220836903264,2.4527335166931152,0.2723591518308571,0.5623991951732926,0.00831301575368497,0.5623991951732926,0.025009470255716187,3.532058000564575,0.6744898349141574
10,417,0.5604729262764508,0.016659158671089063,3.4641734957695007,0.16061012528717492,0.5619614242809351,0.0087283223952655,0.5619614242809351,0.025375905093139722,3.8655245423316957,0.902142891280876
12,501,0.5623283523080396,0.017631728979357185,4.315907001495361,0.11775549074277687,0.5614576200664227,0.008992343404368207,0.5614576200664227,0.025633436567957628,5.247028279304504,0.9349749894772713
13,543,0.5619178517878478,0.01723153666124227,4.202796697616577,0.9340569586073753,0.561219330368735,0.009543838617579825,0.561219330368735,0.025608523518545107,5.968198454380036,0.9226058441036817
15,626,0.5617773775398188,0.0172426048918902,4.356232583522797,0.9816168798595881,0.5615773749550836,0.008801656535466272,0.5615773749550836,0.02505424528912955,6.524090015888214,1.2938084599433979
17,710,0.5623725092596363,0.01820366878802018,5.566910922527313,0.9450045046143866,0.5614861665264615,0.009258985198856179,0.5614861665264615,0.02539383360516281,7.287159693241119,1.5081684387420138
18,751,0.561428942680536,0.01827538918931913,6.374717354774475,0.06029415519660375,0.5615171273877081,0.009066222553289751,0.5615171273877081,0.025466886108986026,7.380093538761139,1.6209521115499617
20,835,0.5621272757639271,0.01775262951198519,7.029697299003601,0.2270780427977716,0.5619382645762117,0.008847055118153884,0.5619382645762117,0.02592890428438367,9.330470931529998,1.4851699794854043
21,877,0.5628079742130352,0.018106033828002296,7.346076667308807,0.17446591712954146,0.5619211408654596,0.008578111747362949,0.5619211408654596,0.02572223805139437,9.438711011409758,2.0036254332627763
23,960,0.5616358765491507,0.01829314441416801,8.105576395988464,0.21592603112212028,0.5614148486460924,0.008988099765605958,0.5614148486460924,0.025841996231544925,11.068886280059814,2.4749119529845505
25,1044,0.5621651208925087,0.01801186097898945,8.481099128723145,0.5307165175269543,0.5616768994929102,0.008546391512814375,0.5616768994929102,0.02590022397136785,12.768379187583925,2.450895733709114
