n-components,fit-time-mean,fit-time-std,transform-time-mean,transform-time-std,score-mean,score-std
27,0.0001437664031982422,1.2910976950228033e-05,0.00013151168823242188,2.657303148145908e-05,0.6308398819875245,0.0029797818490685515
32,0.00014896392822265624,8.078837387643086e-06,0.00013475418090820314,1.5924505022820545e-05,0.5782469440847213,0.002563476107896744
36,0.00014581680297851563,7.264141086769181e-06,0.00014319419860839844,7.66396142402041e-06,0.576775741547695,0.0027397308149470067
41,0.00014848709106445311,1.2866211734867613e-05,0.00016222000122070312,4.5318348639827915e-06,0.6125483406637091,0.0027583718642471083
46,0.0001652240753173828,2.9884701360923535e-05,0.0001784801483154297,2.1074503187148953e-05,0.575188693767102,0.0016490636301692548
51,0.00017185211181640624,4.3322827384993366e-05,0.00020022392272949218,3.1567466211642125e-05,0.6045719507643452,0.0023707090902427776
56,0.00014910697937011718,7.095907301177475e-06,0.00020403861999511718,1.5627242114647207e-05,0.5752853315348471,0.0013539922030701903
61,0.0001530170440673828,1.1960678586392809e-05,0.00021953582763671874,1.1495385849362358e-05,0.5985398891456304,0.001714798291473376
65,0.00015859603881835939,1.4265721440062705e-05,0.0002554416656494141,5.8257032174833884e-05,0.5971308849444524,0.002869905706717764
70,0.00014939308166503907,5.53161932645161e-06,0.0002392292022705078,2.2041536523562826e-05,0.5757052513619033,0.0010322056583972506
75,0.00015201568603515626,1.1869079364581756e-05,0.000247955322265625,2.289377084724315e-05,0.5963859517893224,0.0022032190490271445
80,0.0001766204833984375,4.2516256755004516e-05,0.00028281211853027345,4.484278908134825e-05,0.5759213812381748,0.00250575615720128
85,0.00014982223510742187,6.241377648028658e-06,0.00027675628662109374,2.196066789282301e-05,0.5929379309286946,0.0011958145970413186
90,0.00016107559204101563,2.0035390071352592e-05,0.00029435157775878904,3.972750404563559e-05,0.5744936003805702,0.001448730057616561
94,0.0001491546630859375,4.41106588888157e-06,0.0002991199493408203,3.365951922325128e-05,0.575070751656131,0.0017781706386212372
99,0.00017786026000976562,6.458811673486833e-05,0.0003467559814453125,1.598791687285375e-05,0.5911728733895993,0.0015873081038976552
104,0.000185394287109375,4.8150401414650785e-05,0.0003889560699462891,7.076145342075482e-05,0.5754937492638735,0.0023826364854697057
109,0.00015392303466796876,6.398774461210524e-06,0.0003704071044921875,1.2652593431296745e-05,0.5891643562202779,0.0024310490063527788
114,0.00018243789672851564,4.1555134081685124e-05,0.0003844261169433594,1.3576886192416448e-05,0.5750947581751745,0.0016272122599675011
118,0.00016298294067382813,1.9288785069818334e-05,0.00038852691650390623,1.278555059275554e-05,0.5749797119762725,0.0014939833100070432
123,0.00015397071838378905,3.771236322344994e-06,0.0004991531372070312,3.7055340469599064e-05,0.5870828708383823,0.0021079912223725726
128,0.0001583099365234375,1.6044170976126158e-05,0.0005455493927001953,4.68701456759843e-05,0.5752733767810477,0.0023532921367308613
133,0.00015397071838378905,4.712613261123562e-06,0.002751731872558594,0.004749367590859217,0.5856875796774148,0.0016198628659789718
138,0.0001590251922607422,1.3008568635658017e-05,0.000560140609741211,0.00010368530431991651,0.5742015490496343,0.0025660946756653337
143,0.00015625953674316406,8.589027243964048e-06,0.0007471084594726562,0.00032189813196957545,0.585733649562669,0.0026426856152865614
147,0.00015425682067871094,9.302908427775701e-06,0.000528717041015625,1.358211865759464e-05,0.5844815674753294,0.0022468394227510478
152,0.00015621185302734376,8.643125653770973e-06,0.0006639957427978516,0.00026856913742765364,0.574959281337392,0.001175719861728295
157,0.00016279220581054686,9.123055074699218e-06,0.0007210731506347656,0.00021679510341585768,0.5838048597823517,0.0020492158802125487
162,0.0001663684844970703,3.416480837896803e-05,0.000599813461303711,8.716040011074269e-05,0.5750572158629347,0.002263789665298598
167,0.00018243789672851564,3.394489491369477e-05,0.0008960723876953125,0.0004382014337835589,0.5832123073470639,0.0017365660059388622
171,0.00015664100646972656,1.7683202400959643e-05,0.0005996227264404297,2.8851603522121132e-05,0.5833211835046382,0.0012806716234290362
176,0.0001826763153076172,3.151159518421428e-05,0.0015819549560546875,0.0021156818805072625,0.5758621087271693,0.0019624798836718627
181,0.00016679763793945313,2.8318969019262298e-05,0.001587057113647461,0.001924306693858189,0.5832182332272602,0.0014872294655324024
186,0.0001820087432861328,4.203428411994373e-05,0.0006849288940429688,6.92111107725821e-05,0.5750586242145816,0.0017442765927738093
191,0.00017156600952148438,3.183740687370999e-05,0.0006870269775390625,6.759904639517176e-05,0.5828183946285509,0.0014696958663739073
196,0.0001743316650390625,3.571562836672112e-05,0.0012735843658447266,0.0010888515871713162,0.5745227675771751,0.001846805978745994
200,0.00015993118286132811,1.0019822672680345e-05,0.0007083892822265625,2.8724937165428755e-05,0.5753495856943259,0.0012794019047039301
205,0.00016798973083496094,1.9753234674003258e-05,0.0011293411254882813,0.0007823624462262445,0.5823826375160461,0.0011477596390218688
210,0.00016217231750488282,1.513479187116222e-05,0.0009739875793457031,0.0002686834796957133,0.574889950800143,0.0022330987289638153
215,0.00017447471618652343,3.7075967219821284e-05,0.0007937431335449218,0.00011725764097130246,0.5821422425069908,0.0011064678106274396
