n-components,fit-time-random-feature,score-in-test,transform-time-random-feature
551,0.0008192062377929688,0.5455069580608028,0.025856971740722656
609,0.0008721351623535156,0.5452445458173224,0.028342008590698242
666,0.0009148120880126953,0.5429278570715518,0.03156089782714844
724,0.000997304916381836,0.5429112564745705,0.03617382049560547
781,0.0010640621185302734,0.5447744924583512,0.03780698776245117
839,0.0011069774627685547,0.5445806129229113,0.03929018974304199
896,0.0011687278747558594,0.5429171330316297,0.04347586631774902
954,0.0012187957763671875,0.5428922802851824,0.04527688026428223
1011,0.0012400150299072266,0.5443252717939406,0.04671502113342285
1069,0.0013058185577392578,0.5442503383127296,0.050370216369628906
1127,0.0013780593872070312,0.5441580054720515,0.0517430305480957
1184,0.0014100074768066406,0.5429477310908496,0.05501103401184082
1242,0.0015354156494140625,0.542840464120049,0.0559999942779541
1299,0.001538991928100586,0.5440099137993684,0.05838203430175781
1357,0.0015850067138671875,0.543938838596675,0.06055593490600586
1414,0.0016582012176513672,0.5429201988218936,0.06429100036621094
1472,0.0017781257629394531,0.5429092989497788,0.06725192070007324
1529,0.0017969608306884766,0.543861977189776,0.06862163543701172
1587,0.0018460750579833984,0.5437964247992201,0.07352685928344727
1645,0.0019178390502929688,0.5437748160926499,0.07328915596008301
1702,0.0020101070404052734,0.5428910661472557,0.07517099380493164
1760,0.002051115036010742,0.5428802862767174,0.07710123062133789
1817,0.0020818710327148438,0.543704600777507,0.0796210765838623
1875,0.002176046371459961,0.5436782837862582,0.08388805389404297
1932,0.002209901809692383,0.5428996050945317,0.08364295959472656
1990,0.002263784408569336,0.5429098682136084,0.08723187446594238
2048,0.002274036407470703,0.5428898305715136,0.08749985694885254
2105,0.0023009777069091797,0.5435919792626881,0.09345102310180664
2163,0.0025131702423095703,0.5435644657096842,0.09278082847595215
2220,0.002846956253051758,0.5429117925226303,0.09649920463562012
2278,0.0026450157165527344,0.5428937907100845,0.09926414489746094
2335,0.0026090145111083984,0.5435202320418395,0.09867691993713379
2393,0.0029790401458740234,0.5434848099435814,0.10071492195129395
2450,0.0026657581329345703,0.5428733394574446,0.10816597938537598
2508,0.002696990966796875,0.5428781255097713,0.10726809501647949
2566,0.0028710365295410156,0.5428967466806774,0.11515498161315918
