percent,n_components,Mean Score in test,Std Score in test,Mean Training Time,Std Training Time,Mean Best Score in CV,Std Best Score in CV,cv_mean_test_score,cv_std_test_score
1,64,0.845374230313229,0.0,0.13643622398376465,0.0,0.84097395072732,0.0,0.84097395072732,0.00518513431929729
2,128,0.8440738899300111,0.0,0.18480753898620605,0.0,0.8426877090672091,0.0,0.8426877090672091,0.004769154238508138
4,256,0.8449535319539526,0.0,0.31207275390625,0.0,0.8425324323962826,0.0,0.8425324323962826,0.0040166169759384375
5,320,0.8456801927563392,0.0,0.27329587936401367,0.0,0.8423764261560329,0.0,0.8423764261560329,0.002784752301793135
7,448,0.8441121352353999,0.0,0.47350621223449707,0.0,0.8423760613713714,0.0,0.8423760613713714,0.003320687543012531
9,577,0.8462921176425594,0.0,0.563230037689209,0.0,0.8433114908384333,0.0,0.8433114908384333,0.0022595119218215428
10,641,0.8448387960377863,0.0,0.6320013999938965,0.0,0.841440875094084,0.0,0.841440875094084,0.0036965882044063788
12,769,0.8442651164569549,0.0,0.9100077152252197,0.0,0.8414408750940842,0.0,0.8414408750940842,0.003696588204406395
13,833,0.8455654568401728,0.0,1.1225574016571045,0.0,0.8419087722199456,0.0,0.8419087722199456,0.004029543561109415
15,962,0.8443033617623437,0.0,1.238537311553955,0.0,0.8417527659796962,0.0,0.8417527659796962,0.0034344793053311495
17,1090,0.8452977397024515,0.0,1.485398292541504,0.0,0.8422200551311219,0.0,0.8422200551311219,0.0035446206795497082
18,1154,0.8442651164569549,0.0,1.817575454711914,0.0,0.8420641704857594,0.0,0.8420641704857594,0.0030256630596485878
20,1282,0.8451830037862852,0.0,2.4494993686676025,0.0,0.8417526443848089,0.0,0.8417526443848089,0.0029451993692854797
21,1346,0.8454507209240065,0.0,2.3047544956207275,0.0,0.8419084074352842,0.0,0.8419084074352842,0.0026216385559051174
23,1475,0.8442651164569549,0.0,3.2311370372772217,0.0,0.8415965165496722,0.0,0.8415965165496722,0.0033206854414382387
25,1603,0.845221249091674,0.0,3.2410175800323486,0.0,0.8422201767260091,0.0,0.8422201767260091,0.003060540228130406
