n-components,fit-time-random-feature,score-in-test,transform-time-random-feature
46,0.0001461505889892578,0.5754400826171251,0.00016999244689941406
51,0.00014328956604003906,0.6025343749911994,0.0001850128173828125
56,0.0001430511474609375,0.5734094254013777,0.000225067138671875
61,0.0001590251922607422,0.5988369890972787,0.00023174285888671875
65,0.00017595291137695312,0.5977508361275281,0.00019598007202148438
70,0.00014901161193847656,0.5742001675565198,0.00020194053649902344
75,0.00014901161193847656,0.5960976214131333,0.0002110004425048828
80,0.00016617774963378906,0.5741385452114997,0.00022602081298828125
85,0.0001499652862548828,0.5928328883635,0.00024819374084472656
90,0.00014710426330566406,0.5757693254719759,0.0002491474151611328
94,0.0001518726348876953,0.5762300666489876,0.0002586841583251953
99,0.0002930164337158203,0.5918458325056728,0.0003631114959716797
104,0.00023484230041503906,0.5775842752357558,0.0005128383636474609
109,0.0001609325408935547,0.5922929463640613,0.0003650188446044922
114,0.0002532005310058594,0.5778631464768381,0.0004029273986816406
118,0.00018978118896484375,0.5773946142152715,0.00036978721618652344
123,0.00015115737915039062,0.5901301619742962,0.0005347728729248047
128,0.00017309188842773438,0.5793827084635658,0.0005269050598144531
133,0.0001552104949951172,0.5867700865301578,0.00048089027404785156
138,0.00017404556274414062,0.5765823307120169,0.0005221366882324219
143,0.0001678466796875,0.5882322646774896,0.001196146011352539
147,0.0001671314239501953,0.5856270961682628,0.0005457401275634766
152,0.0001690387725830078,0.5754066530831489,0.0011432170867919922
157,0.0001499652862548828,0.5863765591051102,0.0005731582641601562
162,0.0002269744873046875,0.5778404290728697,0.0007538795471191406
167,0.00015091896057128906,0.5847327775808078,0.0006010532379150391
171,0.00014209747314453125,0.585167973195085,0.0005879402160644531
176,0.00015306472778320312,0.5780299910530355,0.0005970001220703125
181,0.00015306472778320312,0.5847476308361553,0.0006248950958251953
186,0.0001552104949951172,0.5775088304160183,0.0006248950958251953
191,0.00015401840209960938,0.5829854119391874,0.0006439685821533203
196,0.0001537799835205078,0.5751505898024246,0.0007231235504150391
200,0.00017499923706054688,0.5766584692352742,0.0007128715515136719
205,0.0001819133758544922,0.5841510342032694,0.0007767677307128906
210,0.00015878677368164062,0.577348147517594,0.0007860660552978516
215,0.0001430511474609375,0.5838672100487896,0.0007288455963134766
27,0.00015115737915039062,0.6261774906957028,0.00014281272888183594
32,0.00013899803161621094,0.5788103583403842,0.00011873245239257812
36,0.00013875961303710938,0.5806338809353511,0.0001418590545654297
41,0.0001399517059326172,0.6108710436260294,0.00016188621520996094
46,0.00014495849609375,0.5758607453899105,0.00017309188842773438
51,0.00013899803161621094,0.605252553918305,0.00019097328186035156
