Mean Score in test,Std Score in test,Mean Best Score in CV,Std Best Score in CV,Mean Training Time,Std Training Time
0.7017342318475134,0.030180849733873652,0.7093077028275114,0.00913239360248061,1.5704652667045593,0.4089040647652253
