percent,n_components,Mean Score in test,Std Score in test,Mean Training Time,Std Training Time,Mean Best Score in CV,Std Best Score in CV
100,100,0.6808230028801391,0.35588357785282443,0.014017701148986816,0.014408804055726383,0.6947802407682697,0.1276050736036082
