n_components,Mean Best Score in CV,std Best Score in CV,Mean Training Time,std Training Time
10,0.6956123543109058,0.047416692337835915,0.0065978169441223145,0.0020557417656470074
20,0.7938879873225985,0.013464815590801439,0.008372247219085693,0.0026161536535996214
