Mean Score in test,Std Score in test,Mean Best Score in CV,Std Best Score in CV,Mean Training Time,Std Training Time
0.709768510451475,0.011180106381001255,0.7115992934744026,0.0042743421947585404,1.2277536988258362,0.06181705881992835
