n_components,Mean Score in test,Std Score in test,Mean Training Time,Std Training Time,Mean Best Score in CV,Std Best Score in CV
10,0.6082971832383084,0.07054231716362394,0.0033270716667175293,0.0013306390099955023,0.720986504393899,0.016860961308985387
20,0.7445029903050087,0.06558737765580124,0.003350973129272461,0.0003490600263422057,0.8161126386059374,0.010991977644530021
50,0.8669403972527921,0.06138034132603783,0.005917191505432129,0.0007419809216877188,0.8898134581588683,0.003947059570389555
100,0.9180298220670117,0.026131500733951707,0.10863375663757324,0.01966734580756615,0.9303003126611603,0.0091109280382475
200,0.8519247140374591,0.18380726023872643,0.1870201826095581,0.08021162569449393,0.9510565485143534,0.006067329848065952
500,0.9351752782789782,0.053422698896556944,0.356906533241272,0.013031959936617054,0.959750355757105,0.0033414897952656047
1000,0.9527146572428429,0.029227334650291203,0.4444982409477234,0.022976080319374575,0.963066438345864,0.0013227361794205205
